count,probability,kl_divergence
"[3, 6, 3, 1, 1, 4]","[0.1667, 0.3333, 0.1667, 0.0556, 0.0556, 0.2222]",0.14464967867373407
"[4, 2, 5, 4, 2, 3]","[0.2, 0.1, 0.25, 0.2, 0.1, 0.15]",0.871524251363996
"[1, 2, 6, 5, 3, 16]","[0.0303, 0.0606, 0.1818, 0.1515, 0.0909, 0.4848]",1.5092437230267426
"[5, 1, 6, 6, 3, 47]","[0.0735, 0.0147, 0.0882, 0.0882, 0.0441, 0.6912]",2.312842790447747
"[5, 8, 6, 2, 2, 6]","[0.1724, 0.2759, 0.2069, 0.069, 0.069, 0.2069]",0.37195566349879117
"[6, 2, 3, 4, 0, 14]","[0.2069, 0.069, 0.1034, 0.1379, 0.0, 0.4828]",0.7396240603671462
"[0, 4, 4, 4, 0, 9]","[0.0, 0.1905, 0.1905, 0.1905, 0.0, 0.4286]",3.9724216722132817
"[0, 1, 0, 0, 0, 0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[7, 2, 1, 5, 0, 2]","[0.4118, 0.1176, 0.0588, 0.2941, 0.0, 0.1176]",0.34887835435168457
"[7, 5, 9, 9, 6, 7]","[0.1628, 0.1163, 0.2093, 0.2093, 0.1395, 0.1628]",0.042315108730242586
"[0, 2, 1, 2, 0, 2]","[0.0, 0.2857, 0.1429, 0.2857, 0.0, 0.2857]",17.53074488021588
"[0, 2, 5, 1, 2, 6]","[0.0, 0.125, 0.3125, 0.0625, 0.125, 0.375]",2.9157444199867046
"[3, 0, 0, 2, 1, 3]","[0.3333, 0.0, 0.0, 0.2222, 0.1111, 0.3333]",6.605447158484367
"[3, 1, 0, 4, 4, 10]","[0.1364, 0.0455, 0.0, 0.1818, 0.1818, 0.4545]",4.471292728675725
"[3, 5, 1, 5, 6, 6]","[0.1154, 0.1923, 0.0385, 0.1923, 0.2308, 0.2308]",1.013397834006743
"[2, 20, 2, 3, 1, 7]","[0.0571, 0.5714, 0.0571, 0.0857, 0.0286, 0.2]",0.19562783007995851
"[0, 10, 2, 1, 0, 0]","[0.0, 0.7692, 0.1538, 0.0769, 0.0, 0.0]",0.2623042216465262
"[6, 9, 2, 0, 7, 3]","[0.2222, 0.3333, 0.0741, 0.0, 0.2593, 0.1111]",1.8284859701383263
"[4, 8, 4, 0, 0, 0]","[0.25, 0.5, 0.25, 0.0, 0.0, 0.0]",0.16351504317681964
"[3, 2, 1, 0, 1, 4]","[0.2727, 0.1818, 0.0909, 0.0, 0.0909, 0.3636]",0.35822018599033656
"[4, 12, 1, 2, 0, 2]","[0.1905, 0.5714, 0.0476, 0.0952, 0.0, 0.0952]",0.5595657071508281
"[8, 3, 0, 4, 1, 3]","[0.4211, 0.1579, 0.0, 0.2105, 0.0526, 0.1579]",1.9999182030177598
"[2, 16, 2, 5, 2, 2]","[0.069, 0.5517, 0.069, 0.1724, 0.069, 0.069]",0.3116681412646582
"[4, 9, 1, 1, 1, 1]","[0.2353, 0.5294, 0.0588, 0.0588, 0.0588, 0.0588]",0.36918003479868255
"[17, 2, 0, 0, 0, 1]","[0.85, 0.1, 0.0, 0.0, 0.0, 0.05]",0.539404807212577
"[12, 22, 4, 4, 2, 0]","[0.2727, 0.5, 0.0909, 0.0909, 0.0455, 0.0]",0.1101509017756468
"[3, 12, 5, 0, 1, 2]","[0.1304, 0.5217, 0.2174, 0.0, 0.0435, 0.087]",1.7443942775396242
"[1, 11, 1, 0, 0, 0]","[0.0769, 0.8462, 0.0769, 0.0, 0.0, 0.0]",0.08029291113106024
"[10, 6, 3, 4, 0, 3]","[0.3846, 0.2308, 0.1154, 0.1538, 0.0, 0.1154]",0.2573428668072411
"[7, 10, 2, 0, 3, 2]","[0.2917, 0.4167, 0.0833, 0.0, 0.125, 0.0833]",0.24295593442485575
"[4, 6, 2, 2, 0, 4]","[0.2222, 0.3333, 0.1111, 0.1111, 0.0, 0.2222]",0.28381469948647353
"[8, 4, 5, 0, 4, 4]","[0.32, 0.16, 0.2, 0.0, 0.16, 0.16]",0.0965954219576938
"[5, 6, 4, 7, 2, 0]","[0.2083, 0.25, 0.1667, 0.2917, 0.0833, 0.0]",0.4356933854136603
"[7, 6, 1, 0, 1, 0]","[0.4667, 0.4, 0.0667, 0.0, 0.0667, 0.0]",1.3726378733710294
"[4, 13, 4, 1, 1, 4]","[0.1481, 0.4815, 0.1481, 0.037, 0.037, 0.1481]",0.25816793231152835
"[9, 10, 0, 3, 3, 0]","[0.36, 0.4, 0.0, 0.12, 0.12, 0.0]",0.8372691882021243
"[1, 1, 1, 0, 0, 0]","[0.3333, 0.3333, 0.3333, 0.0, 0.0, 0.0]",0.0
"[15, 6, 2, 0, 1, 10]","[0.4412, 0.1765, 0.0588, 0.0, 0.0294, 0.2941]",0.7219726494355689
"[3, 5, 0, 2, 2, 0]","[0.25, 0.4167, 0.0, 0.1667, 0.1667, 0.0]",1.5664260110307642
"[3, 6, 0, 3, 3, 1]","[0.1875, 0.375, 0.0, 0.1875, 0.1875, 0.0625]",0.6040590497810422
"[8, 9, 7, 0, 3, 0]","[0.2963, 0.3333, 0.2593, 0.0, 0.1111, 0.0]",0.7758216704628341
"[8, 21, 5, 2, 0, 5]","[0.1951, 0.5122, 0.122, 0.0488, 0.0, 0.122]",0.6495695047731419
"[11, 5, 9, 0, 2, 2]","[0.3793, 0.1724, 0.3103, 0.0, 0.069, 0.069]",0.7900686051421
"[8, 3, 10, 4, 0, 0]","[0.32, 0.12, 0.4, 0.16, 0.0, 0.0]",0.1759453516727781
"[4, 15, 3, 0, 2, 0]","[0.1667, 0.625, 0.125, 0.0, 0.0833, 0.0]",0.8873568389990305
"[3, 13, 1, 3, 4, 0]","[0.125, 0.5417, 0.0417, 0.125, 0.1667, 0.0]",0.38295567804609904
"[7, 3, 0, 0, 0, 0]","[0.7, 0.3, 0.0, 0.0, 0.0, 0.0]",1.788904793656185
"[9, 19, 0, 1, 0, 6]","[0.2571, 0.5429, 0.0, 0.0286, 0.0, 0.1714]",0.11892016128688568
"[5, 5, 0, 0, 0, 1]","[0.4545, 0.4545, 0.0, 0.0, 0.0, 0.0909]",0.6301400783245497
"[19, 4, 0, 2, 3, 3]","[0.6129, 0.129, 0.0, 0.0645, 0.0968, 0.0968]",0.6557194510908112
"[0, 10, 2, 0, 0, 0]","[0.0, 0.8333, 0.1667, 0.0, 0.0, 0.0]",0.18236153755041404
"[0, 8, 3, 0, 1, 1]","[0.0, 0.6154, 0.2308, 0.0, 0.0769, 0.0769]",0.06368796350356225
"[7, 13, 4, 0, 0, 0]","[0.2917, 0.5417, 0.1667, 0.0, 0.0, 0.0]",0.032395908463009895
"[6, 16, 1, 0, 1, 1]","[0.24, 0.64, 0.04, 0.0, 0.04, 0.04]",0.24598401660515595
"[3, 6, 0, 0, 3, 0]","[0.25, 0.5, 0.0, 0.0, 0.25, 0.0]",3.279760722906476
"[4, 10, 2, 1, 0, 7]","[0.1667, 0.4167, 0.0833, 0.0417, 0.0, 0.2917]",0.510320116817779
"[4, 11, 4, 0, 1, 0]","[0.2, 0.55, 0.2, 0.0, 0.05, 0.0]",0.37391407911013996
"[3, 3, 0, 0, 1, 4]","[0.2727, 0.2727, 0.0, 0.0, 0.0909, 0.3636]",2.002738802647682
"[5, 15, 3, 1, 0, 1]","[0.2, 0.6, 0.12, 0.04, 0.0, 0.04]",0.22871115373956993
"[3, 12, 0, 0, 0, 4]","[0.1579, 0.6316, 0.0, 0.0, 0.0, 0.2105]",0.12661752429486509
"[1, 11, 4, 0, 1, 0]","[0.0588, 0.6471, 0.2353, 0.0, 0.0588, 0.0]",0.43525437914161225
"[9, 19, 3, 4, 0, 2]","[0.2432, 0.5135, 0.0811, 0.1081, 0.0, 0.0541]",0.2914231783428534
"[6, 5, 2, 0, 0, 0]","[0.4615, 0.3846, 0.1538, 0.0, 0.0, 0.0]",0.11479180730677219
"[6, 12, 0, 0, 1, 5]","[0.25, 0.5, 0.0, 0.0, 0.0417, 0.2083]",1.5061463755330393
"[3, 22, 0, 0, 1, 0]","[0.1154, 0.8462, 0.0, 0.0, 0.0385, 0.0]",0.04917931401309812
"[4, 5, 0, 1, 1, 0]","[0.3636, 0.4545, 0.0, 0.0909, 0.0909, 0.0]",0.35491287160490254
"[7, 13, 6, 0, 7, 6]","[0.1795, 0.3333, 0.1538, 0.0, 0.1795, 0.1538]",0.43921757024907054
"[9, 5, 2, 1, 0, 0]","[0.5294, 0.2941, 0.1176, 0.0588, 0.0, 0.0]",0.1249601576035874
"[7, 8, 1, 0, 2, 1]","[0.3684, 0.4211, 0.0526, 0.0, 0.1053, 0.0526]",0.8648848643616407
"[8, 9, 2, 0, 0, 0]","[0.4211, 0.4737, 0.1053, 0.0, 0.0, 0.0]",0.21200186648218367
"[4, 13, 1, 0, 0, 0]","[0.2222, 0.7222, 0.0556, 0.0, 0.0, 0.0]",0.1076004232661641
"[2, 11, 1, 0, 1, 1]","[0.125, 0.6875, 0.0625, 0.0, 0.0625, 0.0625]",0.21175609632723638
"[4, 4, 0, 3, 3, 1]","[0.2667, 0.2667, 0.0, 0.2, 0.2, 0.0667]",2.4568926034206555
"[20, 0, 1, 1, 7, 6]","[0.5714, 0.0, 0.0286, 0.0286, 0.2, 0.1714]",2.2081078717479166
"[0, 11, 5, 7, 2, 4]","[0.0, 0.3793, 0.1724, 0.2414, 0.069, 0.1379]",0.7444585117091949
"[2, 9, 5, 0, 0, 3]","[0.1053, 0.4737, 0.2632, 0.0, 0.0, 0.1579]",0.3255756638118035
"[0, 3, 0, 1, 4, 2]","[0.0, 0.3, 0.0, 0.1, 0.4, 0.2]",5.994417310337092
"[6, 3, 1, 1, 2, 6]","[0.3158, 0.1579, 0.0526, 0.0526, 0.1053, 0.3158]",0.27784667237290067
"[7, 5, 4, 1, 3, 9]","[0.2414, 0.1724, 0.1379, 0.0345, 0.1034, 0.3103]",0.14620397023655166
"[4, 3, 0, 0, 0, 0]","[0.5714, 0.4286, 0.0, 0.0, 0.0, 0.0]",2.5597204853675986
"[4, 6, 0, 0, 6, 3]","[0.2105, 0.3158, 0.0, 0.0, 0.3158, 0.1579]",0.6743625930987727
"[3, 5, 0, 2, 3, 2]","[0.2, 0.3333, 0.0, 0.1333, 0.2, 0.1333]",0.1702418530345588
"[7, 5, 2, 5, 3, 4]","[0.2692, 0.1923, 0.0769, 0.1923, 0.1154, 0.1538]",0.2718386875853195
"[3, 4, 3, 0, 2, 3]","[0.2, 0.2667, 0.2, 0.0, 0.1333, 0.2]",0.5681731109695743
"[4, 3, 0, 5, 0, 2]","[0.2857, 0.2143, 0.0, 0.3571, 0.0, 0.1429]",1.4087758826920411
"[9, 3, 0, 1, 0, 5]","[0.5, 0.1667, 0.0, 0.0556, 0.0, 0.2778]",1.3794456269123827
"[3, 5, 0, 0, 2, 2]","[0.25, 0.4167, 0.0, 0.0, 0.1667, 0.1667]",0.4284054742214455
"[10, 5, 2, 0, 0, 0]","[0.5882, 0.2941, 0.1176, 0.0, 0.0, 0.0]",1.1280866630905932
"[6, 5, 11, 5, 1, 0]","[0.2143, 0.1786, 0.3929, 0.1786, 0.0357, 0.0]",0.9430711759286419
"[1, 13, 2, 2, 2, 0]","[0.05, 0.65, 0.1, 0.1, 0.1, 0.0]",0.12119027910610959
"[2, 7, 16, 9, 1, 1]","[0.0556, 0.1944, 0.4444, 0.25, 0.0278, 0.0278]",1.3603788328705475
"[2, 3, 7, 0, 0, 0]","[0.1667, 0.25, 0.5833, 0.0, 0.0, 0.0]",0.160039361354803
"[2, 5, 0, 0, 2, 2]","[0.1818, 0.4545, 0.0, 0.0, 0.1818, 0.1818]",0.5159105093008729
"[10, 14, 6, 2, 4, 0]","[0.2778, 0.3889, 0.1667, 0.0556, 0.1111, 0.0]",0.6813460757824796
"[10, 18, 1, 0, 3, 6]","[0.2632, 0.4737, 0.0263, 0.0, 0.0789, 0.1579]",0.5745967391788142
"[3, 2, 5, 6, 7, 1]","[0.125, 0.0833, 0.2083, 0.25, 0.2917, 0.0417]",0.260974551134206
"[1, 5, 0, 1, 6, 5]","[0.0556, 0.2778, 0.0, 0.0556, 0.3333, 0.2778]",0.17011275988887625
"[6, 5, 0, 1, 1, 0]","[0.4615, 0.3846, 0.0, 0.0769, 0.0769, 0.0]",1.6656597781383904
"[9, 10, 1, 3, 2, 2]","[0.3333, 0.3704, 0.037, 0.1111, 0.0741, 0.0741]",0.31390152444511743
"[7, 7, 2, 0, 0, 12]","[0.25, 0.25, 0.0714, 0.0, 0.0, 0.4286]",1.386294293891605
"[8, 22, 6, 12, 3, 2]","[0.1509, 0.4151, 0.1132, 0.2264, 0.0566, 0.0377]",0.35949733100765374
"[3, 6, 2, 1, 4, 3]","[0.1579, 0.3158, 0.1053, 0.0526, 0.2105, 0.1579]",0.5968283365592568
"[1, 12, 0, 3, 0, 1]","[0.0588, 0.7059, 0.0, 0.1765, 0.0, 0.0588]",0.31852665036381367
"[7, 15, 1, 0, 1, 1]","[0.28, 0.6, 0.04, 0.0, 0.04, 0.04]",0.7902925243348086
"[2, 7, 5, 1, 0, 0]","[0.1333, 0.4667, 0.3333, 0.0667, 0.0, 0.0]",0.2627955882408978
"[5, 6, 7, 0, 0, 2]","[0.25, 0.3, 0.35, 0.0, 0.0, 0.1]",0.17878894855801564
"[5, 18, 0, 0, 0, 0]","[0.2174, 0.7826, 0.0, 0.0, 0.0, 0.0]",0.005862491529118781
"[8, 9, 5, 0, 2, 3]","[0.2963, 0.3333, 0.1852, 0.0, 0.0741, 0.1111]",0.27364283834879277
"[5, 2, 0, 0, 4, 3]","[0.3571, 0.1429, 0.0, 0.0, 0.2857, 0.2143]",0.3180047096314178
"[9, 12, 11, 0, 0, 3]","[0.2571, 0.3429, 0.3143, 0.0, 0.0, 0.0857]",0.25158234805820057
"[9, 10, 0, 3, 1, 0]","[0.3913, 0.4348, 0.0, 0.1304, 0.0435, 0.0]",0.8067246990090763
"[2, 8, 0, 0, 0, 3]","[0.1538, 0.6154, 0.0, 0.0, 0.0, 0.2308]",0.19610716082249124
"[1, 6, 0, 1, 0, 0]","[0.125, 0.75, 0.0, 0.125, 0.0, 0.0]",2.4653598493086744
"[0, 7, 7, 0, 1, 0]","[0.0, 0.4667, 0.4667, 0.0, 0.0667, 0.0]",0.07124084444613067
"[3, 4, 3, 8, 1, 0]","[0.1579, 0.2105, 0.1579, 0.4211, 0.0526, 0.0]",0.09171130765903654
"[5, 1, 3, 1, 3, 4]","[0.2941, 0.0588, 0.1765, 0.0588, 0.1765, 0.2353]",0.5721595817509473
"[2, 10, 0, 4, 1, 0]","[0.1176, 0.5882, 0.0, 0.2353, 0.0588, 0.0]",3.3316448438044493
"[1, 15, 1, 0, 2, 2]","[0.0476, 0.7143, 0.0476, 0.0, 0.0952, 0.0952]",0.2802471512296015
"[4, 9, 3, 0, 0, 0]","[0.25, 0.5625, 0.1875, 0.0, 0.0, 0.0]",0.051317705037630876
"[3, 12, 3, 1, 1, 1]","[0.1429, 0.5714, 0.1429, 0.0476, 0.0476, 0.0476]",0.24666361802683004
"[6, 4, 2, 6, 4, 4]","[0.2308, 0.1538, 0.0769, 0.2308, 0.1538, 0.1538]",0.4725938089710056
"[1, 3, 7, 2, 4, 0]","[0.0588, 0.1765, 0.4118, 0.1176, 0.2353, 0.0]",1.486088399484462
"[2, 7, 0, 4, 4, 2]","[0.1053, 0.3684, 0.0, 0.2105, 0.2105, 0.1053]",0.5355432508856557
"[8, 2, 4, 1, 1, 0]","[0.5, 0.125, 0.25, 0.0625, 0.0625, 0.0]",0.15289635325896658
"[6, 23, 2, 0, 0, 0]","[0.1935, 0.7419, 0.0645, 0.0, 0.0, 0.0]",0.12031644261252765
"[5, 0, 3, 1, 1, 6]","[0.3125, 0.0, 0.1875, 0.0625, 0.0625, 0.375]",7.4016387082291875
"[3, 10, 3, 0, 0, 0]","[0.1875, 0.625, 0.1875, 0.0, 0.0, 0.0]",0.2437300478827116
"[2, 8, 1, 3, 0, 5]","[0.1053, 0.4211, 0.0526, 0.1579, 0.0, 0.2632]",0.23922417023275572
"[0, 12, 0, 0, 0, 0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",9.443258772644516
"[1, 12, 5, 1, 2, 1]","[0.0455, 0.5455, 0.2273, 0.0455, 0.0909, 0.0455]",0.28161127938035513
"[2, 11, 4, 1, 2, 0]","[0.1, 0.55, 0.2, 0.05, 0.1, 0.0]",0.12864411748910032
"[1, 9, 4, 2, 0, 1]","[0.0588, 0.5294, 0.2353, 0.1176, 0.0, 0.0588]",0.26860956752150295
"[3, 5, 1, 2, 3, 3]","[0.1765, 0.2941, 0.0588, 0.1176, 0.1765, 0.1765]",0.7307195414693272
"[3, 6, 6, 0, 4, 1]","[0.15, 0.3, 0.3, 0.0, 0.2, 0.05]",0.5519670215303292
"[3, 5, 12, 0, 1, 3]","[0.125, 0.2083, 0.5, 0.0, 0.0417, 0.125]",1.7136809405001128
"[13, 14, 0, 0, 1, 2]","[0.4333, 0.4667, 0.0, 0.0, 0.0333, 0.0667]",0.762068565849596
"[0, 15, 0, 0, 5, 1]","[0.0, 0.7143, 0.0, 0.0, 0.2381, 0.0476]",4.612530769742521
"[14, 10, 3, 0, 3, 2]","[0.4375, 0.3125, 0.0938, 0.0, 0.0938, 0.0625]",0.164511443249283
"[5, 3, 5, 2, 1, 3]","[0.2632, 0.1579, 0.2632, 0.1053, 0.0526, 0.1579]",0.6135618883361472
"[0, 10, 6, 0, 1, 1]","[0.0, 0.5556, 0.3333, 0.0, 0.0556, 0.0556]",1.1376100672632352
"[6, 7, 2, 1, 1, 1]","[0.3333, 0.3889, 0.1111, 0.0556, 0.0556, 0.0556]",0.8379976271018005
"[8, 1, 0, 0, 0, 1]","[0.8, 0.1, 0.0, 0.0, 0.0, 0.1]",1.3862943288245912
"[3, 10, 0, 0, 0, 1]","[0.2143, 0.7143, 0.0, 0.0, 0.0, 0.0714]",0.07485519030735568
"[0, 16, 0, 0, 3, 3]","[0.0, 0.7273, 0.0, 0.0, 0.1364, 0.1364]",1.5849308807101388
"[3, 6, 1, 1, 1, 9]","[0.1429, 0.2857, 0.0476, 0.0476, 0.0476, 0.4286]",0.30125749230677634
"[4, 9, 3, 0, 1, 0]","[0.2353, 0.5294, 0.1765, 0.0, 0.0588, 0.0]",0.6360109289652952
"[4, 4, 0, 1, 0, 4]","[0.3077, 0.3077, 0.0, 0.0769, 0.0, 0.3077]",0.49162290680017123
"[1, 6, 0, 0, 3, 1]","[0.0909, 0.5455, 0.0, 0.0, 0.2727, 0.0909]",0.3317015314731855
"[8, 17, 2, 0, 0, 0]","[0.2963, 0.6296, 0.0741, 0.0, 0.0, 0.0]",0.08261487740291695
"[9, 20, 0, 0, 0, 0]","[0.3103, 0.6897, 0.0, 0.0, 0.0, 0.0]",0.1215959597680571
"[3, 4, 0, 0, 0, 0]","[0.4286, 0.5714, 0.0, 0.0, 0.0, 0.0]",0.043566727317896195
"[9, 9, 0, 0, 2, 4]","[0.375, 0.375, 0.0, 0.0, 0.0833, 0.1667]",2.435303295354426
"[4, 2, 1, 1, 1, 0]","[0.4444, 0.2222, 0.1111, 0.1111, 0.1111, 0.0]",0.5090911115216927
"[2, 7, 1, 0, 0, 1]","[0.1818, 0.6364, 0.0909, 0.0, 0.0, 0.0909]",0.11057031589786917
"[6, 3, 0, 1, 2, 0]","[0.5, 0.25, 0.0, 0.0833, 0.1667, 0.0]",0.8201318296720794
"[2, 4, 0, 2, 3, 1]","[0.1667, 0.3333, 0.0, 0.1667, 0.25, 0.0833]",0.3098918558040942
"[0, 7, 0, 0, 0, 8]","[0.0, 0.4667, 0.0, 0.0, 0.0, 0.5333]",2.4597248919710726
"[7, 10, 4, 0, 1, 4]","[0.2692, 0.3846, 0.1538, 0.0, 0.0385, 0.1538]",0.31900238352429655
"[3, 8, 2, 0, 0, 1]","[0.2143, 0.5714, 0.1429, 0.0, 0.0, 0.0714]",0.06617439460648512
"[1, 5, 2, 2, 2, 5]","[0.0588, 0.2941, 0.1176, 0.1176, 0.1176, 0.2941]",0.1442499104495622
"[1, 4, 1, 0, 4, 2]","[0.0833, 0.3333, 0.0833, 0.0, 0.3333, 0.1667]",1.8236475336646918
"[4, 3, 1, 8, 4, 0]","[0.2, 0.15, 0.05, 0.4, 0.2, 0.0]",2.7258724140826165
"[3, 15, 1, 0, 1, 0]","[0.15, 0.75, 0.05, 0.0, 0.05, 0.0]",1.05046605513756
"[1, 16, 1, 1, 5, 0]","[0.0417, 0.6667, 0.0417, 0.0417, 0.2083, 0.0]",0.37522476576622493
"[7, 9, 5, 0, 5, 8]","[0.2059, 0.2647, 0.1471, 0.0, 0.1471, 0.2353]",1.0430590145665348
"[10, 3, 0, 1, 1, 0]","[0.6667, 0.2, 0.0, 0.0667, 0.0667, 0.0]",0.2032052077499395
"[2, 4, 1, 3, 1, 1]","[0.1667, 0.3333, 0.0833, 0.25, 0.0833, 0.0833]",0.2901262480689207
"[2, 6, 0, 2, 0, 1]","[0.1818, 0.5455, 0.0, 0.1818, 0.0, 0.0909]",3.312023990444803
"[3, 1, 6, 0, 2, 2]","[0.2143, 0.0714, 0.4286, 0.0, 0.1429, 0.1429]",1.5182996607787826
"[15, 6, 0, 0, 2, 2]","[0.6, 0.24, 0.0, 0.0, 0.08, 0.08]",2.3151627922812055
"[0, 4, 0, 1, 0, 2]","[0.0, 0.5714, 0.0, 0.1429, 0.0, 0.2857]",0.24852340025060513
"[1, 1, 0, 0, 1, 9]","[0.0833, 0.0833, 0.0, 0.0, 0.0833, 0.75]",2.214031543476154
"[8, 4, 3, 2, 2, 2]","[0.381, 0.1905, 0.1429, 0.0952, 0.0952, 0.0952]",0.25906885338085994
"[12, 5, 2, 2, 1, 14]","[0.3333, 0.1389, 0.0556, 0.0556, 0.0278, 0.3889]",1.5024789423937603
"[4, 3, 1, 5, 3, 6]","[0.1818, 0.1364, 0.0455, 0.2273, 0.1364, 0.2727]",1.332419990858958
"[9, 11, 10, 13, 3, 3]","[0.1837, 0.2245, 0.2041, 0.2653, 0.0612, 0.0612]",0.31378997885398874
"[1, 10, 1, 0, 2, 2]","[0.0625, 0.625, 0.0625, 0.0, 0.125, 0.125]",0.294413167925906
"[3, 1, 4, 2, 0, 0]","[0.3, 0.1, 0.4, 0.2, 0.0, 0.0]",0.06931471714010615
"[1, 19, 4, 2, 2, 3]","[0.0323, 0.6129, 0.129, 0.0645, 0.0645, 0.0968]",0.2157361761934249
"[1, 1, 1, 0, 4, 2]","[0.1111, 0.1111, 0.1111, 0.0, 0.4444, 0.2222]",2.721409807705757
"[6, 6, 0, 0, 1, 3]","[0.375, 0.375, 0.0, 0.0, 0.0625, 0.1875]",3.545553234565421
"[3, 2, 0, 0, 0, 3]","[0.375, 0.25, 0.0, 0.0, 0.0, 0.375]",0.131256339048052
"[3, 7, 0, 0, 1, 2]","[0.2308, 0.5385, 0.0, 0.0, 0.0769, 0.1538]",0.08952017310370504
"[0, 7, 5, 0, 0, 0]","[0.0, 0.5833, 0.4167, 0.0, 0.0, 0.0]",3.453146944079025
"[2, 4, 2, 0, 0, 0]","[0.25, 0.5, 0.25, 0.0, 0.0, 0.0]",0.30409880982502413
"[0, 11, 0, 0, 3, 0]","[0.0, 0.7857, 0.0, 0.0, 0.2143, 0.0]",0.07669763480321379
"[2, 1, 0, 0, 0, 1]","[0.5, 0.25, 0.0, 0.0, 0.0, 0.25]",0.6506723970255551
"[6, 4, 0, 0, 0, 5]","[0.4, 0.2667, 0.0, 0.0, 0.0, 0.3333]",0.012421831120728671
"[6, 2, 0, 0, 0, 2]","[0.6, 0.2, 0.0, 0.0, 0.0, 0.2]",0.22954498771338142
"[3, 2, 2, 0, 1, 0]","[0.375, 0.25, 0.25, 0.0, 0.125, 0.0]",0.346573568556707
"[13, 1, 0, 1, 12, 2]","[0.4483, 0.0345, 0.0, 0.0345, 0.4138, 0.069]",0.9600027958283344
"[3, 0, 0, 2, 2, 5]","[0.25, 0.0, 0.0, 0.1667, 0.1667, 0.4167]",0.09891295506486844
"[1, 7, 0, 0, 0, 0]","[0.125, 0.875, 0.0, 0.0, 0.0, 0.0]",0.0
"[0, 9, 0, 0, 0, 0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",6.270573425494486
"[3, 2, 1, 0, 1, 7]","[0.2143, 0.1429, 0.0714, 0.0, 0.0714, 0.5]",4.040305745724453
"[1, 6, 1, 1, 0, 1]","[0.1, 0.6, 0.1, 0.1, 0.0, 0.1]",0.10790545679845145
"[5, 2, 0, 0, 0, 5]","[0.4167, 0.1667, 0.0, 0.0, 0.0, 0.4167]",6.361827885988224
"[2, 2, 1, 0, 2, 3]","[0.2, 0.2, 0.1, 0.0, 0.2, 0.3]",0.3770523042682463
"[1, 4, 0, 0, 0, 0]","[0.2, 0.8, 0.0, 0.0, 0.0, 0.0]",0.0
"[0, 1, 2, 1, 1, 2]","[0.0, 0.1429, 0.2857, 0.1429, 0.1429, 0.2857]",11.620512399836397
"[4, 2, 0, 1, 0, 2]","[0.4444, 0.2222, 0.0, 0.1111, 0.0, 0.2222]",1.2322770100854603
"[13, 5, 7, 0, 4, 3]","[0.4062, 0.1562, 0.2188, 0.0, 0.125, 0.0938]",2.039189020983538
"[0, 10, 0, 0, 1, 0]","[0.0, 0.9091, 0.0, 0.0, 0.0909, 0.0]",1.6657670848319241
"[1, 4, 3, 0, 0, 0]","[0.125, 0.5, 0.375, 0.0, 0.0, 0.0]",0.693147137707949
"[3, 10, 4, 1, 1, 3]","[0.1364, 0.4545, 0.1818, 0.0455, 0.0455, 0.1364]",0.20510653895942238
"[9, 3, 0, 0, 1, 0]","[0.6923, 0.2308, 0.0, 0.0, 0.0769, 0.0]",0.12393539742757045
"[6, 21, 0, 2, 0, 4]","[0.1818, 0.6364, 0.0, 0.0606, 0.0, 0.1212]",1.701543149436584
"[2, 4, 2, 1, 4, 0]","[0.1538, 0.3077, 0.1538, 0.0769, 0.3077, 0.0]",1.7512076935648846
"[5, 2, 2, 0, 7, 2]","[0.2778, 0.1111, 0.1111, 0.0, 0.3889, 0.1111]",1.2594931078439393
"[3, 1, 3, 1, 5, 1]","[0.2143, 0.0714, 0.2143, 0.0714, 0.3571, 0.0714]",0.8051182501000134
"[0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",20.723265713606818
"[8, 6, 1, 0, 3, 3]","[0.381, 0.2857, 0.0476, 0.0, 0.1429, 0.1429]",2.7036767594784346
"[1, 7, 3, 4, 6, 0]","[0.0476, 0.3333, 0.1429, 0.1905, 0.2857, 0.0]",0.2909802288157331
"[2, 0, 2, 4, 2, 3]","[0.1538, 0.0, 0.1538, 0.3077, 0.1538, 0.2308]",2.156860313125421
"[2, 15, 3, 5, 4, 13]","[0.0476, 0.3571, 0.0714, 0.119, 0.0952, 0.3095]",1.8841309561933572
"[0, 13, 0, 0, 4, 0]","[0.0, 0.7647, 0.0, 0.0, 0.2353, 0.0]",2.3116632508382744
"[0, 9, 0, 2, 2, 1]","[0.0, 0.6429, 0.0, 0.1429, 0.1429, 0.0714]",2.7914865627159733
"[6, 6, 0, 0, 2, 3]","[0.3529, 0.3529, 0.0, 0.0, 0.1176, 0.1765]",0.235892808409144
"[5, 7, 2, 1, 5, 2]","[0.2273, 0.3182, 0.0909, 0.0455, 0.2273, 0.0909]",0.22726299719573173
"[1, 3, 0, 4, 4, 2]","[0.0714, 0.2143, 0.0, 0.2857, 0.2857, 0.1429]",0.06635241106167283
"[1, 11, 5, 4, 0, 0]","[0.0476, 0.5238, 0.2381, 0.1905, 0.0, 0.0]",0.13229278525046786
