lyric,Emotion
오늘은 내 곁에 있어줘 때론 네게 화를 내며 다신 안 볼듯해도 진심이 아니란 걸 너가 제일 잘 알면서 너와 멀어지는 건 내겐 악몽이야 Girl,5
헤어지기 싫다고 이건 사랑이야 Girl 자꾸 나를 미치게 만드는 걸 이유는 내가 다 설명할게 Baby yeah,1
오늘은 내 곁에 있어줘,1
반짝이는 너를 바라보다 웃어주면,2
나는 두근거려,2
너의 옆에 있는 시간이 내게는 꿈같아,1
맞아 우리 엄청 웃었잖아,1
너도 내가 계속 생각날까,0
웃는 얼굴이 떠오르면 난 그냥 좋은가 봐,1
음 눈을 마주치면 난 하얀 숲을 그리게 돼,1
쓰다듬 듯 해님이 쏟아져 머리를 작게 뉘어보자고,1
자연히 반짝이는 너를 바라보다 웃고 마는 나는 설레어,2
너의 옆에 있는 시간이 내게는 꿈같아,1
혹시나 알고있을까 난 선잠으로 널 바라봤었어,0
지난 밤 우리 나눴던 대화에 시간이 가는줄 몰랐어,1
해가 저물고 그 자릴 메꾼 별들 그 아래 너를 다시 볼 수 있게 밤이 왔으면 좋겠어,0
"""난 까만 세상 you're the bright light""",1
밤이 왔으면 좋겠어 널 껴안고서 더 깊이 파고들래,1
선물을 기다리는 어린아이 처럼 한 숨도 못 잤어,2
알고있을까 내겐 햇빛보다 밤하늘이 더 빛나보이는 걸,1
"""밤이 왔으면 좋겠어 난 까만 세상 you're the bright light""",1
밤이 왔으면 좋겠어 널 껴안고서 더 깊이 파고들래,1
내일은 다를 거니까,0
비가 내려와도 또 맑아질 테니까,1
너는 내 곁에만 있어주면 돼,1
가끔은 그런 생각이 들곤 하겠지,0
그럴 때마다 네게 말해줄게,0
서로 마주하고 웃을 수 있으면,1
내일이 맑지 않아도 너와 함께 한다면,1
그럼 내게도 행복이 온 거야,1
Back in the days 밤새 주고받았던 사랑의 말들이,0
이제는 한없이 부족한 걸,0
때론 농담 섞어서 장난도 쳐,1
하룰 보내도 벌써 보고 싶어 네게 전활 걸어,0
그래도 우린 함께 오래 있을 거니까,0
내 맘은 이런데 넌 어떤 맘인지,0
서로 마주하고 웃을 수 있으면,1
내일이 맑지 않아도 너와 함께 한다면,1
그럼 내게도 행복이 온 거야,1
언제나 내가 있을게 너의 옆에서,1
누구보다 널 위하는 나를 넌 알고 있어줘,1
서로 마주하고 웃을 수 있으면,1
내일이 맑지 않아도 너와 함께 한다면,1
그럼 내게도 행복이 온 거야,1
"""아침에 눈을 떴을 때 짧지만 입을 맞출 때""",1
"""내 모든 게 온전할 때 You\'re the only one for me the destine""",1
"""I never forget about lovin it I believe and I can fly""",1
"""우린 하늘을 날고 있잖아 같은 기분을 공유할 때""",1
"""마주 보며 밥 먹을 때 서로를 위한 선물을 준비할 때""",1
"""I believe and I can fly 우린 하늘을 날고 있잖아""",1
"""우릴 데려갈 봄바람에 코끝을 맡길래 네 어깨 여기 있잖아""",0
"""다른 곳엔 기대지 말자 yeah Ayy 넌 날 빛내줘""",1
"""넌 항상 그 자리에 계속 날 비춰줘 난 매번 네 옆자리에""",1
"""난 매번 네 옆구리에 널 꼼짝 못 하게 해 풀로 붙혀달라구""",3
"""어디 가지 말라구 만 불러대 yeah 어디 가서 네 자랑 원 없이 하는 거 잘 알잖아""",3
"""내 가족 내 친구 모두 우릴 너무 잘 알잖아 You know about me baby""",1
"""다시 네 눈에 띄기 위해 네 자랑거리가 되기 위해""",1
"""지금 이렇게 널 그려내잖아 You know about me baby""",1
"""다시 내 눈에 띄기 위해 어쩌면 난 다시 태어났나봐""",1
"""우린 하늘을 날고 있잖아 같은 기분을 공유할 때""",1
"""마주 보며 밥 먹을 때 서로를 위한 선물을 준비할 때""",1
"""I believe and I can fly 우린 하늘을 날고 있잖아""",1
"""우릴 데려갈 봄바람에 코끝을 맡길래 네 어깨 여기 있잖아""",0
"""다른 곳엔 기대지 말자 yeah I believe and I can fly 우린 하늘을 날고 있잖아""",0
"""I believe and I can fly 우린 하늘을 날고 있잖아""",0
많이 기다렸잖아,0
그냥 안아주면 돼,1
이제 그만 울어,0
네가 좋아하는 Bread 실컷 먹으러 가자,1
다시 사랑할 수 있어서,1
내가 너를 볼 수 있어서,1
그냥 다시 돌아와 줘서 고마워,0
Just stay with me like this babe,1
너 없이 많이 힘들었어,4
같이 저녁 하늘 보면서 말 못한 감정 추스려,0
혹여 날 다시 떠난 대도 난 기다릴 수 있어,0
Oh my luv,1
보여 줄게 많아 빨리 와서 앉아 봐,1
밤 하늘에 별빛이 우릴 반겨 줄 거야,1
서로에게 익숙해질수록 더 소중하게,1
조금씩 잘해주자,1
다신 아프지 않게,0
다시 사랑할 수 있어서,1
내가 너를 볼 수 있어서,1
그냥 다시 돌아와 줘서 고마워,0
Just stay with me like this babe,1
너 없이 많이 힘들었어,4
같이 저녁 하늘 보면서 말 못한 감정 추스려,0
혹여 날 다시 떠난 대도 난 기다릴 수 있어,0
난 기다릴 수 있어,0
"""Oh my luv'""",1
난 자꾸 눈이 가 손이 가,2
난 니가 니 발로 왔음 좋겠어,1
난 불도 키고 앞문도 열어 놓고,1
내 음악을 크게 틀고서,1
너가 오기를 기다려,1
넌 나한테 돈이야,3
너 없인 살 수가 없는게 함정이야,0
너 없인 멀리 나갈 수가 없는거야,4
Ah Babe 멀린 못가니까,2
가까이 있을게,1
멀린 안갈게 Babe,1
가까이 있을게 Lady,1
어지간하면 Baby,1
집에 있을게 Lady,1
먹고 싶은거 입고 싶은거 취향 별로 사갈게,1
거실 불도 좀 키고 앞문도 열어놓고,1
내 음악을 크게 틀고선 니가 오기를 기다려,1
내가 도착하면 경적 두 번 울릴게,1
My Baby My Lady,1
How fascinating Your violet eyes too,1
어디든 난 상관이 없어 뭘 하든 너랑 있으면 펼쳐질텐데,1
우리가 있는 여기야 Paradise,1
Love is shine 너를 바라볼 때 펼쳐진 Fairy tale,1
잠든 구름들과 우리 둘 스며든 우리의 지금과 모든 걸 담아 둔 Our x-frame,0
푸른 새벽 널 감싸 안으며 잠도 잊은 채 풀어냈던 마음 위를 딛고 서 있는 이 순간마저도,1
Love is shine 너를 바라볼 때 펼쳐진 Fairy tale,1
잠든 구름들과 How romance 우린 바라볼 때 닮아 있는 듯해 꿈만 같아 The scene,2
잠든 널 옆에 두고 너와의 다른 장면을 또 그려봐,0
Love is shine 우리의 순간은 떠 있는 듯해 In the air Feel like no gravity,1
눈을 맞추고 따뜻한 커피를 내려주고는 얼어버린 맘을 녹여줄 수 있게 너를 꼭 안아줄게,1
있잖아 매일 밤마다 네 생각 밖에 안 나 연애 초라 그런가 봐,0
가장 설레는 이 시간 아무 걱정 하지 마,2
시간이 흘러도 난 네 편,1
언제 내 맘에 들어와 깊숙이 자리 잡은 너 못 빠져나가,1
너 내 허락 없이는 언젠가 우리 다투게 돼도 이것만 기억해 줄래,3
눈을 맞추고 서로가 서로의 손잡아 주며 낮은 목소리와 예쁜 말투로 상처 주지 않게 노력을 하고,1
구름이 걷히면 고맙다는 인사를 하고 얼어버린 맘을 녹여줄 수 있게 너를 꼭 안아 줄게,1
너와 나의 일상조차 영화로 만들어도 돼,1
계절이 지나 거친 파도가 와 언젠가 우리 다투게 돼도 이것만 기억해 줄래,3
눈을 맞추고 서로가 서로의 손잡아 주며 낮은 목소리와 예쁜 말투로 상처 주지 않게 노력을 하고,1
구름이 걷히면 고맙다는 인사를 하고 얼어버린 맘을 녹여 줄 수 있게 너를 꼭 안아 줄게,1
달려 818,2
"""We're on the go runway""",1
"""Baby let's ride""",1
No like that shxt in my suitcase,3
챙긴건 cigarette and Money in my bag,1
I know that you like it,1
"""Purple sky that's your colour""",1
Like a drank we make a toast,1
Living for love,1
Dying for thrills,2
My sin city angel,1
"""We're on the way to go ride""",2
"""Drive PCH so beamin' right""",1
뒤로 미뤄 모든걸 갇혀 있기는 싫어,4
I deserve it yeah,1
Got my key on,1
Two seater two seater,1
Pedal to the metal,1
"""Roof missin' roof missin'""",1
You gon get yours,1
Imma get mine,1
For real good times,1
We gon make nothing to something,1
이제는 네 손을 잡고,1
Dive into the ocean,1
Or wherever you want,1
한가로운 시간 속에 너와 함께 여행을 해,1
따사로운 햇살 들이 우릴 비쳐줘,1
모래 위에 우리의 이름을 새겨 넣네,1
서로의 맘을 가득히 담은 해 가지는 시간에 영원을 약속해,1
너와 하루 종일 이런저런 얘길 하고 얘기 중에 너에 사랑 담긴 눈빛을 느끼네,1
종이 위에 우리의 이야기를 담아내,1
오늘의 하룰 우리 추억을 달빛이 고갤 숙일 때 서로를 꿈꾸네,1
"""내 맘이 뭔지 묻던 너 너의 눈이 말해 이미""",1
"""You wanna be with me tonight yeah""",1
"""난 그냥 어떻게 할지 몰라 어떡해""",3
"""I\'m sorry to myself""",5
"""이젠 사랑도 필요 없는데""",0
"""Oh everytime You want me a lot yeah""",1
"""음 싫은데 고민돼 네 맘은 Yes""",3
"""Everytime you say yeah""",1
"""Even if i don\'t want you Your love to me is colorful""",1
"""매일 밀어낼게 내일도 넌 내게""",0
"""You say you love me all the time""",1
"""넌 그냥 부족해 뭘 하든 다 부족해""",3
"""But everytime You want me a lot 조금씩 나도 널 Yeah 니 맘은 Yes""",1
"""Even if i don\'t want you Your love to me is colorful""",1
"""니 맘은 Yes Everytime you say yeah""",1
"""Even if i don\'t want you Your love to me is colorful""",1
"""매일 밀어낼게 내일도 넌 내게""",0
"""Even if I don\'t want you Your love to me is colorful""",1
"""니 맘은 Yes Everytime you say yeah""",1
"""Even if i don\'t want you Your love to me is colorful""",1
"""나는 모든 것을 다 잃었어""",5
"""내가 사랑했던 것 마저도 이제 잿빛으로 변해서 너는 떠나가야만 했었어""",5
"""너의 뜻이 아니었더라도 노력해봤지만 그 모든 건 그저 피운 연꽃이었단 걸""",5
"""Babe I am not ok""",5
"""알다시피 그렇게 버리지를 못해 주워담지 못해""",0
"""내가 대체 어느 걸 택해 운명이더라도 내게 내린 벌이더라도""",3
"""아직 놓지 못했어 한 번만 널 보고싶어""",0
"""I don\'t wanna fallin down Somebody help me out""",3
"""난 말야 어둠 속으로 빨려들어만 가""",3
"""너를 잃어버렸던 그 밤 I can\'t smile again""",5
"""여전히 난 꽃을 꺾지 못해""",0
"""Somebody help me out""",3
"""찬란했던 그 햇볕 밤 아래 별도 다 흐릿해져 사라져버렸어""",5
"""모두 나를 떠나가야만 했고 불에 젖은 널 포기할 수 없던 나는 양손의 그 상처에 주저 앉아 탓해""",5
"""물가의 꽃들에게 Babe I am not ok""",5
"""알다시피 그렇게 버리지를 못해 주워담지 못해""",0
"""내가 대체 어느 걸 택해 운명이더라도 내게 내린 벌이더라도""",3
"""아직 놓지 못했어 한 번만 널 보고싶어""",0
"""I don\'t wanna fallin down Somebody help me out""",3
"""난 말야 어둠 속으로 빨려들어만 가""",3
"""너를 잃어버렸던 그 밤 I can\'t smile again""",5
"""여전히 난 꽃을 꺾지 못해""",0
"""I don\'t wanna fallin down Somebody help me out""",3
사라지지 마,4
지워지지 마,4
기억 속에 남길 떠나가지 마,0
도망치지 마,3
기억 속에 남길 떠나갈 거라면 어째서 내게 사랑을 가르쳐,1
어째서 소중한 거라면 어째서 날 두고 사라져,5
한 번씩은 들렸던 노래가 사라졌어,5
너는 왜 변해버린 건지,5
지나면 옷이 해질 듯이 묻지도 않던 날들이 널 떠나고,0
내 머리엔 시간이 지나간다면 다시 돌아올 거라 믿었던 지난날을 후회해,0
넌 내 곁에서 사라지지 마,4
지워지지 마,4
기억 속에 남길 떠나가지 마,0
도망치지 마,3
기억 속에 남길 떠나갈 거라면 어째서 내게 사랑을 가르쳐,1
어째서 소중한 거라면 어째서 날 두고 사라져,5
난 서서히 우리가 보이지 않던 희미해진 그날부터,5
내가 원한 건 이게 아닌데,5
차가운 말들로 우릴 아프게 하고,3
끝이 나서야 널 깨닫게 되는 걸,5
힘들었던 지난 추억에 잠겨 있어,5
이젠 감사해,1
가끔 두렵기도 해,3
너를 잃었던 실수 다시 할까 봐 불안해,3
매일 내게 기회를 줘,1
사라지지 마,4
지워지지 마,4
기억 속에 남길 떠나가지 마,0
도망치지 마,3
기억 속에 남길 떠나갈 거라면 어째서 내게 사랑을 가르쳐,1
어째서 소중한 거라면 어째서 날 두고 사라져,5
Comeback to me,0
넌 늘 무너질 때 쯤 생각나,0
너의 그런 말투에도 난 너를 미워 할 수 없어,3
나 Comeback to me,0
너를 떠나지 못할 것 같아,4
잊으려고 해도 너 아님 난 어디 기댈 곳이 없어,4
나 함께 했던 기억들도 지난 나의 행동들도 잊혀지길 지워지길 바래,0
나는 늘 매일 밤 꿈에 네가 나와,0
이것마저 나의 벌 일까,3
내가 느낀 모든 아픔 다 알아,5
내 탓이란 것도 이젠 남이 되 버린 너와,5
아직 그대로 남은 나만 내게 또 매달려도 이젠 의미없어,4
다 Make me feel alright,1
지금 난 이젠 널 지워 다 지쳐,5
나 다시 눈을 감아도 지워지지가 않아,5
Comeback to me,0
넌 늘 무너질 때 쯤 생각나,0
너의 그런 말투에도 난 너를 미워 할 수 없어,3
나 Comeback to me,0
너를 떠나지 못할 것 같아,4
잊으려고 해도 너 아님 난 어디 기댈 곳이 없어,4
나 넌 어떨까 지금 내가 없는 지금 너는 괜찮은 것 같애,1
아니 행복한것 같애,1
넌 아직 꿈에서 나와,2
이런 내 맘은 모르겠지만 다시 기억에 남아 지워지지가 않아,0
왜 난 아직도 그때 기억들로 힘든데,5
지난 날을 후회를 해봐도 넌 돌아오지 않아,5
이미 넌 떠나 Comeback to me,0
넌 늘 무너질 때 쯤 생각나,0
너의 그런 말투에도 난 너를 미워 할 수 없어,3
나 Comeback to me,0
너를 떠나지 못할 것 같아,4
잊으려고 해도 너 아님 난 어디 기댈 곳이 없어,4
Comeback to me,0
넌 늘 무너질 때 쯤 생각나,0
너의 그런 말투에도 난 너를 미워 할 수 없어,3
나 Comeback to me,0
너를 떠나지 못할 것 같아,4
잊으려고 해도 너 아님 난 어디 기댈 곳이 없어,4
맞아 잠을 설친 건 너 때문이야,3
짜증 나 내 맘 몰라주는 네가 미워,3
자꾸 잘해주는 네가 정말 싫지만,3
네가 좋아,1
밤새 우리 둘 주고받는 말들,1
너도 날 생각하고 있을까,0
하루종일 두근대다 잠든 날이 대체 몇 밤짼지,2
우리 아직도 한심하게 딱 봐도 좋아하는데,1
I HATE YOU,3
BUT I LOVE YOU,3
맞아 잠을 설친 건 너 때문이야,3
짜증 나 내 맘 몰라주는 네가 미워,3
자꾸 잘해주는 네가 정말 싫지만,1
네가 좋아,2
그 밤 굳이 날 데려다줘선 헷갈리게 하곤 뒤돌아서니,2
난 점점 네가 좋아진단 말이야,3
I HATE YOU,3
BUT I LOVE YOU,3
맞아 잠을 설친 건 너 때문이야,3
짜증 나 내 맘 몰라주는 네가 미워,1
자꾸 잘해주는 네가 정말 싫지만,2
네가 좋아,5
밤이면 자꾸 생각나선 내 맘을 설레게 해,1
여전히 잠 못 드는 밤이지만,0
이제는 너에게 말하고 싶어,3
잠을 설친 건 너 때문이라고,3
맞아 잠을 설친 건 너 때문이야,3
짜증 나 내 맘 몰라주는 네가 미워,1
Day light,1
잊었던 기억들,0
네게 이렇게 손을 흔들 때,2
처음 느껴보는 이런 떨림들,2
너의 하루를 묻고 싶어,1
널 담은 하늘과,1
Stars shine,1
어두운 밤에도 너는 언제나 빛나고 있어,1
그 언젠가 지나쳤던 시간 속에 니가 있었을까,0
너의 웃음 너의 슬픔,1
나를 움직여,2
때론 그렇게 지치고,3
가끔 저 멀리 어딘가 숨어 버리려 해도,4
너의 하루를 묻고 싶어,1
이런 내 맘을 전해주고 싶어,1
너의 세상을 알고 싶어,1
I just wanna be your lover,1
baby,0
너와 나 사이에 미묘한 이 느낌,1
I just wanna be your lover,0
baby,1
I Just wanna be with you,1
너도 맞는 거 같은데,2
월화수목금토일 항상 네가 있잖아,1
너도 내 맘과 같다면 너무 망설이지 마,1
너와 나 사이에 미묘한 이 느낌,0
baby,1
지금 이 느낌이 모두 사라지기 전에 바로 내게로 와,0
너와 나 사이에 미묘한 이 느낌,1
I just wanna be your lover,3
baby,2
지금 이 느낌이 모두 사라지기 전에 바로 내게로 와,1
무리는 하기 싫지만 네가 옆에 있을 땐 그게 쉽지가 않아,1
Are you gonna be my girl,0
너와 나 사이에 미묘한 이 느낌,1
I just wanna be your lover,0
baby,5
지금 이 느낌이 모두 사라지기 전에 바로 내게로 와,0
너와 나 사이에 미묘한 이 느낌,3
I just wanna be your lover,0
지금 이 느낌이 모두 사라지기 전에 바로 내게로 와,1
요즘 난 부족해,0
네가 보낸 하루 네가 하는 생각 이상해,1
내 맘이 자꾸 널 궁금해하네,0
길거리를 걷다 보면 사랑 노래만 흘러나와,1
나는 왜 저런 게 낯설까,4
난 한국말까지 서툴러 번역기도 전혀 도움 안 돼,3
"""You're on my mind""",0
"""You're on my mind Baby""",1
정말 생각 안 나 Body language로 자신 있어 보여줄게 girl just give me some your time,2
너를 보면 손에 땀 나 긴장 풀게 한 번 웃어줘,2
Let me take u on a magic carpet ride,1
손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘,1
오늘 밤 가나다라마바사,1
손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘,1
오늘 밤 가나다라마바사,1
너무 완벽하지 않아도 걱정 마 네 맘을 조금 알 것 같아,1
네게 좀 더 다가서 볼까 고민해,1
매일 밤 길거리를 걷다 보면 계속 계속 네 생각이 나,0
이런 내 모습이 왜 낯설까 번역기 위에서 헤매는 네 손가락까지 자꾸만 생각이 나는 걸,4
But 생각 안 나면 그냥 웃어줘,1
모든 것을 알려줄게 오늘 밤,1
내가 나쁜 남자처럼 보여도 너를 볼 때면 맘이 여려져,1
"""I wouldn't mind if I died in your arms""",1
손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘,1
오늘 밤 가나다라마바사,1
손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘,1
오늘 밤 가나다라마바사,1
손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘,1
오늘 밤 가나다라마바사,1
손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘,1
오늘 밤 가나다라마바사,1
너를 생각할 때면 참 기분 좋은 여름,1
그날 밤 추억이 떠올라,0
우리 함께 있으면 설레이는 마음이 피어나,1
널 좋아해,1
더디게 찾아오는 밤,0
나를 간지럽게 하는 바람이 불면,2
너 몰래 뜨거워진 내 맘 온도를 낮춰,1
짙게 물든 널 향한 설렘,1
난 별빛마저 푸르른 여름처럼 다가온 사랑,1
내 손을 잡아줘,1
저물지 않는 밤 하늘,4
나를 잠 못 들게 하는 너의 기억에,5
가만히 눈을 감으면 내 안에 일렁이는 바다,0
너에게 잠겨 깊게 번진 널 향한 떨림,1
그 손을 잡으면 두렵지 않아,1
난 별빛 따라 이 길을 걸을 때면,1
어느새 나는 널 향해 한걸음,1
너를 생각할 때면 참 기분 좋은 여름,1
그날 밤 추억이 떠올라,0
우리 함께 있으면 설레이는 마음이 피어나,1
널 좋아해,1
너를 보고 있으면 참 따스한 그 눈빛,1
네 손길 마음이 전해져,1
나의 곁에 있어줘,1
언제든지 모든 계절 속에 널 좋아해,1
이젠 나와 같은 마음이길 바랄게,1
좋아한다니까 잠깐 나와줄래 한 10분만,1
지금 들고 갈게 네가 좋아하는 꽃 양손 가득에 ROSE,1
좋아한다니까 손잡을래 진심이야,1
믿어줘도 돼 놓을 순 없어 널 사랑할래,1
365일 종일 다 하나뿐인 가사 너를 위한 멜로디,0
니가 들어줄까 나는 밤을 새웠지,0
이젠 너로 정리하는 내 하루의 마지막,0
허전했던 어깨엔 손 올려 사진 찍어,0
지금 보니 넌 실물이 예쁘다,1
수많은 계절을 보내고서 너와 단둘이 보고 싶은 별,0
그 언제까지 계속 말해줄게 매일 백 번 천 번이고 이뤄진다면,0
네가 날 보며 환히 웃어줄 때마다 떨려 하는 나를 너는 아는지,2
니가 필요해 내 곁에서 있어줄래,1
절대 널 두고 돌아서지 않을테니까 계속 네 편일테니까,1
조금 더 네게 특별하고 싶어,1
네가 아니면 안 될 거같아서 그래 너도 나랑 같으면 잠깐 걸을래,1
잠깐 나와줄래 한 10분만 지금 들고 갈게 네가 좋아하는 꽃 양손 가득에 ROSE 좋아한다니까 손잡을래 진심이야 믿어줘도 돼 놓을 순 없어 널 사랑할래 365일 종일 다,1
난 니 생각에 잠 못 이뤘다고 하면 너의 단잠을 깨울까 봐 쿨쿨 잤어,0
꿈이 아니어서 다행이야,1
오늘도 좋은 하루가 될 것만 같아,1
저녁이 오기 전에 낮의 어디쯤에서 눈이 부시게 햇살 같은 너를 보게 된다면 좋은 사람이 될 것만 같아,1
슬픔이 찾아와도 괜찮다 말할 수 있는 그런 사람이고 싶어,0
그렇게 너를 닮아가,1
난 니 생각해 기분 좋은 꿈을 꾸고,1
난 아침엔 니 생각이 나,0
꿈이 아니어서 다행이야,1
오늘도 좋은 하루가 될 것만 같아,1
저녁이 오기 전에 낮의 어디쯤에서 눈이 부시게 햇살 같은 너를 보게 된다면 좋은 사람이 될 것만 같아,1
슬픔이 찾아와도 괜찮다 말할 수 있는 그런 사람이고 싶어,0
그렇게 너를 닮아가,1
좋은 하루가 될 것만 같아,1
저녁이 오기 전에 낮의 어디쯤에서 눈이 부시게 햇살 같은 너를 보게 된다면 좋은 사람이 될 것만 같아,1
슬픔이 찾아와도 괜찮다 말할 수 있는 그런 사람이고 싶어,0
그렇게 너를 닮아가,1
좋은 하루가 될 것만 같아,1
저녁이 오기 전에 낮의 어디쯤에서 눈이 부시게 햇살 같은 너를 보게 된다면 좋은 사람이 될 것만 같아,1
슬픔이 찾아와도 괜찮다 말할 수 있는 그런 사람이고 싶어,0
그렇게 너를 닮아가,1
너와 나누고픈 이야기가 마르지가 않는 걸,0
질리지가 않는 걸,0
밤엔 사랑을 해야 해,1
깊어지는 다크서클만큼 깊어지는 우리,5
못 끊어 우리 통화를 못 끊어,0
너란 사람을 못 끊어,0
너를 끊는 법을 내게 알려줘,0
끝없이 이어지는 대화가 종일 웃게 하잖아,1
밤엔 사랑을 해야 해,1
하루를 다 망쳐도 네 목소리에 난 그냥 바보가 돼,1
못 끊어 우리 통화를 못 끊어,0
너란 사람을 못 끊어,0
너를 끊는 법을 내게 알려줘,0
못 끊어 우리 통화를 못 끊어,0
너란 사람을 못 끊어,0
너를 끊는 법을 내게 알려줘,0
못 끊어 너를 끊는 법을 내게 알려줘,0
못 끊어 너를 끊는 법을 내게 알려줘,0
날 좋아하던 그때 수줍게 꽃을 건네던 너에게 웃으며 손을 내밀었지,1
시간 지나 my birthday 우린 몰래 run away,4
온통 둘뿐인 밤거릴 걷다가 너와 눈이 마주친 그날,2
Oh babe 너의 눈동자에 cheers,1
달빛에 비춰진 우리의 흩어진 잔상,1
너의 이야기에 취해 밤하늘의 별이 쏟아질 것만 같은 기분,1
Thought that it was romance,1
날 바래다준 그때 수줍게 인사를 건네던 너에게 살며시 입을 맞추었지,1
우리가 새긴 별자릴 찾다가 너와 눈이 마주친 그날,2
Oh babe 너의 눈동자에 cheers,1
달빛에 비춰진 우리의 흩어진 잔상,1
너의 이야기에 취해 밤하늘의 별이 쏟아질 것만 같은 기분,1
그래 니가 내 옆에 있는 꿈,1
yeah I got you boy,1
Oh babe 너의 눈동자에 cheers,1
붉게 물들어진 우리의 오래된 잔상,1
너의 이야기에 취해 온 세상의 별이 쏟아질 것만 같은 기분,1
귀여워,2
귀여워 웃을때 귀여워,1
너무 귀여운 나만의 연인,1
그대 멋있어,1
멋있어 너무 멋있어서,1
가슴이 콩딱콩딱 뛰는걸 어떡해,2
두려워 두려워,3
너의 그 두눈빛 빠져 버릴거 같아,2
요즘 수영배워 섹시해 섹시해,1
너의 그 쇄골뼈 키스해 주고 싶은 마음,1
이만큼 둘만의 기념일,1
둘만의 냉장고,1
둘만의 사진들,1
둘만의 비밀거리,1
둘만의 속삭임,1
둘만의 와인잔,1
둘만의 커플룩,1
둘만의 추억 얘기,1
이런저런 시시콜콜,1
반짝반짝 길들여진 이래저래,1
알퐁달퐁 서방서방,1
익숙해진 우릴 맞이했던 해변가에,1
옛 유행노랠 흥얼거려,1
우릴 축하했던 바람소리가 우릴 고조시켜,1
긴장돼 긴장돼,3
너의 그 머슬들 거을린 구릿피부 품에 안겨,1
샤방해 샤방해,1
너의 그 목소리 컬러링으로 담고 싶은 이맘,1
둘만의 기념일,1
둘만의 냉장고,1
둘만의 사진들,1
둘만의 비밀거리,1
둘만의 속삭임,1
둘만의 와인잔,1
둘만의 커플룩,1
둘만의 추억 얘기,1
이런저런 시시콜콜,1
반짝반짝 길들여진 이래저래,1
알퐁달퐁 서방서방,1
익숙해진 우릴 맞이했던 해변가에,1
옛 유행개그를 따라하며 우릴 축하했던 바닷소리가 우릴 고조시켜,1
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
