diary,emotion
한바탕 쇼핑하고 구경하고 점심먹고 이제 다들 공항으로 갈시간이라 지하철타고 다같이 이동하는데 후쿠오카는 도시가 작아서 그런지 금방금방 도착하는게 너무 좋은거같다 암튼 다같이 뱅기타고 한국와서 헤어지는데 발걸음이 떨어지지않고 너무 힘들었던 기억이 ㅜ,0
"사실 외할머니와 그렇게 친밀한 관계는 아니었다. 아주 가끔 외할머니로부터 전화가 걸려오면 엄마에게 전화기를  바꿔주기 전까지 간단히 대화하는 정도. 그리고 명절 때 얼굴도장 찍으러 가는 정도. 치매에 걸리신 뒤로는 내 이름도 잘 기억 못하셨고, 아마 돌아가시기 직전에는 내 존재조차 모르셨을거다.",0
"그래도 나쁘지 않았다. 소중히 하려고 노력했다. 커다랗게 울리는 음악 소리, 작은 효과음, 화면 가득 차는 배우들의 얼굴, 내가 좋아했던 것들, 미처 내가 놓쳤을 것들.",0
그립다가도 보지않는게 나을꺼란 생각에 결국 돌아선다,0
예전의 나는 자유형 숨쉬는것도 제대로 못 해서 25m도 못가고 헥헥댔는데,0
꿈을 위해 나는 또 한 걸음 다가간다. 한치 앞을 모른채로 눈을 질끈 감고 나아간다. 언젠가는 그 꿈을 이루겠지 다짐하며.,0
"도서관에서 공부는 안하고 닌텐도 쿠킹마마 게임을 하고, 일기를 쓰고 휴대폰 피아노 앱으로 연주하고... 참 재미나게도 놀았다.",0
"연말, 여기저기 하얀 눈이 흩날리고 달콤한 캐롤이 거리를 채우는 요즘이다. 다들 외롭다고 난리던데, 그는 어떨까. 내 생각은 잠깐이라도 했을까.",0
"나는 오늘도  출근하여 어김없이 경비 업무에 충실하고 있는 중이다. 오늘은 날씨가 봄날씨같다. 겨울이 온줄도 모르고  올해는  눈도 많이 쓸지 않고 지나간것 같다. 어찌보면 눈이오는 것 이 참 좋았던 시절이 있었는데 말이다. 손주들과 같이 포대에 지푸라기를 넣어 눈썰매를 태워주는 게 낙이었는디... 오늘따라 우리이쁜 손주들도 보고싶구나. 나의 장손은 이제 3학년이 올라가는데 지금은 코로나 바이러스때문에 학교도 못가고 있다고 그런다. 이시기가 빨리 지나가야 할텐데 걱정이고 우리 아가들이 하루속히 친구들과 학교에서 놀고 수화기 너머로  ""할아버지 ., 학교 에서요  지렁이 가지고 왔어요""라고 재잘 거리는 때를  보고 싶다. 눈이 오면 나는 눈을  치우느라 바쁜데 이제 진짜 경칩도 지나고 봄이 다 왔나보다 . 우리 3남매와 나의 사랑하는 마누라",0
요즘따라 세월이 야속하다는 말을 자주한다. 예전엔 안 이랬는데 거리며 꼰대 소리가 저절로 나온다.,0
"나는 담배도 피우고 가끔 술도 마십니다. 나이도 육십줄이 넘었는데, 앞으로 얼마나 더 살지 모르나 더이상의 후회는 없었으면 합니다. 딸과 대화를 하고 싶습니다. 밖에서 식사하면 나와 딸은 아무런 대화도 없이 식사합니다. 마치 생면 모르는 사람과 식사하는 것처럼 조용하기만 합니다. 대화는 사람과 사람간의 유대입니다. 이십년도 더 같이 산 사람끼리, 가족끼리, 친구끼리 대화 한마디 나누지 못한다면 그 누가 믿겠습니까. 나와 내 딸 사이가 그러합니다.",0
어디에 있을지 모를 엄마의 심장에 전달 되었으면 좋으련만,0
내가 이렇게 오랜만에 너한테 편지를 쓰게 되다니 어차피 보지 못할텐데말이야...음 이렇게 쓰니까 마치 네가 꼭 어디론가 훌쩍 떠나버린 느낌이 드는데 사실 내가 너한테 전하지 못한 편지가 참 많아. 네가 생각날 때마다 써놨는데 그만 어디로 갔는지 다 사라져버리고 그 편지를 잃은 슬픔과 허탈함에 나를 원망하고 몇번을 후회했는지 몰라...그래서 이번에는 이렇게 잃어버리지 말자고 편지를 써.,0
"기말 보고서는 핑계인거지. 할머니네 가고 싶어서, 할아버지 얼굴 한번이라도 더 보려고.",0
울코코 잉크님께 많이 많이 사랑 받고 이쁜 꼬까옷 선물도 많이 받으면서 행복하게 살았으면 좋겠다. 잘 살아야 돼 코코얌~~,0
"과거에 내가 다른 선택을 했더라면, 현재는 더 낫지 않았을까? 하는 미련에 대해",0
우울감에 지쳤을 때 잠깐 위로가 되어주었던 하늘. 그리고 하연이.,0
"테일즈런너를 그만둔지 벌써 한 달이 되었다. 테일즈런너는 캐릭터들이 다양한 맵을 달리는 게임으로 내가 초등학교 4학 때 부터 해왔던 게임이다. 게임이 처음으로 출시됐을 때부터 해서 그런지 더욱 아쉬운 마음이 크다. 수정, 패치를 거듭하며 점점 더 발전하는 테일즈런너와 같이 커 온 느낌이 큰 데 갈수록 유저들이 게임하기 어려워지는 것 같다.",0
"그 시절의 영화관에서만 느낄 수 있었던 것은, 의외로 많았다.",0
얼마만큼의 시간이 지나야 되는걸까,0
"테일즈런너를 그만둔지 벌써 한 달이 되었다. 테일즈런너는 캐릭터들이 다양한 맵을 달리는 게임으로 내가 초등학교 4학 때 부터 해왔던 게임이다. 게임이 처음으로 출시됐을 때부터 해서 그런지 더욱 아쉬운 마음이 크다. 수정, 패치를 거듭하며 점점 더 발전하는 테일즈런너와 같이 커 온 느낌이 큰 데 갈수록 유저들이 게임하기 어려워지는 것 같다.",0
큰사고도 한번 있었지만 그래도 우리가족을 열심히 태워준 자동차야 그동안 너무 고마웠고 수고했어!!,0
"어차피 이렇게 될 줄 알았으면 좀 재밌게 살아보는건데 싶은 기분이 든다. 학창시절에 대한 후회가 많다. 다시 그 때로 돌아갈 수 있다면. 그렇게 수행평가에 스트레스받지 않는건데. 지각할까봐 전전긍긍하며 등교하지 않아도 되는 건데. 왜 그런 사소한 것들에 하나하나 스트레스받으며 살았는지. 그래봤자 결국에는 아무 상관없는 이런 삶을 살고 있는데 말이다.  좋아하는 것을 빨리 찾고, 좀 더 일찍 시작했으면 얼마나 좋았을까. 어설프게 어울리지도 않는 길을 가려다가 미끄러져 상처받고 다시 일어설 때까지 허비한 시간을 아낄 수 있었다면 얼마나 좋았을까. 모범적인 학창생활이 아니라 할지라도, 나는 만족할 수 있었을 텐데.",0
그땐 너무 어려서 근육통이라는 것도 몰라서 그렇게 한참 뛰어놀고 나서,0
"시간이 참 빨리 가는 것 같다. 나는 95년생으로 올해 만으로 25살이다. 올해 대학을 졸업했다. 대학 입학했을 때만 하더라도 졸업은 상상도 하지 못했던 일이었다. 그런데 그것이 실제로 일어났다. 이제 나는 기나긴 학생 딱지를 벗어던지고 진짜 진짜로 사회인으로서의 새출발을 해야만 한다. 이것이 극도로 무서워서 나는 한동안 불안 증세에 시달리기까지 했다. (지금이라고 벗어난 것은 아니다.) 최대한 취업을 유예해 보려고 각종 자격증을 따려는 시도 또한 하고 있다. 인간은 왜 이렇게 어리석을까? 그동안 주어진 그 많은 방학동안은 뭐 하고...(사실 열심히 즐겁게 놀았다. 후회하지 않는다) 아무튼 운전면허 필기를 땄고 실기 준비를 하고 있으며 필기를 합격해 둔 컬러리스트는 다시 피눈물을 흘리며 학원에 등록해 실기 준비를 다시 하고 있다. 매 시간 매 때마다 나는 내가 늦지 않았다고, 그래도 차근차근 잘 준비하고 있다고 되뇌이고 있다. 내가 학교 생활을 열심히 했으면 불안해하지 않고 자신있게 사회로 나갈 수 있었을까? 열심히 안 했기 때문에 평생 모를 문제이다...그렇지만 어떻게 6년을 열심히 살어 내 인생의 목표는 대충 굶어죽지 않을 만큼만 벌어 먹으며 살기이고 이것을 나는 나름 잘 하고 있다고 생각하면서...자기 위안을 한다. 살면서 는 것은 정신승리 뿐이 없지만??그래도 대한민국 평균 젊은이의 삶이 다 이렇지 않을지... 대한민국 젊은이 모독이 아니기만을 바란다. 취직 준비를 하면서 자격증을 따러 돌아다니며 느낀 건데, 돈이 정말 중요하다. 돈이 많아야 한다. 새삼스럽지만 정말 그렇다. 나를 보호하던 학생이라는 껍질이 없어진 것이다. 이제 돈이 없어도 아 제가 학생이라서요~ 하는 변명을 할 수가 없어진다. 이제 나는 스스로를 책임지고 나 혼자 벌어서 나 혼자 먹고 살며 나의 미래와 부모님의 미래, 나와 함께 할 사람의 미래를 준비해야 한다. 까마득하다. 솔직히 절망스럽고 해 낼 자신이 없다. 하지만 내가 여태까지 살아오면서...어떻게든 해 냈듯이, 결과가 좋지 않더라도 살아는 갈 것이다. 그러기를 바란다.",0
"내 인생에 많은 신선함과 밝음을 선사해주었지만 그와 동시에 절망, 아픔, 절대 드러낼 수 없었던 현실을 알려준 그와의 관계는 벌써 많이 지워져가는 것 같다. 이따끔씩 생각이 나는 빈도도 훨씬 줄었다. 아무도 모르겠지만 쨋든 그렇게 과거가 되어가는 것 같다. 영원한 것은 없는 이 세상에서 또 어떤 사람이 있을지 모를 일이다. 인간관계의 끝이 있어도 내 인생은 숨멎는 날까지는 끝이 아니니까..",0
여태 여러 아르바이트를 했지만 카페만큼 손님과 소통이 잘 되는 곳은 없던 것 같다. 소통이라기보단 말을 걸기에 더 편하다고 해야 될까. 이곳이 개인카페인 덕도 조금 있을 것이다. 난 익명의 사람들을 만나는 과정을 참 좋아해서 더 잘 맞았던 것 같다. 무엇보다 거리가 적당해서 좋았다. 난 알바생이고 이 사람들은 손님. 이 절대값은 변하지 않을 테니까. 적당한 거리감에서만 나오는 편안함이 있다. 분명 그분들도 그랬기 때문에 나한테 이런저런 선물들을 주신 게 아닐까?,0
"첫사랑은 그런 걸까, 모든 사랑은 그런 걸까.",0
어제 오늘 엄마 아빠와 얘기하면서 내 생각보다 한국이 더 그리울 것 같단 생각이 들었다.,0
지금은 이렇게 힘들지 몰라도 나중에 되면 또 기억에 남을테니 괜찮다.,0
잠깐의 만남이 너무 아쉬워 헤어짐이 싫으나 다음을 기약하며 아쉬움에 밤을 설쳤다 아침일찍 수화기 너머 친구의 음성 차한잔이라도 하고 싶다고 잠깐이라도 들러오고 싶었지만 일정상 시간이 여의치 않아 그냥 발걸음을 돌릴수 밖에 없었다 객지에서 50여년만에 만난 친구를 그냥 보내기 아쉬운 마음에 우리가 머물렀던 숙소앞을 내려갔을때 그마음을 헤아리며 내마음 또한 짠하다,0
"어느날의 꿈이었는데 언제였는지는 기억이 흐릿하다. 그땐 아마 내가 10대 후반이었던 것 같은데 당시 남자친구가 있었다. 꿈이 진행되면서 나는 임신을 하게 되었고 그 사실은 나와 남자친구, 둘만 알고 있었다. 나는 공부에 대한 열망이 굉장해서 공부를 계속 이어가길 원했고 남자친구는 학교 진학을 확실히 앞두고 있었으며 자신은 계속 공부를 할거랬다. 나는 학교를, 꿈을 포기해야 한다는 절망감에 눈물이 흘렀고 막막함과 눈 앞이 캄캄해짐을 느꼈다. 아이를 낳지 않을거라고, 지우고 싶다고 울면서 꿈은 끝났다. 일어나보니 몸은 떨리며 흐느끼고 있었고 꿈에서 깬 뒤  몇시간이 흘러도 마음이 복잡해서 한참을 멍하니 있었던 것 같다. 내가 직접 경험해본 일은 아니지만 너무나도 현실감이 닥쳐왔기에 현실의 학생 미혼모에 대한 생각이 바뀌는 계기가 된 것 같다.",0
오래 살았으면 좋겠다,0
꿈에도 그리운 고향집.........,0
내 인생에 이렇게 좋은 사람들이 나타나고 그 사람들이 만들어낸 무언가가 너무 좋아서 오랫동안 참 행복했다. 정말 힘든 순간에 잠깐 들여다보면 미소가 지어질 수 있는 그런 존재로 남아줘 부디. 그동안 정말 고마웠어. 내가 조금이나마 더 좋은 사람이 될 수 있도록 이끌어줘서. 이건 진심이야. 아니 항상 나는 진심이었어. 무엇보다도 사랑했고 너희에게 많이 의지했던 만큼 좋은 영향도 많이 받았던 한명의 팬이 있었다는 것. 알아줬으면 좋겠다. 행복해라 -한번도 내 말을 너희에게 전한 적은 없었지만 이 마음만은 전해지길 바라며.,0
예전의 나는 자유형 숨쉬는것도 제대로 못 해서 25m도 못가고 헥헥댔는데,0
"나의 20대 시절에는 영화를 쉬이 볼 수 있는 환경이 아니었다. 다들 알겠지만 그 시절에는 먹을 것이 귀해 돈이 생기면 먹을 것부터 챙겼지, 다른 문화생활을 챙길 수 있는 환경이 조성된 때가 아니었다.",0
수많은 청소년 아이들이 이런걸 좀더 빨리 알았더라면 좋았을것을..,0
"벌써 1년이 다 되어간다. 그 날의 날씨는 절대 잊지못한다, 파아란 하늘에 둥실둥실 떠 있던 구름. 마음에 준비는 하고 있었지만 그게 뵙고 온 바로 다음 날이 될 거라는 생각은 절대 못 했다.",0
어른들의 말이 문득 떠오른다...,0
"오늘은 친구가 왔다. 영선이가 와서 마음을 풀었다,새삼 어머니가 보고싶다.",0
"그렇게 나는 영화관에서 일하며 보게 된 영화가 지금까지 몇백편이나 되는지 셀 수 조차 없다. 내가 본 모든 영화에는 그 순간의 기분이 스며있다. 가끔 티비에서 명작이라며 해주는 옛날 영화들을 보면, 직접 보았던 때의 기분이 다시 생각나고는 한다. 그렇게 영화란 나에게 추억을 되살리는 역할이며, 먹고살기 힘들었던 시절의 먹거리가 되기도 하고, 힘든 일이 있을 때 이겨내거나 도망갈 수 있는 존재이기도 하다.",0
오래 살았으면 좋겠다,0
내가 진짜 외톨이가 될때까지?,0
엄마가  평생 이렇게 편지를 많이 써본 적은 처음이다.  훈련소에 있는 너에게 매일 편지를 쓰는 3개월이 의미 있는 시간이었다. 내 평생 너에게 이렇게 많은 시간을 할애해서 이야기를 할  날이 또 올까? 너는 또  언제 내 편지를 이렇게 고맙게 받아보겠니?  우리가 서로에게 이렇게 소중한 사람이라는 걸 떨어져 있어보니 깨닫는 것이 아니겠니?,0
오랜만에 뵈는 아주머니와 메뉴판이 그대로였다. 정겨웠다.,0
앞으로 살아온 날만큼 살날이 남았다고 생각하니 더 소중하게 느껴지는 내하루하루를 위해서,0
"웃기지 나는 네가 그 자리에서 행복하기를 바랐는데, 그건 정말 주제넘은 생각이라는걸 배웠어. 네가 먼저 저버린 거지. 이런 결말은 전혀 상상해본 적이 없었어. 아마도 나는 너라는 인간을 깊게 이해해보려 한 적이 없었기 때문일 거야. 마지막이니 조금 솔직하게 말하자면 네 껍데기와 네 능력치가 좋았어. 그러니까 내가 신경쓰지 않고도 스스로 빛나는 위치에 있던 네가,  빛나는 배경을 등에 업은 네가 좋았어. 이번 기회에 확실하게 배운 건, 인간 ㅇㅇ에 대해선 그다지 구미가 당기지 않는다는 거야. 자그마치 6년을 이제는 관성처럼 어떠한 버릇처럼 너를 좋아했어. 먼 미래에 내가 너를 한때의 추억으로 생각하고, 너는 여전히 저 위에서 빛나고 있을 거라고 생각했는데 그건 아무것도 모르던 나의 거창한 상상이었다는 사실을 똑똑히 배웠어. 너는 앞으로의 인생이 즐겁겠지? 하지만 내 추억은 망가졌어. 너도 앞으로는 조금 덜 즐거웠으면 좋겠어. 이제 매년 네 생일이 되면 기분이 더러워지겠지. 썩 즐거운 기분은 아니네.",0
다음엔 더많이놀고싶었다.,0
마지막으로 여행을 갔던 것은 지금으로부터 5년도 더 전이었던 것 같다.,0
어젠가 그젠가 눈이 왔다. 요즘 날씨가 따뜻해서인지 마당과 지붕에 내린 눈은 아침에 해가 뜨자마자 다 녹아 버렸다. 저기 멀리 산그늘 아래에는 아직도 하얗게 쌓여 있지만.,0
"시간이 많다고 다 할 수 있는게 아니란걸 알고 우선 농협주부대학에 지원해 놓고 자원봉사 신청도  하고 일주일에 한번은  내가 좋아하는 절에 가서 마음을 다스리는  시간을  갖기도 했다.  양산부산대병원에 자원봉사를 하면서 주부대학 수료를하고 민간 자격증도 취득하고 요양보호사 자격증도 취득하고 올해는 동면 주민자치위원회 위원으로 봉사활동을 하면서 하루하루가 꽉 찬 생활이였는데 요즈음 ""사회적 거리""라는  웃지 못할 현실에서  남아있는 시간들을  tv채널과 너무 친해져 있다. 혼자 노인정도 못가고 계신 노모께도 전화로 안부를 여쭐뿐이다. 방문을 극구 반대하시는 모친의 마음이 너무 아프게 느껴진다. 빨리 이 시간들이 지나고 바이러스 없는  세상이 와서 바쁘게 봉사활동도하고 절에도 가고 사람들과 부대끼며 누리던 소소한 일상이 되기를 바래본다.",0
"모르겠다. 지금 이건 가을 날씨 탓인지, 며칠 전 전해진 그녀의 안타까운 부고 탓인지, 오랫동안 가끔 생각만 하던 것이 수면부족인 오늘, 아침부터 들은 싫은 한 마디에 터져버린 건지.",0
라임이가 우리집으로 처음 오게된 날은 더운 여름이었다.,0
"예전에는 집에서 무엇인가 즐기는 것을 좋아했다. 티비를 보는 것 부터 시작해서 책을 보는 것도, 커피를 마시는 것도, 맛있는 것을 먹는 것도 집에서 즐기는 것이 좋았다. 일을 하러 갈 때나 일 년에 한두번 해외로 여행을 갈 때만 밖으로 나갔다. 아니면 미용실이나 마트 등 꼭 필요할 때만 나갔다. 보통 티비나 책에서 세상의 많은 이야기를 다 해주었다. 올해부터는 안보다 밖에서 즐기는 것을 택하려고 노력하고 있다. 최근에는 집근처에 새로 생겼다는 노들섬의 노들서가에도 들렀다. 내가 보지 못했던 책들, 내가 관심이 없었던 분야의 책들도 많이 접하게 되었다. 새로운 경험을 하고 리플래시가 되는 느낌을 얻을 수 있었다. 그리고 카페에 가서 가족들과 즐거운 대화도 나누었다. 카페에는 어느덧 커피 말고도 다른 메뉴들이 많이 생겼다. 배를 뒤집어 놓은 테이블도 있었고, 자전거를 천장 위에 달아 놓기도 했다. 자신만의 개성이 강한 세상이 되었다. 집 밖으로 나서니 새로운 많은 세상이 나를 기다리고 있었다. 내가 알지 못했던 많은 세상을 느낄 수 있었다. 여행도 많이 다니고 싶다. 고향이 아닌 지방으로 많이 가보지 않았다. 제주도를 몇번 가봤을 뿐. 제주도도 어떻게 변했을까 궁금하다. 요즘 유명하다는 순천의 정원도 가보고 싶고, 순천만도 가보고 싶다. 예전에 가보았던 경주 불국사, 속초의 바닷가, 대전의 성심당 빵집도 가볼 예정이다. 세상에 재미있는 곳들이 많다는 것을 문을 여니 많이 보인다. 해외에도 가고 싶다. 티비에서 소개해주는 많은 곳들, 맛있어보이는 음식이 많은 일본부터 시작해서 요즘 유행하고 있다는 대만, 태국과 타이완 같은 동남아시아 특유의 느낌도 느껴보고 싶다. 기회가 된다면 유럽의 예술들, 루브르 박물관이나 바티칸 박물관, 오르세 미술관 같은 곳들에서 예술의 위대함도 함께 느껴보고 싶다. 내가 알고 배우고 느꼈던 한국, 동양의 것들과 대비해서 서양의 것들은 어떤 느낌일지, 내게 어떻게 나가올지 궁금하고 설레다. 올해부터 변화하는 나의 모습을 기대하고 있다. 조금 더 많은 것을 즐기고, 느끼고, 경험할 수 있는 내가 되고 싶다.",0
공책에 적은 일기를 옮겨 적고 있습니다 아이유가 부른 '잊어야 한다는 마음으로'를 들으며 작성하고 있습니다 오전 10시 32분 사실 15분 전에 한 번 날려먹었습니다 초등학생 때 이후로 일기를 참 오랜만에 써봤습니다 투고하기 위해 며칠 공책에 끄적였습니다 꾸준히 써보겠다고 예쁜 다이어리도 사고 볼펜도 샀는데 꾸준히 이어쓰지를 못 해 늘 1년 단위였던 지난 날의 일기가 생각이 납니다 그래도 이 투고를 기점으로 이번에는 꼭 꾸준히 이어가보려고 합니다 오늘의 기록을 짧게나마 남겨두고자 합니다 이제 마무리하겠습니다 부족하나마 도움이 되었으면 좋겠습니다,0
예전의 나는 자유형 숨쉬는것도 제대로 못 해서 25m도 못가고 헥헥댔는데,0
수많은 청소년 아이들이 이런걸 좀더 빨리 알았더라면 좋았을것을..,0
여행지/나는 지금까지 스위스/캐나다/뉴질랜드/일본/호주를 다녀왔는데 개인적으로는 캐나다의 로키산맥이 정말 _있었다  뉴질랜드에서 바다를 보면서 루지탄것도 좋았고 스위스는 유럽특유의 분위기가 멋있다.개인적으로 지금 가고싶은 여행지는 호주 그다음에 영국 파리 태국순,0
그리고 두어 달 전에 그 영화가 재개봉한다는 소식을 들었다. 바로 달력에다 표시하고 디데이를 셌다.,0
그 때의 나는 내가 무엇을 할지도 어떻게 살아갈지도 막막한 그 기분을 느끼며 열심히 살면 잘 살 수 있을 거라는 어린 나의 모습이 아직도 생생히 기억한다.,0
모든게 과거가 되어버린 지금에서야 말하는 것이지만.,0
그때는 모르는데 왜 항상 시간이 지나면 후회하는 것을까 ?,0
"12월은 내가 제일 좋아했던 계절이라 슬프다. 크리스마스때마다 아빠랑 차 타고 서울 나들이 갔던 게 생각나서 그립다. 아빠랑 마지막으로 갔던 백화점이 어딘지 기억이 안 나서, 이제 완전히 잊어버려서 아빠 목소리도 잊어버려서 괴롭다. 너무 슬픈데 아무하고도 슬픔을 나눌 사람이 없는 게 괴롭다. 아빠라는 단어를 꺼내 본 게 너무 오래전이라서 아빠라는 단어를 들을 때마다 아빠 생각이 나서 너무 힘들다.",0
나이가 더 많은 나로써는 30년전  과거의 사건 사고들이 예전 향수를 일으키며 요즘 유행하는 복고와도 맞아 떨어졌다.,0
"지금은전에 다니던 “배울 초등학교”가 더 좋다. 왜냐하면 배울초등학교가 그립고,친구들도 지금보다 조금 더 좋기 때문이다. 가끔 엄마는 내가 배울초등학교가 더 좋다고할때 이런 말을하곤 한다. ""네가 배울 초등학교를 다닐 때는 어린이 집으로 돌아가고 싶다고 했어."" 그리고 또는 ""네가 3학년이 되면 “2학년때가 좋았어.”라고 할껄~"" 난 그때의 엄마 생각이 맞는것 같았다.하지만 안맞을지도 모른다.(엄마말이)",0
그 당시에는 다시는 겪고 싶지 않다고 생각했는데 시간이 많이 흘렀는지 지금의 난 그때를 그리워하고 있다.,0
수십년의 세월들이 주마등처럼 순신간에 스쳐간다,0
"같이 즐겨먹던 베스킨라빈스 아이스크림은 요거트 맛만 먹었는데, 나는 이제 그 근처를 지나가기도 싫다. 헤어진 후에 닭갈비가 먹고 싶어져도 같이가던 그 집에는 안 갔고, 두끼 떡볶이 근처에는 발도 안 디뎠고, 그 포장마차 라면이 먹고 싶어도 오빠가 소개해준 곳이라서 안 간다. 집 근처 가로등도 짜증나고 택시 라디오에서 오빠 핸드폰 컬러링 노래가 나오면 그냥 확 내리고 싶어지고, 똑같은 담배를 피우게 된 것도, 웃음소리가 비슷해진 것도 화가 난다.",0
내가 진짜 외톨이가 될때까지?,0
네가 넣어줬던 노래들 안 지우고 그대로 들어 있거든.,0
"어째 어제도 오늘도 그때도,",0
"아직도 별 재미없다고 생각되는 내 인생중에 '가장 힘들었던 때' 라고 하면 5년전 겨울이 가장 먼저 떠오른다. 한겨울에 서울에 가야하는 막차를 타기위해 학원끝나고 바로 택시타고 달려갔던 기억, 서울버스에서 잠이들어 도착했을때 기사님이 새벽3시반에 깨워줬던 기억, 지금은 연락하지않는 친구 집에 잠시 머물렀었던 기억, 학원쌤의 막무가내 고집으로 서울에서 한달 살이를 하게되버려서 학원 근처 고시텔까지 전전했었지. 지금 와서 보면 재밌기도 재밌었다.",0
"나에게 영화란 그때부터 좋은 것으로 각인이 되었다. 나이 많은 사람부터 어린 아이들까지 너나 할 것없이 행복하게 해주며, 영화가 상영되는 두시간 정도는 온전하게 화면과 나의 생각에만 집중할 수 있는 것이었다.",0
나를 좋아하지 않아서 내가 소중하지 않아서 기억을 못 하는 것은 아니라고 했던 네 편지에 적혀 있던 말들 아직도 맴돌고 있어 시간이 지나면 괜찮을 거라고 다들 위로하지만 우리는 늘 시간이 지나도 서로를 찾았잖아 거기까지였던 거지,0
"까마득히 어렸을 때부터 쭉 오기까지 내가 흥미를 가졌던 것들에 대해 생각해 볼 여유가 있었고, 그걸 스스로 기억하고 싶었고, 기억해 낼 수 있었고.. 이미 좋아해 봤던 건 익숙하니까 서툴지 않게 능숙하게 좋아할 수 있고 동시에 오랜만이여서 반갑고.. 즐겁다",0
"엄마가 돌아가시고 난 뒤 나도 엄마처럼 가족들을 위해 사시사철 식사준비를 했고, 나도 땀띠가 났다.",0
10대때 부르던 노래들이 어느새 탑골공원가요가 되고,0
별 거 없는데 바빴다. 처음 간단한 (초등학생 수준) 제식을 스무살 청년들이 맞출 땐 우스꽝스럽지만 뿌듯했다.,0
2010년대의 마지막 하루다. 이제 20 다음에 1을 쓰는 해는 내게 다시 없을 것이다.,0
"안녕, 나의 추억",0
오늘의 꿈 이야기이다.  꿈 속에서 나는 사촌들과 같은 대학을 다니고 있었다.(지금은 설이나 추석 때에 인사조차 하지 않는 사이지만 무의식의 나는 아직 어릴적처럼 그 친구들과 친한 관계를 자주 상상하는 것 같다.) 그리고 내겐 새로운 친구가 생겼다. 오늘의 꿈 이야기를 이렇게 기록해야지 생각하게 된 건 이 친구때문이다.,0
이 글은 나의고1 17살 때의 이야기다.,0
그렇게 영화를 총 네 번 극장에서 보았는데 다 달랐다. 조금씩 다르게 새로운 면이 보였다.,0
너무 보고 싶디 보고 싶은 당신 이제 볼 수도 없네,0
빨리 나았으면좋겠다.,0
여운을 남기듯 이따금씩 들리는 자동차소리에 조용한 내마음을 들뜨게 한다,0
어느순간 미역국집가서 미역국을 먹는걸보니 정말 세상이 변하고 나도 변하고 우리 모두가 변하는거같다,0
그리던 옛모습을 간직한 곱고 이쁜 친구,0
그때도 정말 초반에는 재밌어서 미친듯이 쏘다녔다.,0
"그녀의 사진을 보면 겨울의 아름다움을 마주 볼 수 있다. 여름마저 겨울로 보이게 하는 능력이 신기할 따름. 투명하고 푸르고 반짝반짝 빛나는 것들은 대체로 내겐 날카롭고 차가운 것들이었는데 날카롭다는 느낌보다 아름답다는 느낌이 먼저 든다. 결이 다른 시림. 시린 것들이 전해주는 따스함은 얼마나 포근한가. 사진에서 향이 올라온다. 크고 푸른 나무들이 가득한 숲의 새벽의 냄새, 코튼향, 눈이 가득한 오두막에서 하룻밤을 자고 나와 마주한 시린 향 같은 것들. 머릿속에 없던 생각들이 자꾸 떠오른다. 그녀가 보는 파상을 볼 수 있다는 건 투명한 것들의 비밀을 볼 때와 같이 신비롭다.",0
"나는 오늘도  출근하여 어김없이 경비 업무에 충실하고 있는 중이다. 오늘은 날씨가 봄날씨같다. 겨울이 온줄도 모르고  올해는  눈도 많이 쓸지 않고 지나간것 같다. 어찌보면 눈이오는 것 이 참 좋았던 시절이 있었는데 말이다. 손주들과 같이 포대에 지푸라기를 넣어 눈썰매를 태워주는 게 낙이었는디... 오늘따라 우리이쁜 손주들도 보고싶구나. 나의 장손은 이제 3학년이 올라가는데 지금은 코로나 바이러스때문에 학교도 못가고 있다고 그런다. 이시기가 빨리 지나가야 할텐데 걱정이고 우리 아가들이 하루속히 친구들과 학교에서 놀고 수화기 너머로  ""할아버지 ., 학교 에서요  지렁이 가지고 왔어요""라고 재잘 거리는 때를  보고 싶다. 눈이 오면 나는 눈을  치우느라 바쁜데 이제 진짜 경칩도 지나고 봄이 다 왔나보다 . 우리 3남매와 나의 사랑하는 마누라",0
내소중한 사람과 같이 있을 시간이 이제 생각 만큼 길지 않게 _다는것을 느낀 나이가 되어버리니 아!! 벌써 40년 이라는 시간이 흘러버렸다 좀더 빨리 알아으면 좋았을것을 아쉽지만 그럴시간이 없다는 것을 누구보다 알고 있으면서도 지금도 엄마에게 신경을 쓰지 않는 내모습을 보면서 다시 한번 반성하게 된다,0
"지금은전에 다니던 “배울 초등학교”가 더 좋다. 왜냐하면 배울초등학교가 그립고,친구들도 지금보다 조금 더 좋기 때문이다. 가끔 엄마는 내가 배울초등학교가 더 좋다고할때 이런 말을하곤 한다. ""네가 배울 초등학교를 다닐 때는 어린이 집으로 돌아가고 싶다고 했어."" 그리고 또는 ""네가 3학년이 되면 “2학년때가 좋았어.”라고 할껄~"" 난 그때의 엄마 생각이 맞는것 같았다.하지만 안맞을지도 모른다.(엄마말이)",0
요즘따라 세월이 야속하다는 말을 자주한다. 예전엔 안 이랬는데 거리며 꼰대 소리가 저절로 나온다.,0
