lyric,Emotion
Save yourself,0
Go back go back,0
아슬 아슬한 신호등을 보며 얼룩말같은 횡단보도를 건너 저녁 노을이 앉아 있는 언덕을 넘어 가다보면 그녀의 기억들이 모여,0
여전히 잠 못 드는 밤이지만,0
나 약속할게 언제 어디에 있든 반드시 널 찾을게,0
"""Mother sister father brother""",0
"""You\'ll learn one day I\'m one in a million""",0
"""I'm so bad at playin' along""",0
"""And I know you for a long time""",0
옛날의 기억들은 다시 내게 기대를 부풀려보지만 결국 다음은 이러지 않길 바래,0
내 안에 담을 수 없잖아,0
문득 생각이 나서 잠시 눈을 감으면,0
But I still wear a letter R charm on my bracelet,0
늦어버린 거겠지,0
지금은 나 혼자 남아 버렸지만 자는 모습도 좋고 취한 모습도 좋았어,0
Man I used to listen to that nigga When I was younger,0
"""And I know you for a long time""",0
아직 기억을 하네요,0
제발 내 맘 좀 알아줘,0
뭐 언젠가 우리도 멀어질 거란 건 말 안 해도 다 아는데,0
잘 안보이니 네 남자가 안보이니,0
가끔 생각날 테니 그렇게 내게 전부였던 그대를,0
몇 초 뒤면 사라질 걸 알지만,0
슬픔이 찾아와도 괜찮다 말할 수 있는 그런 사람이고 싶어,0
그리워하다가,0
"""Still no matter where I go""",0
Oh when will I know?,0
다시는 없을 거라면 이젠 보내줄게,0
함께 했던 순간은 절대 영원할 수 없고,0
가진 건 없지만 널 가진 게 전부였어,0
우리였던 그 시간들이 흩어 바래져버린 바램들이,0
너의 모든 순간 그게 나였으면 좋겠다 생각만 해도 가슴이 차올라,0
지금은 나 혼자 남아 버렸지만 자는 모습도 좋고 취한 모습도 좋았어,0
잘 가 잘 지내 좋은 것만 가져가,0
멀리 너의 모습 보면서,0
너의 모든 순간 그게 나였으면 좋겠다 생각만 해도 가슴이 차올라,0
별이 빛나는 밤에,0
Will fade into the morning light,0
사랑한다는 한마디도 못하고 바보처럼 네 곁을 서성이다가,0
주문에 걸린 것처럼,0
너 다시 돌아와 주라,0
But now you need me so badly,0
"""When you dream of me""",0
너는 나보다 낫고 발라서 나의 흠과 실수를 다 알 것 같아서,0
God I wish somebody would have told me,0
But now you need me so badly,0
네가 없인 움직이지를 않네 이미 우주가 된 이 내 마음은,0
Man I used to listen to that nigga When I was younger,0
How do you love somebody?,0
한참을 멍하니 서서 바보처럼,0
그게 뭐라고 또 생각나,0
네게 전화걸까 말까 고민하는 나,0
깨워주고 싶다 가도 눈을 감고 있는 그 모습에 Oh Oh Oh,0
이미 정해진 그대가 아닐까,0
무렇지 않게 돌아올 것 같단 말이야,0
그대 생각이 든 김에 두 눈을 감아 봅니다,0
And give my heart a holiday,0
들려줄께 내 오랜 얘기,0
우연히 마주침을 바란 적도 있어,0
걱정은 멀리멀리 다 날아가는 듯해 (사라진 듯해),0
너의 맘속에 매일 찾아가,0
널 보는 날이면 둘만 만나는 날이 아닌데도,0
여전히 잠 못 드는 밤이지만,0
같이 듣던 그 노래처럼,0
Go back go back,0
차가워진 벽에 기대어 멀리 밝아오는 새벽하늘 바라보아요,0
기억 달 밝은 날에 하늘을 보면 우리 상처들이 떠 있고,0
Just a memory ? no,0
다신 내가 걷지 못할 길이겠지만 잊지 못할 풍경들이었어,0
많이 그리울 거야 우리 함께였던 그 하루가 참 고마웠어,0
쉴 틈 없이 네가 생각나서,0
많이 보고 싶었다고 말해줘,0
또 바보처럼 난 너 하나 기다리다,0
사랑이란 건 있긴 한 걸까,0
그게 뭐라고 또 생각나,0
다시 뒤돌아보지 말자 길을 잃어버려서 우릴 갈라놓아도,0
옛날 생각나요 우리가 처음 만났었던 그곳의 맛이 없었던 팥빙수,0
한참을 멍하니 서서 바보처럼,0
지친 마음 속의 너를 꺼내어 오늘을 즐겨,0
"""And I never see your face around""",0
마지막이란 걸 알 수가 있었어,0
짙어져 가 내게 다가왔던 너의 모든 순간들 모두,0
작년엔 혼자만 왔었던 이 거리에 For you 꿈꾸는 것 같아,0
진짜 네 맘을 알고 싶어,0
시간이 지나니 먹어버린게 나이야,0
대답하지 않을까 집에 들어오면 불러봐,0
주문에 걸린 것처럼,0
나의 창은 굳게 닫아 두고 해가 뜨면 그때 열어줄래,0
매일 상상하고 있는데 난 여전히 그때 행복했던 우리는 Cause we loved,0
그게 뭐라고 또 생각나,0
"""I see you there when you're not around""",0
너에게 달려가 봤을 때 모든게 변함이 없네,0
"""Still no matter where I go""",0
I wanna be in your life until the night is over,0
And give my heart a holiday,0
다시 뒤돌아보지 말자 길을 잃어버려서 우릴 갈라놓아도,0
하늘 높은 줄 몰랐던 내 자존심도 니 앞에선 힘도 없이 down.,0
But now you need me so badly,0
날 이제 놔줘,0
내게 돌아와 줘요 언제가 됐든 기다릴게요,0
계절은 다시 돌아 오지만 떠나간 내 사랑은 어디에,0
네가 없인 움직이지를 않네 이미 우주가 된 이 내 마음은,0
멀리 너의 모습 보면서,0
지난날과 아득하게 멀어질 수 있다면 넌 어디로 갈래,0
"""Only want what’s best for you",0
이 밤이 사라질 때까지,0
저 나무 위에 핀 작은 한 송이 누가 이곳에 다녀간 걸까,0
한참을 멍하니 서서 바보처럼,0
"""난 널 앞에 두고 I can't wait""",0
"""When you dream of me""",0
괜찮아질거야,0
가진 건 없지만 널 가진 게 전부였어,0
이제 잔소리 말고 내게로 다시 와줘,0
자꾸 생각나는데,0
아주 조금만 더 아주 조금만 더,0
민 우리 약속이 먼저야 알잖아,0
"""I\'ve been thinking lately""",0
이제 아무 일도 없단 듯이 날 안아줘,0
참 미안해 바라본 너의 두 눈 속에 담긴 수많은 말,0
"""You got me believing""",0
그대까지 날 그만 잊어요,0
이제는 희미해져 가버린 나의 사랑아 나를 밝게 비춰줘,0
The way it was,0
"""당장 와인 잔이 넘치게 생각들을 담아""",0
이제 아무 일도 없단 듯이 날 안아줘,0
지금은 나 혼자 남아 버렸지만 자는 모습도 좋고 취한 모습도 좋았어,0
너는 나보다 낫고 발라서 나의 흠과 실수를 다 알 것 같아서,0
쪽지 까마득한 기억 속 모습이 왠지 보기 좋아 보였던 것 같아,0
뭐 언젠가 우리도 멀어질 거란 건 말 안 해도 다 아는데,0
Oh- Oh- Meet me in another life Meet me in another life,0
Oh when will I know?,0
다신 볼 수 없어도,0
Been always on my mind 널 내안에,0
네가 없인 움직이지를 않네 이미 우주가 된 이 내 마음은,0
지나간다 여겼던 그때는 지나가지 않았음을,0
If I ever have to leave,0
"""어디쯤을 지나는 걸까 매번 똑같이 궁금해도""",0
Where u at now 언제쯤 수영이 끝나,0
여전히 잠 못 드는 밤이지만,0
너의 이름 한 번쯤 부르는 게 지금처럼 아프지 않을 거야,0
돌아선 후에야 다시 후회하고 있잖아,0
너를 그리워하다 하루가 다 지났어,0
깨워주고 싶다 가도 눈을 감고 있는 그 모습에 Oh Oh Oh,0
"""Let\'s sit in my car 오늘은 떠나자""",0
무렇지 않게 돌아올 것 같단 말이야,0
네가 떠올라 문득 문득 문득 문득 네가 생각나,0
"""Mother sister father brother""",0
"""That what you\'re looking for has been here the whole time""",0
난 그저 멀리서 숨어서 너의 모습을 바라보아도 행복했어,0
오 네 생각이나,0
바다로 떠난 네 비행기는 어디쯤일까,0
날 이제 놔줘,0
I know you wish me well,0
그대까지 날 그만 잊어요,0
옛날의 기억들은 다시 내게 기대를 부풀려보지만 결국 다음은 이러지 않길 바래,0
기억 달 밝은 날에 하늘을 보면 우리 상처들이 떠 있고,0
네가 날 욕해도 미친 척 널 불러,0
난 그저 멀리서 숨어서 너의 모습을 바라보아도 행복했어,0
Save yourself,0
너의 마음에 문을 두드릴게,0
무엇이 모자라서 날 떠나가나요,0
"""How could you go away? You know what I wish for""",0
차라리 꿈이길 바랐어,0
돌아서던 너의 뒷모습만 떠올라,0
너의 맘속에 매일 찾아가,0
가슴 깊이 숨어있어 나도 몰랐던 emotions 찾아내고 싶어 call you mine,0
괜찮아질거야,0
안녕 차갑던 너의 안녕,0
귓가에 맴도는 그대 목소리 아직도 선명하게 기억하죠,0
여전히 잠 못 드는 밤이지만,0
네가 날 욕해도 미친 척 널 불러,0
And give my heart a holiday,0
그날의 바다는 퍽 다정했었지,0
우리 서로 멀리 돌아온 만큼 널 사랑하고 싶은데,0
지금은 나 혼자 남아 버렸지만 자는 모습도 좋고 취한 모습도 좋았어,0
자꾸 생각나는데,0
안녕 나야 잘 지내니,0
차라리 꿈이길 바랐어,0
"""Who need a hero? (Hero)""",0
지금도 널 위해 나는 살아가고 있으니 힘들지만 기다릴게,0
We were living together,0
주문에 걸린 것처럼,0
Save yourself,0
술 마시는 날이면 더 보고 싶고,0
기억 달 밝은 날에 하늘을 보면 우리 상처들이 떠 있고,0
Let it fly away fly away,0
난 그저 멀리서 숨어서 너의 모습을 바라보아도 행복했어,0
지금도 널 위해 나는 살아가고 있으니 힘들지만 기다릴게,0
이제 그만 내게 다시 돌아올 순 없나요,0
But now you need me so badly,0
목소리 듣고 싶을 때 대답해 줘요,0
She hurts me,0
우리 둘은 얼마나 오래 같이 걷게 될까,0
And give my heart a holiday,0
가끔 생각날 테니 그렇게 내게 전부였던 그대를,0
"""I believe and I can fly 우린 하늘을 날고 있잖아""",0
Save yourself,0
많이 그리울 거야 우리 함께였던 그 하루가 참 고마웠어,0
꿈을 꾸고 있는 거 같아,0
내가 뭘 어떻게 해야 널 다시 돌려놓을 수 있는지,0
창밖을 바라보다 네 생각이나,0
그게 뭐라고 또 생각나,0
때로는 눈물도 흘렸지.,0
내 안에 담을 수 없잖아,0
쪽지 까마득한 기억 속 모습이 왠지 보기 좋아 보였던 것 같아,0
네가 없다면 그런 거 다 의미 없어,0
돌아서던 너의 뒷모습만 떠올라,0
늦어버린 거겠지,0
But I still wear a letter R charm on my bracelet,0
아직 기억을 하네요,0
"""Ya I can\'t sleep without u""",0
God I wish somebody would have told me,0
can i b u?,0
안녕 나의 사랑 그대여,0
그대의 사랑을 알기엔 늦었나 부디 다시 알려주세요,0
"""영화의 한 장면이라고 믿어 괜스레 눈을 피했던 때도 언제나 네 주위에 있어""",0
서로 말없이 걷기도 했지만,0
또 바보처럼 난 너 하나 기다리다,0
사랑을 하는 건지 이별을 하려고 만나는 건지 또 다시 날 찾아온 헤픈엔딩,0
많이 그리울 거야 우리 함께였던 그 하루가 참 고마웠어,0
하지만 그대여 다른 건 다 잊어도 이것만은 기억했으면 좋겠어,0
내가 어떤 사람으로 기억되고 싶은지,0
Looking all my life,0
내 안에 담을 수 없잖아,0
"""The only place I've ever known""",0
이제 그만 내게 다시 돌아올 순 없나요,0
걱정은 멀리멀리 다 날아가는 듯해 (사라진 듯해),0
"""I can\'t sleep without you""",0
이제 아무 일도 없단 듯이 날 안아줘,0
Save yourself,0
가끔 생각날 테니 그렇게 내게 전부였던 그대를,0
마지막이란 걸 알 수가 있었어,0
민 우리 약속이 먼저야 알잖아,0
그때로 돌아간다면 우린 그대롤까,0
내게 보여준 눈물까지 너와 가졌던 순간들은 다 다 지났지만,0
손에 잡히지 않는 너의 향기,0
바다로 떠난 네 비행기는 어디쯤일까,0
내 마지막 사랑은 돌아선 너에게 주고 싶어서,0
지나가자 못 봤던 것처럼,0
Oh- Oh- Meet me in another life Meet me in another life,0
You you remember me,0
민 우리 약속이 먼저야 알잖아,0
네게 전화걸까 말까 고민하는 나,0
I know you wish me well,0
오 네 생각이나,0
마지막 인사로는 나름 잘 했던 것 같은데,0
그댈 향한 마음은 다 지운다는 게 다 잊는다는 게,0
흘려가는 세월을 찾을 수만 있다면 얼마나 좋을까 좋을까,0
우연히 마주침을 바란 적도 있어,0
추억은 이젠 지울 게,0
내 미래에는 너 없는 곳을 찾을 수가 없는데 내가 어떻게 너 없이 하루를 살아갈까요,0
내사랑 기대조차 버겁다,0
뿌옇게 가려진 앞은 그대를 놓아주려는 마음이 들리지 않죠,0
안녕 나의 사랑 그대여,0
제가 당신이 될 수 있을까요,0
"""Pray the Lord your soul to keep""",0
이 모든 시작의 처음으로 돌아가 깨어나고 싶어,0
이제 잔소리 말고 내게로 다시 와줘,0
우리였던 그 시간들이 흩어 바래져버린 바램들이,0
그냥 보고 싶어 그래 오늘도,0
Are in my heart for forever,0
그때 다시 만나 Say goodbye,0
지금은 나 혼자 남아 버렸지만 자는 모습도 좋고 취한 모습도 좋았어,0
하루에도 난 몇번씩 왜 보고싶어,0
But I still hold onto the ghost of you,0
사실은 나 하루 종일 궁금해 너 무슨 생각하는지,0
"""Pray the Lord your soul to keep""",0
"""I'm so bad at playin' along""",0
Go back go back,0
너는 내게 미루고 나 역시 네게 미루는 갈 곳을 잃은,0
걱정은 멀리멀리 다 날아가는 듯해 (사라진 듯해),0
네게 전화걸까 말까 고민하는 나,0
목소리 듣고 싶을 때 대답해 줘요,0
먼 일처럼 점점 넌 떠나가나 봐,0
We were living together,0
민 우리 약속이 먼저야 알잖아,0
떨려오는 입술을 문 채 마지막 너를 눈에 담고 인사를 전해,0
헤어짐을 향한 막연한 항해 한땐 목숨 같던 나의 사랑도,0
사랑한다는 한마디도 못하고 바보처럼 네 곁을 서성이다가,0
겨울의 나무가 날 위로해,0
짙어져 가 내게 다가왔던 너의 모든 순간들 모두,0
The way it was,0
그때 다시 만나 Say goodbye,0
문득 생각을 했어,0
이젠 바쁘더라도 우리의 추억을 기억해줘,0
"""다른 곳엔 기대지 말자 yeah I believe and I can fly 우린 하늘을 날고 있잖아""",0
그게 뭐라고 또 생각나,0
"""Who need a hero? (Hero)""",0
나의 창은 굳게 닫아 두고 해가 뜨면 그때 열어줄래,0
I wanna be in your life until the night is over,0
보고 싶어라 오늘도 그 사람을 떠올리려 산책을 하네,0
폭우가 그치게 기다릴 필요 이젠 더 없어,0
I got my cards folded waiting for you babe,0
But I still wear a letter R charm on my bracelet,0
아직 더 가야하는 내게 너 기대할 수도 없겠지,0
아직도 이렇게 너를 기다리는데,0
시간 지나면 혹시 나를 봐줄까,0
버스 가득 퍼져 버린 우리 추억들에 모두 멈춰 있는 걸,0
그게 뭐라고 또 생각나,0
누군가를 생각하고,0
저 나무 위에 핀 작은 한 송이 누가 이곳에 다녀간 걸까,0
짙어져 가 내게 다가왔던 너의 모든 순간들 모두,0
무엇이 모자라서 날 떠나가나요,0
그대의 사랑을 알기엔 늦었나 부디 다시 알려주세요,0
왜 자꾸 그대가 걱정이 되는지,0
우연히 마주침을 바란 적도 있어,0
쉴 틈 없이 네가 생각나서,0
I wanna be in your life until the night is over,0
술 마시는 날이면 더 보고 싶고,0
하나 달라진 게 있다면 어젯밤 담담히 멎은 사랑뿐인데,0
옛날 생각나요 우리가 처음 만났었던 그곳의 맛이 없었던 팥빙수,0
can i b u?,0
그 모습 그대로 그대로 그대로 내가 처음 만났던 그녀는 그대로,0
옛날 생각나요 우리가 처음 만났었던 그곳의 맛이 없었던 팥빙수,0
"""And I know you for a long time""",0
알고 있잖아,0
어쩌면 너도 어쩌면 나와 같은 바램들로 그리워할까,0
민 우리 약속이 먼저야 알잖아,0
내 안에 담을 수 없잖아,0
다 잊은 줄 알았어 널 다 잊었다고 거짓말했어,0
계절은 다시 돌아 오지만 떠나간 내 사랑은 어디에,0
우연히 마주침을 바란 적도 있어,0
제가 당신이 될 수 있을까요,0
날 좋아해선 안돼요,0
But now you need me so badly,0
홀로 사랑의 발자취를 따라가며 애쓰다,0
나의 창은 굳게 닫아 두고 해가 뜨면 그때 열어줄래,0
아주 조금만 더 아주 조금만 더,0
"""Pray the Lord your soul to keep""",0
넌 이런 내 마음을 아는지 아님 눈치가 없는 건지,0
술 마시는 날이면 더 보고 싶고,0
네가 날 욕해도 미친 척 널 불러,0
이 계절이 오면 바람과 함께 찾아오니까,0
And give my heart a holiday,0
네 모든 게 궁금해 날 봐줄래,0
계절은 다시 돌아 오지만 떠나간 내 사랑은 어디에,0
너의 맘속에 매일 찾아가,0
쉴 틈 없이 네가 생각나서,0
Really thought I knew you so well (So well),0
내 두사랑은 한 사랑보다 깊어 난 두 사람 중 한 사람도 곁에서 보낼 수 없는데 이러면 안 되는데,0
I got my cards folded waiting for you babe,0
내려오는 이 비를 맞으면 가슴속에 너의 추억이 자란다,0
"""He ducked shots now it \'s ""Bas we got a phoner""""",0
다시봐 니 옆에서 내 모습을,0
I know you wish me well,0
우연히 마주침을 바란 적도 있어,0
Been always on my mind 널 내안에,0
네게 묻고 싶을 땐 이젠 어떻게 하죠,0
차가워진 벽에 기대어 멀리 밝아오는 새벽하늘 바라보아요,0
차가워진 벽에 기대어 멀리 밝아오는 새벽하늘 바라보아요,0
짙어져 가 내게 다가왔던 너의 모든 순간들 모두,0
술 마시는 날이면 더 보고 싶고,0
지금도 널 위해 나는 살아가고 있으니 힘들지만 기다릴게,0
Are in my heart for forever,0
내 맘처럼 비었는지 떨어지는 빗방울 소리도 톡 사라지기만 해,0
Really thought I knew you so well (So well),0
하루에도 난 몇번씩 왜 보고싶어,0
떠나는 널 잡지도 못해,0
하늘 높은 줄 몰랐던 내 자존심도 니 앞에선 힘도 없이 down.,0
"""Who need a hero? (Hero)""",0
낡은 책 페이지 한장에 어김없이 다가와 가지런히 개어놓은 내 마음을 어질러 되돌려 달라,0
너의 이름 한 번쯤 부르는 게 지금처럼 아프지 않을 거야,0
너는 내게 미루고 나 역시 네게 미루는 갈 곳을 잃은,0
"""Pray the Lord your soul to keep""",0
내사랑 기대조차 버겁다,0
지금도 널 위해 나는 살아가고 있으니 힘들지만 기다릴게,0
Without it 그토록 원해왔던 건,0
Take me back back back back,0
여전히 잠 못 드는 밤이지만,0
너의 말투 너의 냄새 너의 모든게 생각이나 후회만 남았나봐,0
귓가에 맴도는 그대 목소리 아직도 선명하게 기억하죠,0
겨울의 나무가 날 위로해,0
이렇게 아무 의미가 없는 후회만 하다 초라한 추억에 기대본다,0
두 손을 모아 보네,0
사랑을 하는 건지 이별을 하려고 만나는 건지 또 다시 날 찾아온 헤픈엔딩,0
지친 마음 속의 너를 꺼내어 오늘을 즐겨,0
She hurts me,0
마지막이란 걸 알 수가 있었어,0
아직 여기 기다려요,0
벌써 2년이 지났지,0
더 멀어지기 전에 내 베개 위로,0
"""You got me believing""",0
이 계절이 오면 바람과 함께 찾아오니까,0
언제부턴가 가끔 너와 마주칠 때마다 한참을 머뭇거린 어설픈 손 인사만,0
Really thought I knew you so well (So well),0
그리워하다가,0
매일 상상하고 있는데 난 여전히 그때 행복했던 우리는 Cause we loved,0
I know you wish me well,0
"""Who need a hero? (Hero)""",0
To another life (Another life Another life),0
Looking all my life,0
But now you need me so badly,0
그게 뭐라고 또 생각나,0
날 이제 놔줘,0
Pillow and a mattress on the floor,0
"""I said that I\'ll be fine without you""",0
I wanna be in your life until the night is over,0
시간이 지나니 먹어버린게 나이야,0
한참을 멍하니 서서 바보처럼,0
니가 너무 그립다,0
계절이 지나 눈처럼 내게 온,0
널 보고싶어서 소리쳐 불러요,0
바람속을 가르는 내 슬픈 사랑이 제발 니 곁에 영원히 잠들수 있게 oh 내게로 와 이세상 마지막 날까지 혼자 또 헤매다 쓰러져 가는 날 위해,0
우리들의 모든 순간을 잊지 않을 게요,0
But now you need me so badly,0
괜찮아질거야,0
오래 내 곁에 있어 줘요,0
안녕 차갑던 너의 안녕,0
너를 자꾸 떠올리게 돼,0
민 우리 약속이 먼저야 알잖아,0
아직도 이렇게 너를 기다리는데,0
이제 그만 내게 다시 돌아올 순 없나요,0
널 보고싶어서 소리쳐 불러요,0
이제 그 대상은 다른 사람,0
너의 이름 한 번쯤 부르는 게 지금처럼 아프지 않을 거야,0
돌아서는 나에게 사랑한단 말대신에 안녕 안녕,0
이뤄질 수 없는 짧은 시간속의 우린 여기까지인 가봐,0
Oh when will I know?,0
"""Still no matter where I go""",0
그래도 목표에 집착,0
내 사랑은 다 어디로 갔나 너의 미움은 다 어디로 갔나,0
"""I\'ve been thinking lately""",0
차라리 꿈이길 바랐어,0
그게 뭐라고 또 생각나,0
그 모습 그대로 그대로 그대로 내가 처음 만났던 그녀는 그대로,0
널 지켜보고 있어 Wait,0
내 마지막 사랑은 돌아선 너에게 주고 싶어서,0
너는 내게 미루고 나 역시 네게 미루는 갈 곳을 잃은,0
돌아서는 나에게 사랑한단 말대신에 안녕 안녕,0
"""지우려 해도 소용없어 끝도 없이 너를 향해 달려""",0
The way it was,0
지친 마음 속의 너를 꺼내어 오늘을 즐겨,0
내려오는 이 비를 맞으면 가슴속에 너의 추억이 자란다,0
내 미래에는 너 없는 곳을 찾을 수가 없는데 내가 어떻게 너 없이 하루를 살아갈까요,0
무렇지 않게 돌아올 것 같단 말이야,0
혼자 애만 태우다 수없이 연습해왔던 그 말 알잖아,0
홀로 사랑의 발자취를 따라가며 애쓰다,0
늦어버린 거겠지,0
난 니 생각에 잠 못 이뤘다고 하면 너의 단잠을 깨울까 봐 쿨쿨 잤어,0
이렇게 아무 의미가 없는 후회만 하다 초라한 추억에 기대본다,0
나의 창은 굳게 닫아 두고 해가 뜨면 그때 열어줄래,0
여보 안녕히 잘 가시게,0
같이 듣던 그 노래처럼,0
Go back go back,0
폭우가 그치게 기다릴 필요 이젠 더 없어,0
대답하지 않을까 집에 들어오면 불러봐,0
무엇이 모자라서 날 떠나가나요,0
낡은 책 페이지 한장에 어김없이 다가와 가지런히 개어놓은 내 마음을 어질러 되돌려 달라,0
Oh when will I know?,0
"""When you dream of me""",0
잊고 싶던 기억들이 되살아나,0
내게 돌아와 줘요 언제가 됐든 기다릴게요,0
누군가를 생각하고,0
You are under me and mine,0
Let it fly away fly away,0
내가 바라는 그 모든 꿈들이 전부 이뤄질 수 없어도,0
더 멀어지기 전에 내 베개 위로,0
"""Ya I can\'t sleep without u""",0
"""I see you there when you're not around""",0
"""다른 곳엔 기대지 말자 yeah I believe and I can fly 우린 하늘을 날고 있잖아""",0
먼 일처럼 점점 넌 떠나가나 봐,0
네 맘도 이렇게 나와 같다는 걸 이제 알 것 같은데,0
이렇게 아무 의미가 없는 후회만 하다 초라한 추억에 기대본다,0
마지막이란 걸 알 수가 있었어,0
다신 내가 걷지 못할 길이겠지만 잊지 못할 풍경들이었어,0
"""Only want what’s best for you",0
"""난 널 앞에 두고 I can't wait""",0
지나간다 여겼던 그때는 지나가지 않았음을,0
벌써 2년이 지났지,0
문득 생각을 했어,0
Save yourself,0
그게 뭐라고 또 생각나,0
너를 그리워하다 하루가 다 지났어,0
너와 나 다른 시간 어쩌면 같은 공간,0
"""Pray the Lord your soul to keep""",0
낡은 책 페이지 한장에 어김없이 다가와 가지런히 개어놓은 내 마음을 어질러 되돌려 달라,0
만날 수 없을 줄 알았어,0
너는 내게 미루고 나 역시 네게 미루는 갈 곳을 잃은,0
어딘가 멀리에,0
우리 둘은 얼마나 오래 같이 걷게 될까,0
봄이 지나는 길을 따라서,0
네가 없다면 그런 거 다 의미 없어,0
"""And I know you for a long time""",0
해가 저물고 그 자릴 메꾼 별들 그 아래 너를 다시 볼 수 있게 밤이 왔으면 좋겠어,0
"""You got me believing""",0
"""I can\'t forget""",0
계절이 지나 눈처럼 내게 온,0
꿈을 꾸고 있는 거 같아,0
내 사랑은 다 어디로 갔나 너의 미움은 다 어디로 갔나,0
Save yourself,0
"""Wait for you to bloom""",0
홀로 사랑의 발자취를 따라가며 애쓰다,0
대체 왜 대답이 없다 해도 난 듣고 싶어,0
벌써 2년이 지났지,0
벌써 2년이 지났지,0
Will fade into the morning light,0
Lots of songs are on the way,0
차라리 모두 다 가슴에 묻어 버리자,0
But I still hold onto the ghost of you,0
바다로 떠난 네 비행기는 어디쯤일까,0
나 약속할게 언제 어디에 있든 반드시 널 찾을게,0
아름다운 너를 뒤로 한 채 해가 달에게 자릴 내주듯이 우린 이별이 쉬웠다,0
버스 가득 퍼져 버린 우리 추억들에 모두 멈춰 있는 걸,0
문득 생각을 했어,0
왜 자꾸 그대가 걱정이 되는지,0
Where u at now 언제쯤 수영이 끝나,0
How does the moon look tonight,0
가슴 깊이 숨어있어 나도 몰랐던 emotions 찾아내고 싶어 call you mine,0
U HOO HOO HOO U HOO HOO HOO 하루만 더 하루만 시간을 더 준다면,0
Let it fly away fly away,0
God I wish somebody would have told me,0
우연히 마주침을 바란 적도 있어,0
I wanna wanna turn back the time we had,0
Never leave Have to stay,0
쉴 틈 없이 네가 생각나서,0
시간이 더디게만 흐르면 좋을 텐데,0
진짜 네 맘을 알고 싶어,0
난 그저 멀리서 숨어서 너의 모습을 바라보아도 행복했어,0
내 옆에는 오늘 너겠지,0
우연히 마주침을 바란 적도 있어,0
계절은 다시 돌아 오지만 떠나간 내 사랑은 어디에,0
I got my cards folded waiting for you babe,0
안녕 차갑던 너의 안녕,0
"""I hope I go to heaven""",0
지난날과 아득하게 멀어질 수 있다면 넌 어디로 갈래,0
창밖을 바라보다 네 생각이나,0
안녕 차갑던 너의 안녕,0
나 언젠간 그 사람에게도 잊혀질까요,0
"""I\'ve been thinking lately""",0
Waiting for the light to take us in,0
이 밤이 사라질 때까지,0
Just a memory ? no,0
흔들리지만 기억할게 When I Fly,0
봄이 지나는 길을 따라서,0
이젠 바쁘더라도 우리의 추억을 기억해줘,0
"""다른 곳엔 기대지 말자 yeah I believe and I can fly 우린 하늘을 날고 있잖아""",0
술 마시는 날이면 더 보고 싶고,0
저 나무 위에 핀 작은 한 송이 누가 이곳에 다녀간 걸까,0
넌 벌써 날 다 잊었니,0
어쩌면 너도 어쩌면 나와 같은 바램들로 그리워할까,0
More things left for us not found,0
How does the moon look tonight,0
Oh when will I know?,0
낡은 하모니카 손에 익은 기타 Your melody (나는 떠날래),0
한참을 멍하니 서서 바보처럼,0
잊고 싶던 기억들이 되살아나,0
계절의 밤이 끝나면 그대는 이곳을 떠나,0
제발 내 맘 좀 알아줘,0
The way it was,0
네가 없인 움직이지를 않네 이미 우주가 된 이 내 마음은,0
시간이 지나니 먹어버린게 나이야,0
너를 그리워하다 그리워하다 다 괜찮을 거라 되뇌어 봐도,0
"""Who need a hero? (Hero)""",0
그게 뭐라고 또 생각나,0
매일 상상하고 있는데 난 여전히 그때 행복했던 우리는 Cause we loved,0
"""난 널 앞에 두고 I can't wait""",0
너는 내게 미루고 나 역시 네게 미루는 갈 곳을 잃은,0
홀로 사랑의 발자취를 따라가며 애쓰다,0
소소한 일상부터 어린 시절 얘기까지도,0
"""I",0
가만히 눈을 감고 있으면 여전히 느낄 수 있어,0
그리워하다가,0
너에게 오늘 하루는 어땠는지 묻고 싶어,0
내 맘처럼 비었는지 떨어지는 빗방울 소리도 톡 사라지기만 해,0
같이 듣던 그 노래처럼,0
Wasting your life,0
Man I used to listen to that nigga When I was younger,0
한참을 멍하니 서서 바보처럼,0
네가 날 욕해도 미친 척 널 불러,0
너 없인 내 말 따윈 듣지 않을테니까,0
돌아갈 수 없는 우리 사이란 걸 이미 알고 있지만,0
몇 초 뒤면 사라질 걸 알지만,0
어딘가 멀리에,0
뭐 언젠가 우리도 멀어질 거란 건 말 안 해도 다 아는데,0
늘 바랬던 네가 시리게 또 불어와,0
제가 당신이 될 수 있을까요,0
문득 생각을 했어,0
별거 아닌 잔소리가 사실 제일 그리워,0
아직 더 가야하는 내게 너 기대할 수도 없겠지,0
여전히 잠 못 드는 밤이지만,0
너를 그리워하다 그리워하다 다 괜찮을 거라 되뇌어 봐도,0
홀로 사랑의 발자취를 따라가며 애쓰다,0
마지막 인사로는 나름 잘 했던 것 같은데,0
Let it fly away fly away,0
가슴 깊이 숨어있어 나도 몰랐던 emotions 찾아내고 싶어 call you mine,0
어쩌면 너도 어쩌면 나와 같은 바램들로 그리워할까,0
난 그저 멀리서 숨어서 너의 모습을 바라보아도 행복했어,0
내사랑 기대조차 버겁다,0
"""When you dream of me""",0
그리고 지나치지만 사실은 요즘 매일 네 생각해,0
