id,album_name,song_name,issue_date,year,lyrics
747,Maybach All Star,They Don`t Love You No More (Feat. JAY Z & French Montana),20160607,2016,"People look at you
strange saying you changed
Like you worked
that hard to stay the same
Like you doing all this for a reason
And what happens most
of the time people change
People change around you because
They starting
treating you different
because of your success
We The Best Music
Zombie on the track
Another one
Ever since a nigga hit the top
Pussy niggas wanna see me in a box
They don't love you no more
They don't love you no more
Shit ain't been the same since
I came through in that hot shit
They gon' talk about you
'til you ain't got shit
Still gon' talk about you
when you got shit
All eyes on Meek I'm on my Pac shit
Y'all rap niggas on some pop shit
I've been ducking paparazzi
with a pop bitch
Glock 30 in the cockpit
Sipping dirty conversating
with the pilot
Nigga you ain't seen it
I've been fucking up arenas
I'm with double M the genius
we the motherfucking meanest
And the cleanest in a long time
You pussy niggas hating
on me picked the wrong time
Long line for a limp mink draggin'
new bandwagon
Blood dripping on me looking
like a nigga stabbed him
I be on the money
baking soda in the cabinet
Pyrex trying to whip a Rollie
making magic
Laughing at you fuck niggas
getting madder
If I feel threatened
I'mma go and get a ladder
And climb up your chest nigga
motherfuck your vest nigga
Motherfuck your couch
I'm with Khaled the best nigga
Ever since a nigga hit the top uh
Pussy niggas wanna see
me in a box oh
They don't love you no more
they don't love you no more
They don't love you no more yeah
Troops gotta cock
coupe's gotta drop
Shit starting to change
so you starting to change ah
They don't love you no more
They don't love you no more
Should be your favorite
now you're just hatin'
Shit starting to change
you want me to change nah
They don't love you no more
they don't love you no more
They don't love you no more nah
Bullet in the head
they wanna see my shirt red
Live by the code
it's the only way to play it
Benz or the Rolls
Mulsanne overrated
Half these niggas told
cut a deal they'd take it
Promise to never fold
and the bonds still sacred
Had to shake a couple niggas
everybody won't make it
God is the greatest as
I'm praying in the latest
X600 as I swerve Little Haiti
Ou paka bat m'wen sak pase
I'm busting out the sunroof
nigga andale
My money always coming no
I'm never on pause
They bring you straight to your door
if you a motherfucking boss
Ever since a nigga
hit the top uh
Pussy niggas wanna see me
in a box oh
They don't love you no more
they don't love you no more
They don't love you no more yeah
Troops gotta cock
coupe's gotta drop
Shit starting to change
so you starting to change ah
They don't love you no more
They don't love you no more
Should be your favorite
now you're just hatin'
Shit starting to change
you want me to change nah
They don't love you no more
they don't love you no more
They don't love you no more nah
Hold up you ain't got love
for me my nigga
Ever meet another nigga
like me my nigga
Are you sure
A nigga flip this shit like Jarl Borg
A nigga did this shit this hardcore
If you say it guess it's true though
kudos I mean but who knows
Salute to all the real niggas
out there finding the loopholes
Fuck all these fuck niggas
hate when niggas come up igh
Hopped off the plane
hit the helicopter
igh
Tell these crabs in the barrel
we eating hella lobster
igh
Got hella options
like a college team
Hit these bootleg niggas
with the heisman
Fuck the NCAA nigga
let a young nigga get paid nigga
Niggas talking down on the crown
Watch them niggas you
'round got you wound
Haters wanna ball let me
tighten up my draw string
Wrong sport boy
you know you're as soft
as a lacrosse team
RAAAAHHH
Ever since a nigga hit the top uh
Pussy niggas wanna see me
in a box oh
They don't love you no more
they don't love you no more
They don't love you no more yeah
Troops gotta cock
coupe's gotta drop
Shit starting to change
so you starting to change ah
They don't love you no more
They don't love you no more
Should be your favorite
now you're just hatin'
Shit starting to change
you want me to change nah
They don't love you no more
they don't love you no more
They don't love you no more nah
You don't love me no more
All the shit I done for you
you don't love me no more"
748,Paloma Blanca (Remastered),Jane (Remastered 2003),20180427,2018,N/A
749,Overexposed (Deluxe Edition),Wipe Your Eyes,20120625,2012,"I'm afraid that
I gotta do what I gotta do
But if I let you go
where you gonna go
We gotta make a change
time to turn the page
Something isn't right and
I don't wanna fight you
We've been through tougher times
you know it gets worse
We can turn this around
please let me be first
And as I feel your tears
spilling on my shirt
Something isn't right and
I don't wanna fight you
Hey you
come over and let me embrace you
I know that i'm causing you pain too
But remember if you need to cry
I'm here to wipe your eyes
Tonight before you fall asleep
I run my thumb across your cheek
across your cheek
Cry 'cause i'm here to wipe your eyes
I know I made you feel this way
You gotta breathe
we'll be okay
be okay
Cry 'cause i'm here to wipe your eyes
Oh 'cause i'm here to wipe your eyes
When did we cross the line
How could we forget
Why do we let the pressure get into our heads
Your broken heart requires all of my attention
'cause something isn't right I don't wanna fight you
Hey you
come over and let me embrace you
I know that i'm causing you pain too
But remember if you need to cry
I'm here to wipe your eyes
Tonight before you fall asleep
I run my thumb across your cheek
across your cheek
Cry 'cause i'm here to wipe your eyes
I know I made you feel this way
You gotta breathe
we'll be okay
be okay
Cry 'cause i'm here to wipe your eyes
Please don't lose your faith
Don't worry 'cause
I'm here to keep you safe
I promise if you let me see your face
That I won't let you down
I won't let you down
I'm here to wipe your eyes
Tonight before you fall asleep
I run my thumb across your cheek
across your cheek
Cry 'cause I'm here to wipe your eyes
I know I made you feel this way
You gotta breathe
we'll be okay be okay
Cry 'cause I'm here to wipe your eyes"
750,I&#39;ll Cry If I Want To,Cry Me A River,20160909,2016,"So
So
So you'll call
As soon as I get back
And then he left
And then I was alone
Back to the way that things were
Back to the simple and plain
For five days the weather
had been so nice
But as they boarded
it started to rain
At the end of the day
Everyone left
We all tried to go back
to normal except
The town was more quiet and
Somehow far emptier
We all looked the same
But we're different than we were
The gym was a sight
As I staked the last cot
Thank you's written everywhere
And things they forgot
The board of health says
Clean it up every part
So we start
7:42 a.m
Sunday
September 16th
After five days they just ran
the zamboni over the ice
And played hockey
With the Plane People gone
Gander Town Council declares the
state of emergency over
and I head home
We were all exhausted just spent
Most of us had been up for
five days straight working
But somehow I can't sleep
so I sit down
and turn on the television
And I just start crying
I hadn't let myself cry
the whole time
Something's gone
Out the airplane window
I can see Manhattan
And there's still smoke
And suddenly
I'm afraid all over again
And there are others afraid too
Something's over
I know Newark airport
You could pull a truck over
on the side
of the turnpike
And shoot a grenade launcher
at a plane coming in
Something's done
But nothing happens
I drive Kevin back to his place
We don't say much
Something's missing
I go straight to his firehouse
Part of me wondered if they
just weren't telling me
But they still don't know
Something's changed
My flat is the same as I left it
But emptier
Quieter
I start to unpack
And I find the camera
Something's rearranged
On the way to my restaurant
I drop my daughter at school
But she won't go in
She says she's scared
What do I tell her
Something's strained
Back at my dad's house
I look out the window
At this view I've looked
at my whole life
And now a part of it
Something's missing
Something's missing
Kevin breaks up with me
And then he quits and moves back
home to New York
And I miss him
I miss his jokes
Something's lost
Nick and I call each other
when we can
But it's awful
The only reason we met was because
this terrible thing happened
Something's cost
I go down to Ground Zero
Which is like the end
of the world
It's literally still burning
Something's not
My dad asks
Were you okay
where you were stranded
How do I tell him
that I wasn't just okay
I was so much better
Something's missing
I phone American and say
I'm ready to go
wherever you want to send me
But they say take a few days off
I phone every day and I am back
at the airport on Thursday
And it's empty Silent
It's just a different place
And I stop what few passengers
there are and I say
Thank you for still flying
Hello
You've reached Gander Academy
This is Beulah Davis
How can I help you
He's gone
It's over
Oh no I'm so sorry Hannah
I'm so sorry
You are here
At the end of a moment
At the end of the world
You are here
On the edge of the ocean
Where the story ends
Where the river meets the sea
Here
Something's gone
Something's over
Across the Atlantic
At the office
In an airport
In my house
On an island
Something's rearranged
In a classroom
At the station
In my car
And wherever you are
Something's gone
You are here"
751,Whatever Makes U Happy,Slide,20170428,2017,"Said mama I've been gone a long time
Don't know when I'm comin' back home again
Daddy I know you've been thinkin' 'bout makin' it right
But don't you worry, you ain't done nothin' I can't forgive

Said there's a ring of fire around me
And God gave me time, so I've got to find my faith
And my big ol' heart's still pounding
I'm still alive, so I've got to find my way

Said I'll get it over time but until then I'll just ride
Yeah, you know I made up my mind so I can't let this one slide

Brother I know times have been tough
But just like you I've been out here makin' it up
Sister maybe I ain't done enough
But I guess that's just why they call it tough love

Said there's a ring of fire around me
And God gave me time, so I've got to find my faith
And my big ol' heart's still pounding
I'm still alive, so I've got to find my way"
752,Schoenberg : Transfigured Night Op.4 / String Trio Op.45,Schoenberg : Verklarte Nacht Op.4 - Version For String Sextet - 1. Sehr Langsam (Bar 1),19880810,1988,N/A
753,At Her Very Best,Choeur De Murmures (The Humming Chorus),20010522,2001,N/A
754,Chopinderful! Chopin Meets Jazz,Chopin : Nocturne No.2 In E Flat Major Op.9-2 (쇼팽 : 야상곡 2번 내림 마장조 작품번호 9-2),20111011,2011,N/A
755,Hello Love (Remastered),Lost in a Fog,20140504,2014,N/A
756,남자가 사랑할 때 OST,사랑할 수 있을까?,20140122,2014,N/A
757,피아노로 듣는 한국영화 OST,Butterfly,20140106,2014,N/A
758,Rebirth,세상에서 가장 여린 나의 친구에게,20061107,2006,"늘 난 혼자였어
그 무엇도 없는
난 늘 혼자였지

하지만 오랜 나의 벗하나 있어
그 또한 오랜 시간 혼자였었지
그 수 많았던 날
많이 외롭고 많이 지쳐
잠이 든 때도 많았지만

그 수 많던 기억들
많이 외롭고 나 방황 할 때에도
너는 항상 늘 같은 눈으로
나를 지켜 주었지
그래 이젠 알 수 있는데
네가 나를 떠나고 알았는데
지금 난 아무것도 할 수 없어
그냥 추억 할 수 밖에
그래 이젠 나는 알았어
네가 나를 지켜 주었음을
너는 여전히 늘 같은 눈으로
나를 바라보고 있어

그 수 많았던 날
많이 외롭고 많이 지쳐
잠이 든 때도 많았지만

그 수 많던 기억들
많이 외롭고 나 방황할 때에도
너는 항상 늘 같은 눈으로
나를 지켜 주었지
그래 이젠 알 수 있는데
네가 나를 떠나고 알았는데
지금 난 아무것도 할 수 없어
그냥 추억 할 수 밖에
그래 이젠 나는 알았어
네가 나를 지켜 주었음을
너는 여전히 늘 같은 눈으로
나를 바라보고 있어"
759,Change In Colour,Birthday Pt. 20,20181108,2018,N/A
760,Vem Dancar Kuduro,Vem Dancar Kuduro (Radio Edit),20100412,2010,N/A
761,The B.Coming,Feel It In The Air (Feat. Melissa),20050329,2005,"My Spidey senses is tingling
Feel something God my radar is up


Something going on, I feel funny, can't tell me nothing's different
My nose twitchin, intuition setting in like Sti Vision
I still close my eyes, I still see visions
Still hear that voice in the back of my mind
So what I do, I still take heat, I still listen
I still paint that perfect picture
I still shine bright like a prism
My words still skippin through air
I know you can't don't won't get it
You square chose to ride that shit, sault with it, I'm still afloat
I ain't the captain of the yacht but I'm on the boat
I ain't acting what I'm not knowing that I don't
You niggaz acting like you will but I know you won't
Man I read between the lines of the eyes of ya brows
Your handshake ain't matchin your smile

[Chorus:]
I can feel it in the air
I can feel it in the air
(I don't know man, I just feel something)
I can hear it in your voice
(Something ain't right man)
I can feel it in the air

I sit alone on my floor in the room staring at hammers
Ready to go bananas, two vests on me
Two uzis, extra clips on me
I know my mind ain't playin tricks on me
I ain't schitz homie
Ain't nobody dropped a mick on me
Its like they trying to pop a sick on me
I hear this voice in the back of my mind
Like Mack, tighten up your circle
Before they hurt you, read they body language
Eighty five percent communication non-verbal
Eighty five precent swear they know you
10% you know they stories
Man the other five, I'mma show you
Just know you been pulling strings
You the puppetmaster, them other bastards
Now watch who you puffin' after
Play your cards, go against all odds
Shoot for the moon, if you miss, you still amongst those stars

[Chorus:]

Can you feel the grim reaper floatin'?
Foul preachin quotin' scriptures from revelation
Talk shit and got devil waiting
Body getting stiff, soul levitation
Why do I speak blasphemy?
Knowing one day they will ask for me
Ask for my sins
No one will feel his wrath for me
I go through it so you wouldn't do it after me
As for me, I'm still circling the block before I'm parking
Not bitchin, I'm just still cautious
Same black parker
Same uzi, extra clip, still clappin' wit that same larkin'
Damn I feel an inner air you will not still here
There ain't an us or a we or I'm a thing
Its a good bad karma thing
Its a song and an honest thing
I swear I feel something honestly

[Chorus:]"
762,이별 사랑 또 이별,이별 사랑 또 이별 (Feat. 프린),20160826,2016,"이별은 다시 내게로 온다
아무 말 없이
끝내잔 말 뱉은지
24시간도 안돼서
전화를 걸어
내가 잠깐
미쳤다며 매달렸어
누가 잘했던 못했던
답은 중요하지 않아
this is the moment
지금 이순간 놓치면 아마
넌 또 다른 남잘 찾아
날 쓰레기라 욕해
지금 니 옆에 앉아있는
그 사람과 날 비교해
결국 어떤 사랑도
사람도 널 떠날걸 알기에
멍청한 난 오늘도
니 빈자리에 서있네
우린 그 어떤 날보다
더 심하게 다퉜지
넌 내가 평소처럼
그냥 넘어가길 원했고
난 니가 행동 말 모든걸
받아줄 거라 생각했던
서로의 이기적인 판단이
이 모든 상황을 악화시켜
널 지켜주지 못하고
사랑하는 여자 하나도
책임지지 못한 놈
넌 나와 다르게 늘 그랬듯이
똑같은 방식 언제 그랬냐는 듯
또 다른 남잘 찾지
이별은 다시 내게로 돌아온다
사랑이란 말 뒤를 따라온다
끝난 줄만 알았던
너의 향기마저도
다시 내게로 또다시 다가온다
나를 원하던 원하지 않던
난 너를 원해
선택의 여지 따위는 없어
시간낭비를 왜 해
니가 어떤 누굴
만나던 말던 상관없어
헤어져도 우리 다시
만나자고 했던 약속
시간이 지날수록
불안감은 더 커져
오늘도 밤새도록
너희 집 근처를 서성여
그래도 이게 사랑했던
사람에 대한 배려
역시나 넌 오늘도
그 남자 차에서 내려
가끔 내가 착각 속에
혼자 사랑하나
차라리 그 사람
행복을 위해 놓아줘야 하나
정답을 누가 알려준다면
그 길을 따를게
근데 지금은 이미 늦은듯해
다시 돌아가는 게
사랑은 마치 도박처럼
냉정해 있을 땐 몰랐는데
없으니까 허무해
첨엔 내가 전부 다
가질 줄만 알았는데
결국에는 모조리
다 잃어버리네
이별은 다시 내게로 돌아온다
사랑이란 말 뒤를 따라온다
끝난 줄만 알았던
너의 향기마저도
다시 내게로
또다시 다가온다
가끔 내가 착각 속에
혼자 사랑하나
그 사람 행복을 위해서
놓아줘야 하나
멀리서라도 지금처럼
바라봐야 하나
왜 사랑 뒤엔 이별이
따라와야 하나
가끔 내가 착각 속에
혼자 사랑하나
그 사람 행복을 위해서
놓아줘야 하나
멀리서라도 지금처럼
바라봐야 하나
왜 사랑 뒤엔 이별이
이별은 다시
내게로 돌아온다
사랑이란 말 뒤를 따라온다
끝난 줄만 알았던
너의 향기마저도
다시 내게로
또다시 다가온다"
763,Come My Way (Feat. Khalil),Come My Way (Feat. Khalil),20170512,2017,N/A
764,2009 BigBang 콘서트 라이브 앨범 `Big Show`,나만 바라봐 (Remix),20090422,2009,"하루에도 몇 번씩
널 보며 웃어 난
수 백 번 말했잖아
You're the love of my life
거짓된 세상 속 불안한 내 맘 속
오직 나 믿는 건 너 하나 뿐이라고
가끔 내 맘 변할까봐 불안해할 때면
웃으며 말했잖아 그럴 일 없다고
끝 없는 방황 속 텅 빈 내 가슴속
내가 기댈 곳은 너 하나뿐 이지만
니가 귀찮아지는 내 자신이 미워
오늘도 난 이 세상에 휩쓸려
살며시 널 지워
내가 바람 펴도
너는 절대 피지마 Baby
나는 너를 잊어도
넌 나를 잊지마 Lady
가끔 내가 연락이 없고 술을 마셔도
혹시 내가 다른 어떤 여자와
잠시 눈을 맞춰도 넌 나만 바라봐

오늘밤도 지새며 날 기다렸다고
눈물로 내게 말해 변한 것 같다고
널 향한 내 맘도 처음과 같다고
수 없이 달래며 지내온 많은 밤들
니가 없이는 난 너무 힘들 것 같지만
때론 너로 인해 숨이 막혀 난
끝없는 다툼 속 기나긴 한숨 속
니가 기댈 곳은 나 하나 뿐 이지만
니가 귀찮아지는 내 자신이 미워
오늘도 난 웃으며
나도 몰래 자신을 잃어
내가 바람 펴도
너는 절대 피지마 Baby
나는 너를 잊어도
넌 나를 잊지마 Lady
가끔 내가 연락이 없고 술을 마셔도
혹시 내가 다른 어떤 여자와
잠시 눈을 맞춰도 넌 나만 바라봐
내가 이기적이란 걸 난 너무 잘 알아
난 매일 무의미한 시간 속에
이렇게 더럽혀지지만 BABY
너만은 언제나 순수하게 남길 바래
이게 내 진심인걸 널 향한 믿음인 걸
죽어도 날 떠나지마
내가 바람 펴도
너는 절대 피지마
나는 너를 잊어도
넌 나를 잊지마 Lady
가끔 내가 연락이 없고 술을 마셔도
혹시 내가 다른 어떤 여자와
잠시 눈을 맞춰도 넌 나만 바라봐"
765,우리가 아니라는 이유로,그립고 그립다,20150708,2015,N/A
766,King Of Pop (Korean Limited Edition),You Rock My World,20081211,2008,"Ho oh Ho oh Ho oh
My life will never be the same
'Cause girl you came and changed
The way I walk
The way I talk
I cannot explain
the things I feel for you
But girl you know it's true
Stay with me fulfill my dreams
And I'll be all you'll need
it feels so right Girl
I've searched for
the perfect love all my life
All my life
Oh oh oh oh ooh
it feels like I Like I
Have finally found her
perfect love is mine
and I finally found
come on girl
You rocked my world
you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to come by
You rocked my world
you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine
In time I knew that
love would bring
This happiness to me
I tried to keep my sanity
I waited patiently
Girl you know it seems
My life is so complete
A love that's true because of you
Keep doing what you do
who'd think that I Oh
Have finally found
the perfect love
I searched for all my life
Searched for all my life
Oh oh oh oh
who'd think I'd find
Whoa oh oh
Such a perfect love
that's so right
Whoa girl
You rocked my world
you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine
You rocked my world
you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine
You rocked my world
you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine
You rocked my world
you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine
Girl I know that this is love
I felt the magic all in the air
And girl I'll never get enough
That's why I always have to
have you here hoo
You rocked my world
you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine
You rocked my world
you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine
You rocked my world
you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine
You rocked my world
you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine
You rocked my world
You rocked my world
you know you did
The way you talk to me
the way you're lovin' me
The way you give it to me
You rocked my world
you know you did
Give it to me
Yeah yeah yeah yeah ooh
You rocked my world
You rocked my world
You rocked my world
Come on girl
Come on girl
Baby baby baby
The rarest love who'd think I'd find
Someone like you to call mine
You rocked my world
you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine"
767,21세기 최고의 애니메이션 명곡,"Under The Sea (인어 공주, 1989)",20120820,2012,N/A
768,A Story To The Sky,혼자왔어요,20101101,2010,"오늘은 이렇게 저 혼자 왔어요
우린 헤어졌어요 다 내 탓이죠
슬퍼서 못하는 술도 한잔 했어요
맨 정신으로는 견딜 수가 없어서
가슴이 울컥해서
이런 내가 너무 싫어서
노래라도 부르면
조금은 나아 질것만 같아
오늘은 혼자서 왔죠
괜찮아요 내 눈물은
신경 쓰지 말아요
그 사람은 날 많이 사랑했었는데
바보처럼
내가 못나 부족해서
그 맘 이제야 알아서
그저 미안할 뿐이죠
따뜻한 그 손길도
나를 위로하던 말투도
너무 그리워 자꾸 눈물이
쏟아질 것만 같아
오늘은 혼자서 왔죠
괜찮아요 내 눈물은
신경 쓰지 말아요
그 사람은 날 많이 사랑했었는데
바보처럼
내가 못나 부족해서
그 맘 이제야 알아서
그저 미안할 뿐이죠
나 정말 아무것도 해 준 게 없는데
내분에 넘치도록 받기만 해서
이렇게 헤어지는 게 잘한 일이겠죠
사랑도 나에겐 욕심이겠죠
부탁 하나만 할게요
그 사람을 본다면
내 눈물은 내 얘긴 하지 마요
걱정 할 테니까
가끔씩 혼자서 와도
못날 걸음이 찾아도
나를 모른 척 해줘요"
769,Post Pop Depression,American Valhalla,20160318,2016,"I have no plans, I have no debts
The mind is not the carefree set
I'm looking for American Valhalla
So if it passes by give me a holler
Please

I've shot my gun, I've used my knife
This hasn't been an easy life
I'm hoping for American Valhalla
But if I have outlived my use
Please drink my juice

Innocence
It's so hard to figure it out
Innocence
It's so hard to figure it out
I don't know
I don't know
I don't know
I don't know
It's so hard to figure it out
I don't know
I don't know
I don't know
I don't know

Where is American Valhalla
Death is the pill that's tough to swallow
Is there anybody in there
Who do I have to kill
I'm not the man with everything
I've nothing, but my name

Lowly, lowly deeds
That no one sees
Lowly, lowly deeds
That no one sees

Where is American Valhalla
Death is the pill that's hard to swallow
Is anybody in there
And can I bring a friend
I'm not the man with everything
I've nothing, but my name
I've nothing, but my name
I've nothing, but my name
I've nothing, but my name
I've nothing, but my name"
770,Come Back,돌아와,20131227,2013,N/A
771,I`m Happy,겨울하늘 (MBC `언제나 봄날` 삽입곡),20181113,2018,N/A
772,The Alley,Feeling Good (feat. BCW),20191125,2019,N/A
773,바람의 끝은 어디인지,따뜻한 차 한잔,20141029,2014,N/A
774,반짝반짝 러블리 최신 유치원 인기 동요 베스트 100,거미 (학습 놀이동요),20181219,2018,N/A
775,My Today,Sadness,20051101,2005,N/A
776,True Romance (Deluxe),You (Ha Ha Ha),20130416,2013,"Yeah we got a situation
Lock down and
I'm trapped in the basement
I'm a victim of replacement
Cause you're acting so leather
trying to put across
your statement
Cause I know you struggle
Choke when you see love grow
You you lied
Ha ha ha ha I was right
All along
Good job good job
You fucked it up
Cause we used to be the cool kids
You were old school
I was on the new shit
We were addicted to the blueprint
But we threw it in the flames
and now we're never gonna
trace it oh
Cause we used to be the cool kids
You were old school
I was on the new shit
We were addicted to the blueprint
But we threw it in the flames
and now we're never gonna
trace it oh
Cause I know you struggle
Choke when you see love grow
You you lied
Ha ha ha ha I was right
Ha ha ha Ha ha ha
All along
Good job good job
You fucked it up
Now you're walking on your own
Rain falls down
I'm not answering my phone
I got to phase you out my zone
Hope you realize now that
I am never coming home
You were meant to be alone
You you lied
Ha ha Ha ha I was right
Ha ha ha Ha ha ha
All along
Good job good job
You fucked it up
Ha ha ha Ha ha ha
It's the front
Good job good job
You fucked it up
Ha ha ha Ha ha ha"
777,"첼로에, 마음을 놓다 : Cinema & Classic",Maria Elena,20130130,2013,N/A
778,Life (Deluxe Edition),Coming Home (Acoustic),20151204,2015,"Knowing that I find it on my own
Cause if life ain't leading though where I can go
I'm standing still with nothing in my way
Letting me go so I can find myself again

I need that
Ground beneath my feet to feel that
Ground beneath my feet
I need that
Ground beneath my feet to feel that
Ground beneath my feet
I need that

I need that home, I'm coming home, I'm coming home
Cause it's life that I've been living in my home
Home, I'm coming home, I'm coming home
Cause I'm tired of being out here on my own
I'm coming home, oh yeah yeah yeah
I'm coming home, oh yeah
All of this time I've been living it up
All that's is left is rubble and dust
Oh oh, I'm coming home

I know if I can find my own way back
There's a life I always knew but never had
I'm tired of fighting things that I can't change
Letting me go so I can finally find my place

I need that
Ground beneath my feet to feel that
Ground beneath my feet
I need that
Ground beneath my feet to feel that
Ground beneath my feet
I need that
Ground beneath my feet to feel that
Ground beneath my feet
I need that
Ground beneath my feet to feel that
Ground beneath my feet
I need that

I need that home, I'm coming home, I'm coming home
Cause it's life that I've been living in my home
Home, I'm coming home, I'm coming home
Cause I'm tired of being out here on my own
I'm coming home, oh yeah yeah yeah
I'm coming home, oh yeah
All of this time I've been living it up
All that's is left is rubble and dust
Oh oh, I'm coming home"
779,Bliss City East 그리고 Vidulgi Ooyoo,Dusky,20100413,2010,N/A
780,The Art Of Arthur Rubinstein,"Bach : Toccata, Adagio And Fugue In C Major BWV.564 - II. Adagio (Arr. Rubinstein) (바흐 : 토카타, 아다지오와 푸가 다장조 - 2악장)",20090626,2009,N/A
781,I Am Amwe,Friction Between The Lovers,20101130,2010,N/A
782,+1,못된여자,20080714,2008,"남은 건 아무것도 없지만
너를 사랑했던 나는
아직 여기 있는데
애를 써 눈물을 삼키려 해도
아직 가슴에 남아서
너를 부르고 싶어
다신 네게 나 같은 여자
만나지 않기를 바래
사랑하지 않기를
하지만 아직도 나는
사랑할 수 있는데
어떻게 살아가니 어떻게 널 지우니
하루도 너 없이 살아갈 수 없는데
못된 여자라 해도 사람들이 욕해도
내 가슴에 아직 살고 있는데
기억은 눈물이 되었지만
너와 함께했던 추억
너무 행복했는데
감춰도 아닌 척 숨기려 해도
너로 가득 찬 가슴이
흘러내릴 것 같아
다신 네게 나 같은 여자
만나지 않기를 바래
사랑하지 않기를
하지만 아직도 나는 사랑할 수 있는데
어떻게 살아가니 어떻게 널 지우니
하루도 너 없이 살아갈 수 없는데
못된 여자라 해도 사람들이 욕해도
내 가슴에 아직 살고 있는데

어떻게 살아가니 어떻게 널 지우니
하루도 너 없이 살아갈 수 없는데
못된 여자라 해도 사람들이 욕해도
내 가슴에 아직 살고 있는데"
783,Pasajero,Cafe,20061011,2006,N/A
784,무드셀라 증후군,The Day,20060324,2006,"가끔은 머리에 스위치가 달려있어
니 생각을 잠시 꺼둘수 있다면
그리 울지는 않을텐데
달아오른 눈물 때문에
눈 감지 못해 잠을 잘수없나봐

가끔은 머리에 계산기가 달려있어
내 사랑을 셈 해볼 수만 있다면
이리 아프진 않을텐데
죽을만큼 사랑했기에
살아가는게 너무 힘이드나봐

나의 끝없이 요동치던 가슴도
내 머릴 고장 낸 니 이름도
마지막 웃음에 날려 보내고

높은 언덕 지붕위에 올라
우산을 펴고 바람을 타고
이 지독한 사랑 밟고서 난 이제 날아오른다

조각난 내 마음 충혈된 내 두눈
잡아주지 않아 차가워진 나의 두손
하고싶은 말들 참느라 벙어리가 된 내 입술도
건강해지긴 틀렸나봐 안되나봐

나의 끝없이 요동치던 가슴도
내 머릴 고장 낸 니 이름도
마지막 웃음에 날려 보내고

높은 언덕 지붕위에 올라
우산을 펴고 바람을 타고
이 지독한 사랑 밟고서 난 이제 날아오른다

눈을 크게 감고 알며 모른척
억지스레 질질 끌어온
뒤엉킨 널 향한 내 사랑
질긴 인연 이제는 그만 끊어버린다

나의 끝없이 요동치던 가슴도
내 머릴 고장 낸 니 이름도
마지막 웃음에 날려 보내고

높은 언덕 지붕위에 올라
우산을 펴고 바람을 타고
이 지독한 사랑 밟고서 난 이제 날아오른다"
785,The Letter,기다림 (Missing You),0,0,N/A
786,명상 피아노 모음집 (자연의 소리),나무가 미소 짓는 날,20140627,2014,N/A
787,Joy Ride,Joy Ride,20180525,2018,N/A
788,EGOLOG,#18 (Egolog),20180103,2018,"Watching the pearly grass
Summertime sadness
through the storm
Darkest days are over
But still feeling kind of blue
My soul burns to the ground
Drag me to hell
My bones and the crown
Fall into oblivion
Separate part to part
Scattered on the meadow
Truth is the only savior
The last page of the logbook"
789,Copland: Billy The Kid; El Salon M&#233;xico,Copland: Hear Ye! Hear Ye! - Ballet in One Act (1934) - Version for small orchestra (1935) - Scene VI (The Chorus Girls&#39; First Dance),20130619,2013,N/A
790,Waltzing Alone,I`d Love You Again,20130730,2013,N/A
791,새찬송가645 반주 (601장 ~ 645장),604장 완전한 사랑,20170531,2017,N/A
792,It`s About Time,L.O.V.E (U.S. Album Version),20040524,2004,N/A
