id,album_name,song_name,issue_date,year,lyrics
946,Humanity - Hour 1,Love Is War,20070531,2007,"I'm a man
Trying to understand
The reason
I'm lost in this world
Tonight
I was blind
I just couldn't see the signs
Caught in your web of lies
It's too dark to sleep
Too late to pray
Too hard to reach
Too much to save
You were once
a friend to me
Now you are my enemy
Passion turns to hate
and you make
Hate worth fighting for
I will rewrite history
And you will not exist to me
On the day you
crossed the line
I found out love is war
Life goes by
Faster than lightning strikes
Crashes before you can say
Goodbye
Too scared to run
Too proud to hide
Too far to fall
Too high to climb
You were once a friend to me
Now you are my enemy
Passion turns
to hate and you make
Hate worth fighting for
I will rewrite history
And you will not exist to me
On the day you
crossed the line
I found out love is war
I laid down my defenses
I opened up the door
I gave you what you wanted
I couldn't give you more
And I gave you everything
You said it's all or nothing
To you it's just a game
A game you're never losing

You were once a friend to me
Now you are my enemy
Passion turns to hate
and you make
Hate worth fighting for
I will rewrite history
And you will not exist to me
On the day you
crossed the line
I found out love is war
You were once a friend to me
Now you are my enemy
Passion turns to hate
and you make
Hate worth fighting for
I will rewrite history
And you will not exist to me
On the day you
crossed the line
I found out love is war
Found out love is war"
947,가위 바위 보,잉여의 하루,20161026,2016,"하루가 어떻게 지나갔는지
나는 모르지
생각해보면 인터넷만 하다 졸음이
쏠리면 잤다 일어나
밥 먹고 또 인터넷만
하는 꼬라지 그 잉여가 나지
울리지 않는 나의 핸드폰 시계
달력 이런 잡다한 기능만 해 줄곧
그래도 밧데리는 꽉 채워놔야 돼
나 외출할 땔 대비해
꽉 채워놔야 돼
혼자 커피숍엘 가고
혼자서 외식을 하고
이제 그런 건 익숙하죠
예전엔 몰랐지 나도
스케쥴푠 또 블랭크
한판 할까 롤 랭크
아니 요즘에 대세란
오버워칠 하네
그러다가 밤에 내 작업실에 가네
새 데모 비트에 가사를 써
이 노랜 빅히트가 될 거라 말하네
up jumps the boogie
to the rhythm of the beat
아침부터 모두 이럽니까
저녁까지 모두 이럽니까
나도 알아 나도 이러니까
달라질 거라고 잉여의 잉여의
잉여의 하루 잉여의 하루 wut
잉여의 하루 잉여의 하루 wut
잉여의 하루 잉여의 하루 wut
From 잉여 to the 인어
잉여의 하루 눈치밥 먹는 하루지
사람이라면 밥값
해야 한단 말하지
눈치 좀 주지마 나도 다 알고 있어
부담 좀 주지마 안 그래도 나 미쳐
에이씨 야식 주문이나 해볼까
전화길 들었다
다시 내려놓는다 사뿐
스트레스 먹는 걸로 풀어봤자
남는 건 살뿐 아픈 현실
주중엔 회사원이라 바쁜
친구를 위해 주말로 약속 잡았음
남들 먹고사는 얘기 하는 가운데
이번 주 내내 게임채널밖에 안 봐
할 얘기가 없어 다운돼 다운돼
사람을 만나기엔 자신이 없고
사실은 사람 만나도 재미가 없고
하루 종일 햇빛 본 적이 없고
이 노래가 어디로
가는지도 답이 없고
아침부터 모두 이럽니까
저녁까지 모두 이럽니까
나도 알아 나도 이러니까
달라질 거라고 잉여의 잉여의
잉여의 하루 잉여의 하루 wut
잉여의 하루 잉여의 하루 wut
잉여의 하루 잉여의 하루 wut
From 잉여 to the 인어
모두가 예상해 여기는 디브릿지
하지만 뭐 할 말 있겠니
난 그냥 씨부리지
It goes like na na na na na
and then it goes na na na na na
그래도 되지 그래도 듣긴 좋겠지
아침부터 모두 이럽니까
저녁까지 모두 이럽니까
나도 알아 나도 이러니까
달라질 거라고 잉여의 잉여의
잉여의 하루 잉여의 하루 wut
잉여의 하루 잉여의 하루 wut
잉여의 하루 잉여의 하루 wut
From 잉여 to the 인어"
948,Newgen Project Album - Jesus Is,두렴없네 (Whom Shall I Fear) (Feat. 김태홍),20170125,2017,"내 기도 들으신
주님은 내 노래
어둠도 주의 빛
감추지 못하리
두렴없네
내 발 아래 적을
상하게 하리
절망 속에서도
주 내 검과 방패
두렴없네
주 날 앞서 가시고
내 뒤에 계시네
천군 천사의 주님
내 곁에 계시네
영원히 다스리는
주는 나의 친구
천군 천사의 주님
내 곁에 계시네
주님은 나의 힘
오직 주님만이
날 구원 하시네
주 승리 하셨네
두렴없네 두렴없네
주 날 앞서 가시고
내 뒤에 계시네
천군 천사의 주님
내 곁에 계시네
영원히 다스리는
주는 나의 친구
천군 천사의 주님
내 곁에 계시네
또 나를 대적할 자 없네
온 세상 주 안에 있네
주님 약속 그 위에 서리
신실하신 주 하나님
나를 대적할 자 없네
온 세상 주 안에 있네
주님 약속 그 위에 서리
신실하신 신실하신
주 하나님
주 날 앞서 가시고
내 뒤에 계시네
천군 천사의 주님
내 곁에 계시네
영원히 다스리는
주는 나의 친구
천군 천사의 주님
내 곁에 계시네
주 날 앞서 가시고
내 뒤에 계시네
천군 천사의 주님
내 곁에 계시네
영원히 다스리는
주는 나의 친구
천군 천사의 주님
내 곁에 계시네
천군 천사의 주님
내 곁에 계시네"
949,Messiah,아낌없이 주는 나무 (Generous...),20020700,2002,"그대에게 하고픈 말
사랑해요
사랑한단 말 뿐이죠
왜 못 듣죠
내가 한 말
우리 서로 다른 길에
서있는 거겠죠
안돼 안돼
왜 아파만 해요
난 아무것도
그대의 모든걸
해줄 수가 난 없는데
오직 나만이 당신을
안아줄 수가 없는 걸
내가 할 수 있는 것이
아무것도 없는 비참한
앙상한 가지의 초라한
보잘것 없는 나의 존재
앙상한 마른 나일뿐
항상 너의 뒤에서
항상 너의 뒤에서
그립겠죠
그대 눈에 내가
비춰보이던 그때가

A time for us
커져만 가는
비참한 현실 go
꺼져만 가는
잿빛의 불씨 나의 존재
a time for us
그대에겐
내가 보이나요
난 아무것도
보이지 않는 걸
나의 마음 그리고 나
그리워요 그리워요
그대 눈에
내가 비춰 보이던 그때
사랑해요 사랑해요
그대 내겐
나의 마지막
사랑이겠죠"
950,"명상, 요가, 숙면, 불면증, 우울증 치료에 좋은 뮤직테라피 뉴에이지 피아노 ASMR Season 5",별과 별 사이에 (잔잔한 빗소리),20181222,2018,N/A
951,We Are Young & Free,Love Goes On,20130930,2013,"We found love that never runs dry
From the depths
To the sky
Eyes fixed on the One who knows no end
You stand strong for all of time
In the joy
In the trial
You are the Beginning and the End
Your love goes on
Your love goes on
Ever our heart will seek
Jesus in everything
From sky to ocean deep
Your love goes on
Through every rise and fall
We are forever Yours
One thing we know is sure
Your love goes on and on and on
From dawn break into the night
You're here with us
You're on our side
Your arms are forever open wide
You stand strong for all of time
In the joy
In the trial
You are the Beginning and the End
Your love goes on
Your love goes on
Ever our heart will seek
Jesus in everything
From sky to ocean deep
Your love goes on
Through every rise and fall
We are forever Yours
One thing we know is sure
Your love goes on and on and on
Love unfailing
Never shaken
Hope awakens in You
Love unfailing
Never shaken
Hope awakens in You
Love unfailing
Never shaken
Hope awakens in You
Love unfailing
Never shaken
Hope awakens in You
Ever our heart will seek
Jesus in everything
From sky to ocean deep
Your love goes on
Through every rise and fall
We are forever Yours
One thing we know is sure
Your love goes on and on and on
Ever our heart will seek
Jesus in everything
From sky to ocean deep
Your love goes on
Through every rise and fall
We are forever Yours
One thing we know is sure
Your love goes on and on and on"
952,L.O.V.E.,Love Me Like You Do (From &#34;Fifty Shades Of Grey&#34;),20160322,2016,N/A
953,First,그대 없인 난 늘 이별일텐데,20020313,2002,"내 전화없이 못 일어날 그댄데
어쩌면 오늘도 늦을텐데
수화길 매만지다가 그대 번홀 누르다
한숨처럼 끊는 날 모르겠죠

그댈 웃게 할 얘긴 더 필요없는데
이제 나만 웃게 하면 되는데
사진 속 그대가 그 곁에 행복한 내가
눈물 밖엔 줄게 없다 하네요

괜찮아질까요 점점 나아질까요
아직 그댈위해 해줄게 더 내겐 많은데
익숙해질까요 정말 잊혀질까요
숨을 쉬는것도 내겐 벅찬데

그대 방안에 내 사진 그대로인지
아니면 모두 다 버렸는지
자꾸만 생각날까봐 또 울게될까봐
빈 상자속에 담아보내요

우리 시간에 어제의 우린 없는지
그대 생일에 난 뭘 해야할지
다신 못 본다면 다시는 못볼꺼라면
조금만 더 머물 순 없었는지

괜찮아질까요 점점 나아질까요
아직 그댈위해 해줄게 더 내겐 많은데
익숙해질까요 정말 잊혀질까요
숨을 쉬는 것 조차 그대가 없어 힘든데

생각한것 처럼 안돼요 내 맘이 안돼요
차라리 그대가 와줄 순 없나요 내게

괜찮아질까요 점점 나아질까요
아직 살아가야 할 날이 더 내겐 많은데
익숙해질까요 정말 잊혀 질까요
그대 없인 난 늘 이별일텐데 -"
954,잠깐만요,잠깐만요 (Inst.),20161223,2016,N/A
955,"OWSLA Presents Eggnog, Vol. 1",Crank It (Feat. Lil Jon),20141216,2014,N/A
956,Who`s Got Your Love,Who`s Got Your Love,20190315,2019,N/A
957,Lenny Kravitz Greatest Hits,Mr. Cab Driver,20001024,2000,"mr cab driver
won't you stop to let me in
mr cab driver
don't you like my kind of skin
mr cab driver
you're never gonna win
mr cab driver
won't stop to pick me up
mr cab driver
i might need some help
mr cab driver
only thinks about himself
here we go

mr cab driver
mr cab driver
mr cab driver
mr cab driver
mr cab driver
don't like to way i look
he don't like
dreads he thinks we're all crooks
mr cab driver
reads too many story books
mr cab driver
pass me up with eyes of fire
mr cab driver
thinks we're all 165'ers
mr cab driver
fuck you i'm a survivor

oh yeah one more time

let me in

mr cab driver
mr cab driver
mr cab driver
mr cab driver"
958,그랬다,남자가 사는 이유,20050801,2005,"왜 사느냐고 묻지를 마라
당신이 더 잘 알잖아
눈물젖은 빵 아니면 바라지 마라
책 열권도 넘는 내 사연
산전수전 다 겪으며 걸어온 세월
불타는 열정으로 살아야했던
세상이 여기 있어 나는 또 산다
누구보다 사랑받고 폼잡고 싶은것이
남자가 사는 이유다

왜 사느냐고 묻지를마라
당신이 더 잘알잖아
원하지도 않으면서 만나야 했다
책 열권도 넘는 내 사연
이꼴 저꼴 다보면서 걸어온 세월
불타는 열정으로 살아야했던
세상이 여기있어 나는 또 산다
누구보다 사랑받고 폼잡고 싶은것이
남자가 사는 이유다"
959,Lyrics of Life,Goodbye (Feat. Snikk Davis),20130514,2013,N/A
960,Bossa Muffin (Part1),Agnes,20130613,2013,N/A
961,Believe Acoustic,Be Alright (Acoustic Version),20130129,2013,"Across the ocean
across the sea
Starting to forget the way
you look at me now
Over the mountains
across the sky
Need to see your face
I need to look in your eyes
Through the storm
and through the clouds
Bumps in the road
and upside down now
I know its hard to be
asleep at night
Don't you worry cause
everythings gonna be alright
Be alright
Through the long nights
and the bright lights
Don't you worry cause
everythings gonna be alright
Be alright
Through the long nights
and the bright lights
Don't you worry cause
everythings gonna be alright
Be alright
All alone in my room
Waiting for your
phone call to come soon
For you oh I would walk
a thousand miles
To be in your arms
holding my heart
Oh I oh I I love you
And everythings
gonna be alright
Be alright
You know that I care for you
I'll always be there for you
I promise I'll just
stay right here
I know that you want me
too baby we can make it through
Anything and everythings
gonna be alright
Be alright
Through the long nights
and the bright lights
Don't you worry cause
everythings gonna be alright
Be alright
Through the long nights
and the bright lights
Don't you worry cause
everythings gonna be alright"
962,Blue Light `Til Dawn,Tupelo Honey (Live In Europe/1994),20140505,2014,N/A
963,I Rock I Sweat I Dance,I Rock I Sweat I Dance (Mattias + G80`s Radio Edit),20111110,2011,N/A
964,Under The Mistletoe (Deluxe Edition),Christmas Eve (Album Version),20111031,2011,"I'm dreamin' tonight of a place I love
Even more then I usually do
And although I know it's a long road back
I promise you
I'll be home for Christmas
You can count on me
Please have snow and mistletoe
And presents under the tree
Christmas Eve will find me
Where the love light beams
I'll be home for Christmas
If only in my dreams
Christmas Eve will find me
Where the love light beams
I'll be home for Christmas
If only in my dreams
If only in my dreams"
965,Vauxhall And I (20th Anniversary Definitive Master),Billy Budd (2014 - Remaster),20140603,2014,N/A
966,Jupiter,Jupiter,20160518,2016,"Hot like fire
My desire
HipHop, Let's get riot
Calling 119
불러 이 동네로
SB always fire yeah
힙합정신
힙합정신
힙합정신
힙합정신
Go back to the 8 years ago
I called up to ma migo like
힙 합 정 신
다리아래 소년 드뎌 이뤄
무대 아래선 불러 what?
T O I G O
f*** like never ending
밤새도록 안끝나 마치 deux s***
우린 끈끈해 식구 s***
이 새끼들은 여전히 구식
힙합 한다는 **가 너 구찌
엄마 돈 빌려서 했자나 flexin
팔목에 새긴 Hephaestus s***
한군데 모아놓고 했어 smithing
uh, uh, feel like I'm dok2
연결해 고리
우리 뜨기 전엔 쳐 씹던 놈이
이젠 딴데가서 acting like know me
**들 쇼미
때 되면 힙합 박사 되지
성수동 와서 나한테 보내 message
now you can show me
Back in the stu 다시 뱉어 난 화염
Fire in the booth 이제 비가 내려
스프링클러 켜져 난 Take a shower
shower Let’s go
성수동에서 난 탔지 Tour bus
이 도시에서 자란 놈은 전국을 다녀
다시 한번 울려야지
Compilation album
준비됐지 덩크를 꽂아
마치 Vince carter
난 말했지 내 성공에 내 손목을 걸어
난 지금 Beast mode
볼륨을 올려 F*** the club up
Yeah 난 스테이지 위 날아
eeeh eeeh Dive해 마치 아이즈원
I just wanna rock
그냥 즐겨 나의 힙합 정신
힙합을 사랑하는 그녀는
엉덩이를 흔들었지
Came a long a way 여기 최고의 포백
듀스처럼 끝이 없어 All day
다음 타자 주피터는 준비해
Brrrat brrrrat locked and loaded
Hot like fire
My desire
HipHop, Let's get riot
Calling 119
불러 이 동네로
SB always fire yeah
힙합정신
힙합정신
힙합정신
힙합정신
what the f*** y' all talkin about
기어나와 어디선가
한국에 힙합은 망했다고 하던데
이제 돈이 안되면 꺼지던가
젊음을 걸었던 나한텐 삶인데
구경하던 **들이 전문가
전통을 이어 목소리 키워
신선함을 유지해 그게 내 위엄
울리는 808 늘 제대로 해 쌓이는 신뢰
쟤넨 렉카 유튜브 보고선
아는척 댓글 테러해
개, 돼지 거기에 섞이면
나 역시 개, 돼지
나는 내 삶으로 증명해내지
이게 내 태도지
인기는 한순간 위기는 잠깐
하지만 영원을 꿈꿔 내 창작
쇼미로 반짝한 래퍼들 노리던 한방
연예인 못 되니 잠수타
예술 뭐? 진심은 언제?
집중을 못하고 남들만 견제
힙합 범죄 아냐 나를 살렸기에
정신을 지켜 그게 내 현재
Hot like fire
My desire
HipHop, Let's get riot
Calling 119
불러 이 동네로
SB always fire yeah
힙합정신
힙합정신
힙합정신
힙합정신"
967,Taking All Bets,When You Say (Feat. Omarion),20170714,2017,N/A
968,그림,마부의 노래,20141120,2014,"큰 바퀴 마차를 몰고
모자엔 하얀 깃을 꽂고
한적한 숲길을 따라
아름다운 나의 그녀를 찾아
나 비록 가진 게 없고
이 몸과 내 마차뿐이지만
새들의 노랫소리에 맞춰
밤새 휘파람을 불며
나무로 된 궁전을 짓겠어요
어느 언덕에
잠자는 그녀를 깨워
창문에 흰 커튼을 묶고
한적한 숲길을 따라
벼가 익는 마을을 찾아
나 비록 가진 게 없고
이 몸과 내 마차뿐이지만
새들의 노랫소리에 맞춰
밤새 휘파람을 불며
나무로 된 궁전을 짓겠어요
어느 언덕에
과일들과 노래와
이야기들이 흐르는 저녁에
나의 허풍 속에 숨겨진
귀여움을 찾아내는 멋진 그대와
긴 밤의 촛불을 끄겠소
과일들과 노래와
이야기들이 흐르는 저녁에
나의 허풍 속에 숨겨진
귀여움을 찾아내는 멋진 그대와
긴 밤의 촛불을 끄겠소
촛불을 끄겠소
촛불을 끄겠소
촛불을 끄겠소
촛불을 끄겠소"
969,Old,Kush Coma (Feat. A$AP Rocky & Zelooperz),20131001,2013,N/A
970,Head Or Heart,Sea Of Lovers,20140401,2014,"A certain type of wind has swept me up
But till it’s found each bone
I, I’m overcome
There is an icy breath out escapes my lips
And I am lost again
A certain type of darkness is stalling me
Under a quite mask of uncertainty
I wait for light like water from the sky
And I am lost again
In the sea of lovers without ships
A lovers without sign
You’re the only way out of it
A sea of lovers losing time
A lovers losing hope
Will you let me follow you
Wherever you go
Bring me home
A certain type of silence is filled my voice
A scream beneath the water make no noise
All my prayers gone quiet and never heard
And I am lost again
In the sea of lovers without ships
A lovers without sign
You’re the only way out of it
A sea of lovers losing time
A lovers losing hope
Will you let me follow you
Wherever you go
Bring me home
A certain type of wind has swept me up
But till it’s found each bone
I, I’m overcome
There is an icy breath out escapes my lips
And I am lost again
In the sea of lovers without ships
A lovers without sign
You’re the only way out of it
A sea of lovers losing time
A lovers losing hope
You’re the only way out of it
A the sea of lovers without ships
A lovers without sign
You’re the only way out of it
A sea of lovers losing time
A lovers losing hope
Will you let me follow you
Wherever you go
Bring me home"
971,4eva Na Day [Road Less Traveled Edition],Man On Fire,20160304,2016,N/A
972,Michael,Hold My Hand,20101214,2010,N/A
973,Coffy,Brawling Broads,20170321,2017,N/A
974,나의 유감스러운 남자친구 OST,Warm Bossa,20150526,2015,N/A
975,아늑하게 흘러가는 어두운 밤 (감성 피아노),행복이 있는 곳,20180320,2018,N/A
976,Buddy Defranco And Oscar Peterson Play George Gershwin,I Was Doing All Right,20151023,2015,N/A
977,Garion 2,복마전,20101026,2010,"언젠가 이 도시가 날
삼킬거야 분명해
결국 난 그 녀석의 뱃속에서
뻔한 운명의 굴레를 저주하며
사라지고 말거야
구원의 손길을 바랄지 모르지만
누군가 등을 밀며
자꾸 나를 밀어내
선을 넘는 순간
가진 모든 것을 잃었네
살아남는 것만이
존재의 댓가라면
우린 왜 이곳에
계속 남아 있는 것일까
어설프게 나는 누군가를 흉내냈어
속내도 감춰봤어
정말 효과적야 애써
펜을 닫으며 자리를 일어나기도 했어
사람과의 만남은
도시의 성과 중 하나
다들 때론 나이와 위치
감정의 치우침을 연기해 충실해
실패로 만난 첫 번째의 세상
역할 불이행 난 느끼겠지
오만과 거친 그 녀석을
피하고만 싶어
불을 보듯 모든 것은 뻔하고
아는 것은 여지없이 변하고
작은 돌을 던진 그가 떠나면
남은 것은 피를 부를 복마전
길거리에 남은 것은 없다고
시를 부른 나그네를 벌하고
낮은 목소리가 이제 커지면
악마들만 살아남은 복마전
그 녀석의 옆구리에
내 칼을 박고 싶었네
난 감은 눈을 뜨고
널 똑바로 보고 기뻤네
날 길러낸
도심의 밑바닥 검은 인터넷
이 계획을
실천해 난 니가 키운 킬러네
조금만 더
진정해 그는 니 존재를 지웠네
조직원을 길러내
더 많은 힘이 실렸네
기다림은 지겹게
내 인내를 시험해
일어서라 침묵의 힘이
내게 소리 질렀네
이 세상 성실하게 사는건
너무 힘겹네
결국은 접한 삶에 대한
답변은 잔인해
역할 불이행 세상과의 만남 인해
도대체 왜 이 지경까지
답답함이 저미네
한동안 방황 끝에 알게된 나와 같은
처지의 사람들이 모이는
비밀의 장소같은
그들은 서로를 위해
이곳을 벗어나가 같은
새 세상 만들려해
절망의 일상과 다른
불을 보듯 모든 것은 뻔하고
아는 것은 여지없이 변하고
작은 돌을 던진 그가 떠나면
남은 것은 피를 부를 복마전
길거리에 남은 것은 없다고
시를 부른 나그네를 벌하고
낮은 목소리가 이제 커지면
악마들만 살아남은 복마전
난 말이지 그 녀석에게
묻고만 싶었어
왜 내게 그러냐고
허나 동료는 미쳤어
이상해 몇몇 이들은 목적을 잃었어
나와 다른 생각이었나
진정 이게 탈출구였나
그저 나를 아냐고 묻고만 싶었는데
어느새 도망가 버리네
그리곤 작전 실패
처음 그가 나에게 했던 말이
다시 생각나
일을 마치고 가자던 약속의 장소
빌어먹을
이 세상이라는 큰 문에
내 주먹을 질러 흥분돼
난 준비된 작전대로
모든 걸 걸은 내 슬픔에
난 꿈꾸네 충분해
꼭 갈 수 있어 그 끝에
날 흔들 때 꿈에서 깨
현실은 날 끌어내
그 중심에 난 서 있네
복수는 계획대로
내 칼의 날은 서있네
잔인한 새벽에도
이 포위망을 벗어나서 난
그 녀석을 쫓아가서
내 손에 잡힌 것으로 난
그 녀석의 가슴팍에
불을 보듯 모든 것은 뻔하고
아는 것은 여지없이 변하고
작은 돌을 던진 그가 떠나면
남은 것은 피를 부를 복마전
길거리에 남은 것은 없다고
시를 부른 나그네를 벌하고
낮은 목소리가 이제 커지면
악마들만 살아남은 복마전"
978,Bird Flu,Bird Flu,20180411,2018,N/A
979,I Don`t Want To Open The Window To The Outside World,Pire,20150803,2015,N/A
980,공부와 수험생을 위한 상큼한 힐링 음악 (클래식 피아노),Jeux d`eau,20141112,2014,N/A
981,골든 베스트,구름 나그네,19880101,1988,"가다 말다 돌아서서 아쉬운 듯 바라본다
미련없이 후회없이 남자답게 길을 간다
눈물을 감추려고 하늘을 보니 정처 없는
구름나그네 어디로 가는걸까 아무말도 하지않고
부는 바람 새소리에 고개 너머 님 찾으러

눈물을 감추려고 하늘을 보니 정처 없는
구름나그네 어디로 가는걸까 아무말도 하지않고
부는 바람 새소리에 고개 너머 님 찾으러"
982,마비노기 영웅전 시즌 2 OST,Super Hero (I Want Action),20120809,2012,"내 안엔 두려움이 없어
No one can't stop
멈출 수 없어
휘몰아 치는 폭풍처럼
I Wanna Go
I Want A Fiction
I Want Action
I Want Action
그 무엇도 날 막을 수 없어
I Want Action
내 안엔 흔들림이 없어
I'm in control
멈출 수 없어
휘몰아 치는 폭풍처럼
I Wanna Go
I'm The Super Power
I Want Action
I Want Action
그 무엇도 날 막을 수 없어
I Want Action
I Am The Pain
I'm The Super Power
I'm In Control
I'm The Super Power
Super Hero
Super Hero
Super Hero
I Want Action
I Want Action
그 무엇도 날 막을 수 없어
I Want Action
I Want Action
I Want Action
그 무엇도 날 막을 수 없어
I Want Action
I Am The Pain
I'm The Super Power
I'm In Control
I'm The Super Power
I Am The Pain
I'm The Super Power
I'm In Control
I'm The Super Power"
983,Joan Sutherland - Complete Decca Studio Recitals,Massenet: Pens&#233;e D&#39;Automne,20111003,2011,N/A
984,Black (On The Low Down),Black (From The Waist Down) (Tonny Club Mix),20131126,2013,"I'm black from the waist down
black from the waist down
남들보다 빠른 눈치 때문에
한방에 나오는 점괘
뾰족한 코 실리콘 냄새 Louibag
돈좀 밝히는 성괴
하루 시작은 강아지와 산책 끝은
클럽으로 향하는 강남 스타일
난 파스타 같은건 먹지도 않어
소주나 해 안주는 감자탕
니 가슴보다 더 빵빵한 지갑
공무원 아니면 대기업 집안에
격하게 흥분하지 세대차이 성품
필요없고 외제차
난 홀쭉한 인생 경차 끌어도 내
여자 만큼은 뜨겁게 끓여
침대 위 전투력은 Teken Tag
넌 여름에 개처럼 헥헥돼
방한칸 짜리 월세 당연히
없지 Mercetes
Aberkrombi Dorce 보단
Nikey Jordon 도배 근데
난 돈으로 절대 못사는 물건 있어
자연산 볼래
I'm black from the waist down
black from the waist down
Put your hands down
fly your hands baby
Put your hands down
fly your hands
Put your hands down
fly your hands baby
Put your hands down
fly your hands
세상 돌아가는 꼴 말고 넌
신상에 미친 무식한 애
겉모습은 있는 척 해도 내면은
항상 궁핍하네
감히 니가 누굴 비판해 Bill Bill
거려서 무릎이 까매 진
다리는 항상 늘씬 하지만 니 삶은
늘 지하지
남자 번호 낚는 낚시광 어장엔
죄다 은갈치만
그 형 돈이 많아 좋을 것 같지만
그게 니꺼냐 착각 하지마
난 홀쭉한 인생 경차 끌어도
내여자 만큼은 뜨겁게 끓여
고르고 골라봐라 백퍼센트 넌
사랑에 빠져도 세컨돼
방한칸 짜리 월세 당연히
없지 Mercetes
Aberkrombi Dorce 보단
Nikey Jordon 도배
방한칸 짜리 월세 당연히
없지 Mercetes
Aberkrombi Dorce 보단
Nikey Jordon 도배
도배 도배 도배 도배 도배
근데 난 돈으로
절대 못사는 물건 있어
자연산 볼래
I'm black from the waist down
black from the waist down"
985,Re:verse,Hate Me (Feat. 학도병),20140805,2014,N/A
986,Shall We Dance?,Let Yourself Go,20021001,2002,N/A
987,기분전환을 위한 피아노클래식 13,Grieg : Peer Gynt Suite No.1 Op.46 - I. Morning Mood (그리그 : 페르귄트 모음곡 1번 작품번호 46 - 1번. 아침 기분),20141114,2014,N/A
988,Caught In The Middle (feat. Chanelle) [Mixes],Caught In The Middle (feat. Chanelle) [Eric Kupper Remix],20190906,2019,N/A
989,My Everything (Deluxe),Just A Little Bit Of Your Heart,20140825,2014,"I don't ever ask you
where you've been
And I don't feel the need
to know who you're with
I can't even think straight
but I can tell
That you were just with her
And I'll still be a fool
I'm a fool for you
Just a little bit of your heart
Just a little bit of your heart
Just a little bit of your heart
is all I want
Just a little bit of your heart
Just a little bit of your heart
Just a little bit is all
I'm asking for
I don't ever tell you
how I really feel
Cause I can't find the words
to say what I mean
And nothing's ever easy
that's what they say
I know I'm not your only
But I'll still be a fool
Cause I'm a fool for you
Just a little bit of your heart
Just a little bit of your heart
Just a little bit of your heart
is all I want
Just a little bit of your heart
Just a little bit of your heart
Just a little bit is all
I'm asking for
Just a little bit
Mmm yeah yeah yeah yeah
I know I'm not your only
But at least I'm one
I heard a little love
Is better than none
Oh babe
Just a little bit of your heart
Just a little bit of your heart
Just a little bit of your heart
is all I want
Just a little bit of your heart
Just a little bit of your heart
Just a little bit is all
I'm asking for
Just a little bit of your heart
Just a little bit of your heart
Just a little bit of your heart
is all I want
Just a little bit of your heart
Just a little bit of your heart
Just a little bit is all
I'm asking for"
990,Tokyo Luxury Lounge Spring Covers,Kid (The Pretenders),20130313,2013,N/A
991,봄바람이 미소지을 때,위로 받고 싶은 날,20170426,2017,N/A
992,아이와 함께 공감하는 인기동요 BEST 100,참 좋은 말 (MBC 창작동요제 대상 수상곡),20180702,2018,"사랑해요 이 한마디 참 좋은 말
우리 식구 자고 나면 주고받는 말
사랑해요 이 한마디 참 좋은 말
엄마 아빠 일터 갈 때 주고 받는 말
이 말이 좋아서 온 종일 신이 나지요
이 말이 좋아서 온종일 일 맛나지요
이 말이 좋아서 온종일 가슴이
콩닥콩닥뛴데요
사랑해요 이 한마디 참 좋은 말
나는 나는 이 한마디가 정말 좋아요
사랑 사랑해요"
993,In Stardom,Party On!,19990100,1999,N/A
994,This Life (Feat. Roxanne Emery),This Life (Feat. Roxanne Emery),20180504,2018,N/A
995,Liquored Up And Laquered Down,I Learned To Dance In Mississippi,20001031,2000,N/A
996,Battered Bruised & Bloody,Overtime (Feat. Sebastian Reynoso & KYLE),20180413,2018,"Overtime overtime
Is she really yours or is she mine
Is she driving yours or is it mine
Money on my mind
fuck your bitch a million times
I was already in it
your shit lookin' rented
And a ho she know-ow-ows
I'm the man of the city
And she has the right to know-ow-ow
she might make an appearance
A weekend in Paris
So I wait 'til my face numb
Oh oh oh
backin' up the blue chips
Oh oh oh
always focused on a newbitch
Oh oh oh
better off with yo bitch
Overtime overtime
Is she really yours or is she mine
Is she driving yours or is it mine
Money on my mind
fuck your bitch a million times
Gonna hit it like a salt mine yeah
Do you need a little more time
Pick you up in a new ride yeah
I could hook you up with a new life
Haha yeah
Things he can't do ayy
I make dream come true ayy
I could get you in the mood ayy
Ooo ayy
You know what to do ayy
Baby make the mood ayy
Is she yours or mine
I wish I knew ayy
Overtime overtime
Is she really yours or is she mine
Is she driving yours or is it mine
Money on my mind
fuck your bitch a million times
I was already in it
your shit lookin' rented
And a ho she know-ow-ows
I'm the man of the city
And she has the right to know-ow-ow
she might make an appearance
A weekend in Paris
So I wait 'til my face numb
Overtime overtime
Is she really yours or is she mine
Is she driving yours or is it mine
Money on my mind
fuck your bitch a million times
I was already in it
your shit lookin' rented
And a ho she know-ow-ows
I'm the man of the city
And she has the right to know-ow-ow
she might make an appearance
A weekend in Paris
So I wait 'til my face numb
I'm on on on"
