id,album_name,song_name,issue_date,year,lyrics
645,크리스마스잖아요,크리스마스잖아요,20151210,2015,"눈을 떠요 그대
크리스마스잖아요
밖을 보면 이렇게
하얀 눈이 내려오는데
하얗게 덮인 세상을 보며 우
괜히 더 뛰는 심장
주체할 수 없어요 이 기분
잠깐만이라도 나가서
눈이라도 맞고 싶어
오늘만은 보기 싫어요 케빈
나 홀로 집에 있긴 싫어
잠깐 하던 일을 멈추고
즐기는 거 어때요
시간은 기다려 주질 않죠
크리스마스에는 모두가 친구죠
I just wanna be a good friend
I just wanna be a good friend
크리스마스에는 모두가 함께죠
I just wanna be a good friend
뭘 해야 될지를 몰라
오는 게 두려운 이 날
급하게 애인이라도 만들까
아님 티비나 볼까
뜨끈한 방바닥 대신 머플러
준비됐으니 날 불러 줘
썰매를 타고 눈 사이로 달려 볼게
창 밖엔 눈이 수북하게 쌓이고
귓가엔 종소리 울려퍼지고
혼자라 외로워 마
내가 돼 줄게
I just wanna be a good friend
가자 북적이는 명동 거리
저기 들리는 마음의 소리
모든 곳이 아름답게 빛나는 날
Today 지
오늘만은 보기 싫어요 케빈
나 홀로 집에 있긴 싫어
잠깐 하던 일을 멈추고
즐기는 거 어때요
시간은 기다려 주질 않죠
크리스마스에는 모두가 친구죠
I just wanna be a good friend
I just wanna be a good friend
크리스마스에는 모두가 함께죠
I just wanna be a good friend
눈을 떠요 그대
크리스마스잖아요
밖을 보면 이렇게
하얀 눈이 내려오는데
하얗게 덮인 세상을 보면
외로워 마요 더 좋은 날
금방 올 테니까
크리스마스에는 모두가 친구죠
I just wanna be a good friend
I just wanna be a good friend
I just wanna be a good friend
크리스마스에는 모두가 함께죠
I just wanna be a good friend"
646,Toy Story 4 (Originalnyi saundtrek k a/f (Kazakhskaya versiya)),You&#39;ve Got a Friend in Me (From &#34;Toy Story 4&#34;/Soundtrack Version),20190712,2019,N/A
647,Provance,Grasse,20070711,2007,N/A
648,Come On Now (Set It Off) (Radio Edit),Come On Now (Set It Off) (Radio Edit),20140422,2014,"Holding on friends around
All together searching for a way out when it's time
We will know or we'll lie
Grant us no second try
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Do we know where is love Has it gone
Do we set to move on in the wind
As it loves in my heart says the next, tumble on
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off
Holding on friends around
All together searching for a way out when it's time
We will know or we'll lie
Grant us no second try
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off
Set it off I suggest now
Set it off I suggest now
Set it off
Come on now, set it off"
649,"우리아기의 첫 번째 태교음악, 잔잔한 어린이 클래식",Clementi : Piano Sonatine No.1 In C Major Op.36 - III. Vivace (클레멘티 : 피아노 소나티네 1번 다장조 작품번호 36 - 3악장),20180704,2018,N/A
650,따뜻한 울림,Maybe Sweety,20140221,2014,N/A
651,Overdose (Feat. Chris Brown),Overdose (Feat. Chris Brown),20180803,2018,"Oh woah, ooh
Oh, oh, eh

Verse 1: Chris Brown, AGNEZ MO & Both
You know why I'm going crazy
Because of you, only you, I
Hypnotized, you got me mesmerized with the thought of you
I'm in awe of you, oh
She's my medication for my heartbreak
Oh, I need her
She rehabilitates me
But I'm still addicted, yeah, to her

Pre-Chorus: Chris Brown & Both
Living life blind but my top down, my roof missing
This kind of love only comes around in a lifetime, I can't miss it
This ain't no typical, ordinary scenario
I can't control you know

Chorus: AGNEZ MO, Chris Brown & Both
When opposites attract, I overdose, yeah, ah ooh
I took too much of your love, I overdose, yeah, ah
Girl, your sex is a drug, faded floating
Feeling like, ooh hey
Ooh woah, ooh I-I-I-I, I over-I overdose
Ooh-oh-oh I overdose
Every time I do you baby girl, I overdose
I overdose

Verse 2: Chris Brown, AGNEZ MO & Both
You know why I'm going crazy
Because of you only you, I
Hypnotized, you got me mesmerized with the thought of you
I'm in awe of you
He's my medication for my heartbreak
Oh, I need her
She rehabilitates me
But i'm still addicted, yeah, to her

Pre-Chorus: Chris Brown & Both
Living life blind but my top down, my roof missing
This kind of love only comes around in a lifetime, I can't miss it
This ain't no typical, ordinary scenario
I can't control, you know

Chorus: AGNEZ MO, Chris Brown & Both
When opposites attract, I overdose, yeah, ah, yeah, yeah, yeah
I took too much of your love, I overdose, took too much of your love, I overdose, ah
Girl, your sex is a drug, faded floating
Feeling like, ooh
Ooh woah, ooh I-I-I-I, I over-I overdose
Ooh-oh-oh I overdose, I overdose
Every time I do you, baby girl, I overdose
I overdose

Outro: AGNEZ MO
I just wanna make you feel good
I'ma be your painkiller
Oh, I just wanna make you feel good
Lemme be your painkiller
Hahahaha, that's what I'm gonna do"
652,She Burns,She Burns,20160226,2016,N/A
653,1sec,"1sec (Feat. ZonnaStrong, Opet (오펫), Sky Blue, likeenos)",20190806,2019,"출발점은 1초 늦게
조져놔도 간지 래핑
네가 몰라 하던 놈이
어느샌가 입지다져
누굴 비교 그냥 나는
저기 위에 레벨 다름
메이저도 데리고 와
그냥 싹 다 이겨버림
better than 내
음악성임
따라나와
넌 항상 혼자서
방구석에
틀어박혀
휴대폰만
만지작 해
그런 거는 버는 짓도 못해
버즈같이 몸값 올리는 게
내가 매일 랩을 하는 이유
출발점에서 올라가 봐
올라가 봐야지 바라봤던
그곳을 봐야지 만족했던
지난달 대구도 내게는
만족이 안돼서 서울로 올라왔던
일들 미루고 시작
떡상 해놓고 쉬자
비싼 것들만 신자
출발점에서 hup ay
나는 대기 떡상대기 중
대기해봐 시작도 못해
내기하면 빼기 바빠
시작도 못해 잡종이야
그런 것들 관 섞지 않아 난
young blood
feel it 꼰대형
님들 허리 디스크 뽀각 ay
aye calm down
and i told you to relax
넌 아무리 랩 해 봐도
넌 박근혜 난 실세
방향이 다르니 욕해봤자 말 안 듣네
깃발 올라가면 너희들 차체는
함몰 그릇이 달라 애초에
내가 말했지 난 빛이야
비싼 옷 안 입어도 빛나
비싼 후광이 비칠 뿐
그 빛 너에게 도달하는 시간 1초야
나 랩 랩 랩 하니 빛 보여
내 목소리 뚫어
이웃집의 thin door
넌 치킨 한 마리 시켜 구경
take that 받아라
탄탄한 기본의 yeah
NO.1이 아닌 Only one my chemistry
절대 고민하지 않았기에
여기에 남아있지
뒤도 돌아보지 않아 미안해 나머진
결국 내가 거머쥔
microphone에 대한 대가
더 높이 turn up check on the mic
I made it 무대 위
위 공기 다 채워 내 랩으로
Checkmate I'm the best 더 늦기엔
내가 느낀 1위는 OG K
hip hop in the classic
내 keeping 1순위 pick
아마 나 돌아가진 못할 것 같아
랩에 내 랩을 걸었고 내 마음속 깊이
자리 잡은 uneducated swag
거긴 범생이던 더벅머리와는
다른 곳이었네
비트가 나를 타 rhyme attack
뒤로 빼지 말고 받아 one two jab
난 가라 가라 하면 안 가 각설이
발성 더 각성 더 잘 들리는 point
밖에 나가 놀자 하면 다음에 놀게
Do it now check it sounds
꿈이 가까이 왔어
All we do need is 1 sec
아이러니하게 스타트 라인에서 춤춰
ya ya
All we do need is 1 sec
너희 배 아프게
우리들 선에서 뿜빠이
ya ya
All we do need is 1 sec
we do need is 1 sec
we do need is 1 sec
All we do need is 1 sec
we do need is 1 sec
we do need is 1 sec
잘 기억해 이젠 네가
아무것도 아닌 게
들통날 때 더는
의미 없는 가살 쓰는 게
넌 쪽 팔린 줄 알아 구린 건 덮어 난
밥 먹듯이 쟤넬 먹어 잘 봐
이젠 덕소 나는 개 짖어볼게
물론 아냐 창모가
재발해라 타임 어택
난 걸릴 것 같아 탈모가
가친 인정 벌어갈게 pay
Gonna bang
쟤네 갱 놀이 baby
AY
I didn't hate you know
what AM I AY
밟아 stop it 밝아
parking play with homies
달은 커짐 밤은 길지
killin' track this
어중간 래퍼들 제외 또 하지
어제완 다르게 다른 걸 해
변한 건 나쁜 넌 copy를 해
너는 티를 내 티를 내
killing it killing it
외계어 구사해 녹음 전엔
I've been do rappin' for a year
AY
트랩에서 붐뱁 더 해 ay
쟤네 수준 안 맞네
시작은 달라 불공평해
I can never get enough of it
안 봐도 너넨 다 알지 ay
Bad boy 해 나쁜 짓
Gang shit 라임 하나 안 맞지 ay"
654,The Complete Fantasy Recordings,"Hi Lili, Hi Lo (For Ellaine) (Album Version)",20150804,2015,N/A
655,Voices,Dreamer,20191001,2019,N/A
656,True Love Is (Part.3),I Need Romance (로맨스가 필요해),20170123,2017,N/A
657,TV Animation 「BAKUMATSUクライシス (바쿠마츠 크라이시스)」 OP&ED,Brave Rejection (TV Size) - TV 애니메이션 「바쿠마츠 크라이시스」 OP 테마,20190404,2019,"Faith in my blaze, Faith in my eyes.
静かな夜明けを
Faith in my blaze, Faith in my eyes.
つまらない現実(リアル)
壊せ　先へ　進め
ここからRejection!

囚われた世界　音も無く
崩れ去ってくような　荒んだ狂気
ぶつかる　正義の定義
誰もわからない　確かな答え

虚無のCountdown
何を　取り戻せたのか　Breaking
逃げ出すだけじゃ
何も始まらない　Bravery
Restarting, Bring it on!

叫べ今を　刻め明日を
失くした記憶でも　魂が憶えてるんだ
砕けた時空(とき)が　証明したのは
変えようのない　強い絆
振り返ることはない
前だけ見つめていけ
有限の未来だって
面白くしてやろうぜ
鎖(ためらい)ごと　斬り裂け　Allows
これからだ　Distended Aspiration!"
658,Prism,好きだったんだ / Sukidattanda (좋아했던거야),20160128,2016,N/A
659,My Empire,My Empire,20180506,2018,N/A
660,그 어떤 미사여구보다 더 아름다웠던,그 어떤 미사여구보다 더 아름다웠던,20181224,2018,"밤하늘을 가로지르며
날아간 혜성에게 묻는다
나를 데려가지 않으련
그녀의 목소릴 듣고 싶거든
밤하늘을 가득 메운
작은 별들의
노랫소리에 나는 놀라
잠에서 깨어
그녀에게 마음을 전해본다
그녀에게 내 마음을 전해본다
그 어떤 미사여구보다 더
아름다웠던
그녀의 진심의 한마디가
너무나 듣고 싶어
구름 위에 달에게
살며시 난 물어본다
내 마음을 전해줘
진심을 전해주세요
드넓은 저기 밤하늘에
나의 작은 비밀을 묻어본다
아무도 모르게 조용히
별들과 나만의 비밀약속
밤하늘을 가득 메운
작은 별들의
노랫소리에 나는 놀라
잠에서 깨어
그녀에게 마음을 전해본다
그녀에게 전해본다
그 어떤 미사여구보다 더
아름다웠던
그녀의 진심의 한마디가
너무나 듣고 싶어
구름 위에 달에게
살며시 난 물어본다
내 마음을 전해줘
진심을 전해주세요
내 마음속 꼭 간직했던
전하고 싶었던 진심의 한마디"
661,하늘에 띄울까 - 도전에 반하다 OST Part.4,하늘에 띄울까,20151119,2015,"내 꿈은 말야 조금 소박해
하나씩 이루어 질때면
너무 좋아 너무 좋아
너를 만나고 꿈이 커졌어
이뤄질 수 없어도 좋아
너의 사랑받는 일
사랑해 하늘에 띄울까
바람결에 날려볼까
새들에게 부탁할까
사랑해 널 사랑해
내 맘을 잘알고 있잖아
너는 다 알잖아
행복의 메아리되어
내 사랑을 느끼면 돼 너는
네 생각으로 설레였다고
이 모든 마음을 담아서
뭐라고 말을 할까
사랑해 하늘에 띄울까
바람결에 날려볼까
새들에게 부탁할까
사랑해 널 사랑해
내 맘을 잘알고 있잖아
너는 다 알잖아
행복의 메아리되어
내 사랑을 느끼면 돼 너는
하늘 위에 사랑의 빛
가득 물들었어
사랑보다 예쁜 우리의 모습 위로
사랑해 하늘에 띄울까
바람결에 날려볼까
새들에게 부탁할까
사랑해 널 사랑해
내 맘을 잘알고 있잖아
너는 다 알잖아
행복의 메아리되어
내 사랑을 느끼면 돼 너는"
662,Machine,Machine,20170613,2017,"Am I out of my head
Am I out of my mind
If you only knew
the bad things I like
Don't think that
I can explain it
What can I say
it's complicated
No matter what you say
Don't matter what you do
I only wanna do
bad things to you
So good
that you can't explain it
What can I say
it's complicated
Nothing's that bad
If it feels good
So you come back
Like I knew you would
And we're both wild
And the night's young
And you're my drug
Breathe you in 'til my face numb
Drop it down to that bass drum
I got what you dream about
Nails scratchin' my back tatt
Eyes closed while you scream out
And you keep me
in with those hips
While my teeth sink
in those lips
While your body's giving me life
And you suffocating my kiss
Then you said
I want you forever
Even when we're not together
Scars on my body
so I can take you wherever
I want you forever
Even when we're not together
Scars on my body
so I can look at you whenever
Am I out of my head
Am I out of my mind
If you only knew
the bad things I like
Don't think
that I can explain it
What can I say
it's complicated
No matter what you say
Don't matter what you do
I only wanna
do bad things to you
So good
that you can't explain it
What can I say
it's complicated
I can't explain it
I love the pain
And I love the way your breath
Melts me of novacaine
And we are
Always high
Keep it strange
Okay yeah I'm insane
But you the same
Let me paint the picture
Couch by the kitchen
Nothin' but your heels on
Losing our religion
You're my pretty little vixen
And I'm the voice
inside your head
That keeps telling you
to listen to all the bad things I say
And you said
I want you forever
Even when we're not together
Scars on my body
so I can take you wherever
I want you forever
Even when we're not together
Scars on my body
so I can look at you whenever
Am I out of my head
Am I out of my mind
If you only knew
the bad things I like
Don't think
that I can explain it
What can I say
it's complicated
No matter what you say
Don't matter what you do
I only wanna
do bad things to you
So good
that you can't explain it
What can I say
it's complicated
The way we love
is so unique
And when we touch
I'm shivering
And no one has to get it
Just you and me
Cause we're just living
Between the sheets
I want you forever
Even when we're not together
Scars on my body
so I can take you wherever
I want you forever
Even when we're not together
Scars on my body
so I can look at you whenever
Am I out of my head
Am I out of my mind
If you only knew
the bad things I like
Don't think
that I can explain it
What can I say
it's complicated
No matter what you say
Don't matter what you do
I only wanna
do bad things to you
So good
that you can't explain it
What can I say
it's complicated"
663,Pianissimo,Tamptation,20050422,2005,"불빛 낮춘 바 미니스커트
무릎까지 올린 니삭스
요염하게 걸어 들어가 바툴에 올라앉아

훔쳐보는 시선 탐하는
그 눈빛 알면서 모르는 척
짧은 게임 끝내기전에
Feel me It's Saturday night

Babe let's party tonight
밤이 새도록 오늘 이 밤만
Wait Don't hurry that much
천천히 오래 은근하게 빠져들도록

불빛 흐린 등 감싸오르는
담배연기 사이로 보이는
콧날 비스듬히 몸을 비틀고
흐르며 멈춰서며

훔쳐보는 시선 탐하는 그 눈빛
알면서 모르는 척
짧은 게임 끝내기전에
Feel me It's Saturday night

feat Donnie Go Go

Honey go tell your boys
I ain't having none of that
We coming through this club like we amtrack
Doing this night life like we got nine lives…
We got nine goys that'll clap your life…

See the whites in your
eyes you smoke free…
I smoke trees in the V.I.P
I'm OG any girl I fancy
I'mma drop her panties…
In astall, in a car or by the bar…

훔쳐보는 시선 탐하는
그 눈빛 알면서 모르는 척
짧은 게임 끝내기전에
Feel me It's Saturday night

Babe let's party tonight
밤이 새도록 오늘 이 밤만
Wait Don't hurry that much
천천히 오래 은근하게 빠져 들도록 -"
664,The Good Movie Music,A Winter Story,20150119,2015,N/A
665,Discover Instrumental Music Vol. I,Bach : French Suite For Keyboard No.1 In D Minor BWV.812 - IV. Menuets I And II,20080801,2008,N/A
666,The Savoy 10-inch LP Collection,Chasin&#39; The Bird,20200228,2020,N/A
667,Pollini / Schubert,"Schubert: Fantasy In C Major &#34;Wanderer&#34;, D. 760 - 1. Allegro con fuoco ma non troppo",20131104,2013,N/A
668,Wagner: Lohengrin: Prelude To Act 1; Siegfried&#39;s Funeral March; Parsifal: Prelude & Good Friday Music,Wagner: Lohengrin - Prelude Act I,20140616,2014,N/A
669,스타로부터 스무 발자국 OST,Desperation,20140429,2014,"Maybe you're where
you're supposed to be
Safely kept between the crowd
But you're looking for
a reason to break free
Seems like you want to scream
but your voice is never too loud
You gotta let it out
Bust the roof
and tear down the walls
It's what it's all about
It's your life it's your life
It's your life it's your life
We all need we all need we all need
we all need a little desperation
Can I have can I have can I have
can I have a little desperation
Do you want do you want do you want
do you want a little inspiration
Everyone everyone everyone really
needs a little desperation
Maybe it cost you everything
But you're looking all around
and the only one left is you
Now the clock is in full swing
At the finish line
you can't say you never knew
You gotta let it out
So much worse
if you just try now yeah
You gotta let it show yeah
Take a chance take a chance
A chance
We all need we all need we all need
we all need a little desperation
Can I have can I have can I have
can I have a little desperation
Do you want do you want
do you want a little inspiration
'Cause everyone really needs
really needs really needs
Oh yeah
Oh no no
Yeah
So hey love don't you ever give up
Go just a little harder
Just a little harder
We gotta make it
through the stormy weather
one day it's gonna get better
So hey love don't you ever give up
Go just a little harder"
670,2007 Special Day,Romantic Sunday,20071009,2007,"랄랄 랄랄랄 랄랄랄라
Romantic Sunday
랄랄 랄랄랄 랄랄랄라
그댄 언제나 나의 휴일
가슴 속 가득 채운 말 사랑해
눈을 감아도 그 눈빛 그 미소
그 향기 그대란 사람뿐
세상 모두 다 가진 기분
정말 날아오를 것 같아
따사로운 봄날처럼
사랑은 다가와
눈가에 번진 미소처럼
나지막히 샤랄랄라
들뜬 맘에 불러보는
나의 사랑의 세레나데
랄랄 랄랄랄 랄랄랄라
Romantic Sunday
랄랄 랄랄랄 랄랄랄라
그댄 언제나 나의 휴일
그대를 만난 운명에
감사해 나 약속할게
사랑과 낭만이 가득한
추억만 줄 것을

거울에 비춰보는 모습
설레임에 또 웃음 짓고
입었던 옷 다시 벗고
다른 옷 걸치며
날 닮은 인형을 사갈까
아님 예쁜 꽃을 살까
깜짝 놀랄 그댈 생각하면
너무나 행복해
랄랄 랄랄랄 랄랄랄라
Romantic Sunday
랄랄 랄랄랄 랄랄랄라
그댄 언제나 나의 미소
가슴 속 가득 채운 말
보고파 눈을 감아도
그 눈빛 그 미소 그 향기
그대란 사람 뿐
랄랄 랄랄라 그댄 항상
Romantic Sunday
랄랄 랄랄라 영원토록
그대를 사랑해"
671,"Back to Life (from ""Bumblebee"")","Back to Life (from ""Bumblebee"")",20181102,2018,"'Cause I'm bringing you back to life
Our love's enough
Transcending us through
space and time
It's holding up
It keeps you and me intertwined
What's a pipe dream
if you ain't trying to do it
What's a heartbreak
if you ain't crying all through it
What's a sunset
if you ain't riding into it
Let's drive into it
'Cause I'm bringing you back Back
to life
And I know that you're gone
but I swear that you're here
It's a feeling that won't disappear
And you're bringing me back Back
to life
I was looking for something
that I couldn't find
It's a feeling you give me inside
Oh oh oh oh oh
Oh oh oh oh oh
'Cause I'm bringing you back to life
Oh oh oh oh oh
Oh oh oh oh oh
This feeling's coming back to life
Our memories
They're more than just our history
Our history
They lift me up
They flow like electricity
No no no
What's a pipe dream
if you ain't trying to do it
What's a heartbreak
if you ain't crying all through it
What's a sunset
if you ain't riding into it
Let's drive into it
'Cause I'm bringing you back Back
to life
And I know that you're gone
but I swear that you're here
It's a feeling that won't disappear
And you're bringing me back Back
to life
I was looking for something
that I couldn't find
It's a feeling you give me inside
Oh oh oh oh oh
Oh oh oh oh oh
'Cause I'm bringing you back to life
Oh oh oh oh oh
Oh oh oh oh oh
I can see you in the night
Coming through like
flashing lights
When the world is passing by
Oh oh oh
I can see you in the night
Coming through like
flashing lights
When the world is passing by
Oh oh oh Oh
'Cause I'm bringing you back Back
to life
And I know that you're gone
but I swear that you're here
It's a feeling that won't disappear
And you're bringing me back Back
to life
I was looking for something
that I couldn't find
It's a feeling you give me inside
'Cause I'm bringing you back
'Cause I'm bringing you back
'Cause I'm bringing you back to life
'Cause I'm bringing you back to life
And you're bringing me back
And you're bringing me back
And you're bringing me back to life
This feeling's coming back to life
Oh oh oh oh oh
Oh oh oh oh oh
'Cause I'm bringing you back to life
Oh oh oh oh oh
Oh oh oh oh oh
This feeling's coming back to life"
672,공항 가는 길 OST,City Sunset,20161110,2016,N/A
673,Bye Bye (Hidden Track No.V 5월 선정곡),Bye Bye (Hidden Track No.V 5월 선정곡),20170928,2017,"같은 날을 바라보며 걷던 시간
이젠 우리 선택해야 할 것 같아
갈림길에 들어서 버린 우리
평행선을 달리는 다른 둘이
자석 같은 끌림도 반대로 돌아서
서로를 밀쳐내고 있어
U & I Bye bye bye my love
어디에 있든지
행복하길 바래
우리 사랑은 진짜였으니까
Bye bye bye my love
지금 우린 Good-Bye
서로를 위한 선택을 후회하지 않게
우린 그때 어떤 마음이었을까
시작부터 끝까지 같은 마음이었었지
벼랑 끝에 몰린 적은 없잖아
자연스레 끝을 예감했잖아
생각해보면 우린 참
어울렸던 것만 같아
아프지만 아프지 않아
U & I Bye bye bye my love
어디에 있든지
행복하길 바래
우리 사랑은 진짜였으니까
Bye bye bye my love
지금 우린 Good-Bye
서로를 위한 선택을 후회하지 않게
그때의 우리 모습 잊혀지지 않게
Good bye
난 그런 적 없어
내 맘은 진짜였으니까
난 널 사랑해
헤어지지 말자
지금 이 순간 우리 후회하지 않게
우리 둘의 사랑을 간직할 수 있게"
674,"Differance (차연, 差延) (Re-Mastered)",구원의 손길 (Hand Of Redemption),20150430,2015,"벼랑 끝에 거칠게
내몰아 치는 시간 속에
내 꿈은 부서져갔다
찢겨진 파편 틈새로 새어 나오는
죽어가는 마지막 영혼들은
뒤틀린 채 점철되어간다
그 뒤로 뒤틀려 버린 이미지들은
눈앞에 현실로
서서히 귓속에 파고든다"
675,흙피리 꿈을꾸다,산중오수,20141030,2014,N/A
676,청사포(靑沙浦) (최백호 History),애비,20030601,2003,"가뭄으로 말라 터진
논바닥 같은 가슴이라면
너는 알겠니
비바람 몰아치는 텅빈 벌판에
홀로 선 솔나무 같은 마음이구나
그래 그래 그래 너무 예쁘다
새하얀 드레스에 내 딸 모습이
잘 살아야 한다 행복해야 한다
애비 소원은 그것뿐이다

아장 아장 걸음마가 엊그제 같은데
어느새 자라 내곁을 떠난다니
강처럼 흘러버린 그 세월들이
이 애비 가슴속엔 남아 있구나
그래 그래 그래 울지마라
고운 드레스에 얼룩이 질라
참아야 한다 참아야 한다
애비 부탁은 그것뿐이다"
677,"9AP (Feat. JINBO, GGM Pandamontana)","9AP (Feat. JINBO, GGM Pandamontana)",20200126,2020,"배가 고파 eat that 9ap
오나카스이따 eat that 9ap
배가 고파 eat that 밥
오나카스이따 eat that kane
많이 써서 get that 9ap
맘이 착해서 do no pop
오나카스이따 eat that kane
배가 고파 eat that 9ap
웃고있을 때 eat that 9ap
배가 고파 eat that 9ap
오나카스이따 get that kane
많이 썼어 get that 9ap
Look around me r.i.p
Fuck look around me hanabi
타고 빛나지 차고에 빈차 있지
차고 빈말 nope 차곡차곡차곡
When i get that 9ap shut the f up
When i mic check turn the f up
내가할께 shut the f up
내가 갈땐 음음
많이 썼어 get that 9ap
맘이 착해서 do no pop
오나카스이따 eat that ka ne
배가 고파 eat that 9ap
servin and flippin in the skreets
all my clientele geeked
trapped in the bando no leash
all my gangs got my six
move dat boof pack right now
i know my pack touchdown
bend it down low buss it down
shatwy suckin it in my benz now
ooh ooh do it with no hands
call it bluetooth
got a phone call off the block
i got loot loot
aint a damn thing funny
when you real broke broke
gotta get in your bag
why on dat foo foo
웃고있을 때 eat that 9ap
배가 고파 eat that 9ap
오나카스이따 get that kane
많이 썼어 get that 9ap"
678,여기,여기,20191202,2019,"나의 마음이 움직여
그냥 길을 따라 걸어가도
다시 여기 너의 앞에
두려웠던 나의 맘에
하얀 눈이 내려와
So I'm still
I’m here and I’ll be there
따듯한 어깨에 기대어
이렇게 다시 너를 느껴
I’m still and I’m here
이렇게라도 널 담을게
우리 서로 밀어내더라도
그 때문에 더 깊이 새겨져
여기 또 거기
다른 하늘이라도
너의 맘을 기억해
and I'm still I'm here
흔들렸던 나의 맘에
네가 다시 다가와
So I'm still
I’m here and I’ll be there
얼어붙은 이 길을 지나
이렇게 다시 너를 만나
I'm still and I'm here
다시 널 놓치지 않을래
계속 네가 나를 밀어내도
혹시 나의 눈에 사라져도
여기 나 여기
곁에 늘 서 있을게
나의 맘이 움직여
and I'm still I'm here
난 너의 기억이 다 지워질까 봐
마음에 새겨도
너를 볼 수 없게 될까 봐
시간이 난 두려워
다시 너를 찾아봐 또 이렇게
I'm still and I'm here
다시 널 놓치지 않을래
세상 어느 곳에 있더라도
어디라도 내가 찾아갈게
여기 나 여기
곁에 늘 서 있을게
나의 맘이 움직여
and I'm still I'm here"
679,Achtung,Passion,20081021,2008,"내가 걸었던 길은
I'm breaking that I used to be
내가 가야하는길
Something that it's boring way
그런 길의 끝에선 무언가가 있을까
모두 내게 손짓해 잘못된 생각이라고
하지만 나는 생각해 꿈이란 건
노을 지는 sunset 위
파도 같은 맘이야
Paradise singing for my dream
사람들은 모르지
Destiny singing for my love
내 사랑을 노래해

내가 걸었던 길은
I'm breaking that I used to be
내가 가야하는길
Something that it's boring way
하지만 나는 생각해 꿈이란 건
노을 지는 sunset 위
파도 같은 맘이야
Paradise singing for my dream
사람들은 모르지
Destiny singing for my love
내 사랑을 노래해

Paradise singing for my dream
사람들은 모르지
Destiny singing for my love
내 사랑을 노래해
Paradise singing for my dream
사람들은 모르지
Destiny singing for my love
내 사랑을 노래해"
680,15 De Coleccion,Con Un Besito,20041117,2004,N/A
681,봄이니까,봄이니까,20180410,2018,"괜찮아 봄이니까
아픔도 녹아 내려 갈거야
괜찮아 비도 오니까
슬픔도 씻겨 흘러갈거야
차가운 날들과 차가운 기억
차가운 눈물과 차가운 추억
그건 봄과는 어울리지 않아
뜨거운 손길과 뜨거운 체온
뜨거운 눈빛과 뜨거운 포옹
그건 나와는 어울리지 않아
괜찮아 봄이니까
내게도 꽃이 피어날거야
괜찮아 포근하니깐
조용히 홀로 잠들 수 있어
차가운 날들과 차가운 기억
차가운 눈물과 차가운 추억 그건
봄과는 어울리지 않아
뜨거운 손길과 뜨거운 체온
뜨거운 눈빛과 뜨거운 포옹
그건 나와는 어울리지 않아
괜찮아 봄이니까
아픔도 녹아 내려 갈거야
괜찮아 비도 오니까
슬픔도 씻겨 흘러갈거야"
682,Pink Magic,Pink Magic,20190618,2019,"팝콘같이 하얀 구름들 사이
So beautiful 네가 떠다니고
핑크빛 꽃잎들 사이
또 조용히 다가와 내게 번진 너
너라는 안경을 썼나
세상이 너로만 보여
It’s like a magic feel
나 너를 만나고 달라져 가
You make me pink all day
내 모든 매일이 물들어 가
넌 마치 Pink magic
Cause you’re my pink magic
Cause you’re my pink magic
한 번도 만나본 적 없는 Color
온 거리가 너만 차오르고
빨간 차에 시동 걸어
Just come with me 너와 달리고 싶어
흑백인 나의 하루에
너라는 눈부신 Rainbow
It’s like a magic feel
나 너를 만나고 달라져 가
You make me pink all day
내 모든 매일이 물들어 가
넌 마치 Pink magic
Cause you’re my pink magic
Cause you’re my pink magic
You’re like a magic feel
나 너를 만난 건 기적인 걸
You’re like a magic dream
네 모든 세상이 꿈만 같아
So I’m in love all day
내 모든 세상이 다 빛이 나
It’s like a magic feel
나 너를 만나고 달라져 가
You make me pink all day
내 모든 매일이 물들어 가
넌 마치 Pink magic
Cause you’re my pink magic
Cause you’re my pink magic
Cause you’re my pink magic"
683,The End Of The World,When You Feel Love,20190319,2019,N/A
